comparison_metric,observed_25_gene_panel_refit,random_mean,random_sd,random_95th_percentile,random_max,empirical_p_random_ge_observed,deployed_elastic_net_mean_external_roc_auc
mean_external_roc_auc,0.9638418038805184,0.8886586661496312,0.065551166427077,0.9705527111879934,0.9852248091243284,0.0938123752495009,0.970810533261233
min_external_roc_auc,0.9066830049957584,0.7276795047402652,0.1391381136602617,0.9206543848073384,0.9599396738618152,0.0878243512974051,0.9095579225186162
