qc1_data_feature_integrity_pass,qc2_resampling_leakage_control_pass,qc3_performance_stability_biology_pass,triple_qc_pass,training_dataset,feature_set_name,feature_prefilter_rule,external_validation_datasets,common_features,models,outer_cv,inner_cv,best_model_by_mean_external_auc,best_model_internal_mean_auc,best_model_external_mean_auc,best_model_external_min_auc,permutation_control_mean_auc,final_panel_size,top_selection_frequency,leakage_control_note
True,True,True,True,GSE32537,discovery_only_mrna,GSE32537 discovery significant mRNA only; external validation labels are not used for feature prefiltering,GSE110147;GSE150910;GSE53845;GSE92592,329,lasso_logistic;elastic_net;linear_svm;rbf_svm;random_forest;gradient_boosting;mlp_small,RepeatedStratifiedKFold 5x10,StratifiedKFold 3,elastic_net,0.9985615942028986,0.970810533261233,0.9095579225186162,0.5308931159420289,25,1.0,"Imputation, scaling and SelectKBest are inside sklearn Pipeline; feature selection and tuning are nested inside training folds; external validation is not used for tuning."
