candidates_in_actionability_map,actionability_classes,knockdown_screening_candidates,restoration_or_pathway_markers,mirna_axis_hypotheses,external_tnik_bridge_present,qc1_input_priority_table_pass,qc2_class_assignment_pass,qc3_score_nonmissing_pass,triple_qc_pass
15,5,5,2,3,True,True,True,True,True
