series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-362-5p_st,-1.39968316,1.4637116974359,-11.0471327113288,2.41828215490807e-21,2.37004939653943e-18,37.8989986534984
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-345_st,-1.55204808018868,1.7042046275641,-11.0336060133387,2.63192603724534e-21,2.37004939653943e-18,37.8159837447612
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-532-5p_st,-1.9021268,3.19337502564103,-10.8483600529633,8.38040393898815e-21,5.03103583137255e-18,36.6802917929614
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-let-7b_st,-1.03054413207547,10.837096474359,-10.0192143449028,1.44234649503905e-18,5.19533207513064e-16,31.6326713477106
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-500_st,-1.06121498716981,0.969072861538461,-9.92521887503868,2.57337448362087e-18,7.72441240833531e-16,31.0651413695018
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-500-star_st,-1.66988885566038,2.94177553141026,-9.6703968746838,1.229054816841e-17,3.16218246447234e-15,29.5325475095477
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-193a-5p_st,-1.64025236509434,2.26935154679487,-9.58837700948068,2.02901934977094e-17,4.56782981117184e-15,29.0412508449944
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-652_st,-1.87139393773585,4.06342521153846,-9.46832967557872,4.2182503186858e-17,8.44118758217014e-15,28.3240633181358
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-375_st,-1.5199519354717,1.48566370641026,-9.24031589380774,1.68271435653174e-16,2.75506232373969e-14,26.9684841862961
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-423-3p_st,-1.26878055849056,3.94505307692308,-9.14371455374662,3.01570376262115e-16,4.52606873040057e-14,26.3969699198417
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-502-3p_st,-1.5595321,3.22430853205128,-9.08586810929223,4.27323911703549e-16,5.92007973060071e-14,26.0555797006709
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-18a_st,-1.4527038490566,2.14030935897436,-8.86874071269396,1.57181137252129e-15,1.8872215212739e-13,24.7800919317669
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-223_st,-1.62415654264151,1.98517477179487,-8.77126798954014,2.81169796609376e-15,3.16491752308429e-13,24.2107010184681
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-30d_st,-1.3825413490566,5.69642387820513,-8.65835982129945,5.50072465813803e-15,5.50378061628144e-13,23.5537650314952
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-30a_st,-1.39235319245283,5.85819525641026,-8.42424974752227,2.19133515621782e-14,1.97329730817415e-12,22.201124287039
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-203_st,-1.34545923830189,1.80626095705128,-8.16956329012857,9.70810514120069e-14,7.94740789059202e-12,20.7452427325117
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-126_st,-1.08526596603773,7.19214608974359,-8.0316676962375,2.15792461719019e-13,1.68974879806936e-11,19.9642997852911
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,spike_in-control-23_st,-1.28665930188679,12.2737675,-7.96932106610993,3.09122421776856e-13,2.31970617341716e-11,19.6129889313732
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-210_st,-1.66995579735849,3.09823336538462,-7.81510567780245,7.48423422690742e-13,5.39164233706411e-11,18.7489557516411
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-130a_st,-1.6770333045283,2.81297365,-7.8053924613724,7.9110254981985e-13,5.47990650855981e-11,18.6947761540105
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-151-3p_st,-1.29094482754717,2.36301266025641,-7.7245349042428,1.25386661476553e-12,7.59929026840315e-11,18.244897681294
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-378_st,-1.48347202075472,4.02494398076923,-7.72286196477189,1.26584513077232e-12,7.59929026840315e-11,18.2356113959542
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-15a_st,-1.27476200471698,1.81707226089744,-7.66793940146723,1.72875978504408e-12,9.15734227313058e-11,17.9312380093238
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-30a-star_st,-1.21636693509434,1.49714728205128,-7.63705783543416,2.05902381067699e-12,1.05951482372265e-10,17.7605224832199
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-130b_st,-1.07707046981132,1.69506272435897,-7.57446580243235,2.93190976495247e-12,1.38957091754721e-10,17.4154640475264
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-423-5p_st,-1.53885300377358,3.91085251282051,-7.4351851505179,6.4079486265134e-12,2.95915781444888e-10,16.6523335306516
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-181b_st,-1.17435723018868,5.33868871794872,-7.23557841091268,1.94274255628278e-11,8.53385205820802e-10,15.570434638139
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-141_st,-1.01826355830189,1.39662514679487,-7.17806752873756,2.6673435672667e-11,1.11718273596449e-09,15.2613890001154
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-19b_st,-1.28560695849057,4.29388815384615,-7.05867323245658,5.13111634589533e-11,2.053586786435e-09,14.6237562307146
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-146b-5p_st,-1.60065959018868,3.00625278974359,-6.95490009613487,9.02197276806371e-11,3.38511936568391e-09,14.0740003921268
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-15b_st,-1.54444449056604,3.46303876923077,-6.74015926311701,2.86243973286943e-10,9.97294498414685e-09,12.9500543992645
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-25_st,-1.15584843490566,1.88806070705128,-6.73904691738565,2.87947328803796e-10,9.97294498414685e-09,12.9442818250473
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-31_st,2.34222752471698,3.03904105448718,6.6844281830639,3.85093781825702e-10,1.28435907605202e-08,12.6614764328139
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-34c-3p_st,2.28563587924528,3.47596807692308,6.60232219502086,5.94779339872368e-10,1.9128528412681e-08,12.2387405839496
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-205_st,1.80931917833962,1.96509695128205,6.527091552592,8.83611206425781e-10,2.79190137328567e-08,11.8539731184043
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-138_st,-1.55785575283019,3.09750978846154,-6.48513896730943,1.10070453339567e-09,3.35994722821288e-08,11.640491745317
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-29a_st,-1.24264335660377,4.95855857051282,-6.4275171373959,1.4865456661023e-09,4.46211457441708e-08,11.3485605962438
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-425_st,-1.14746198490566,3.18411469230769,-6.28502135867854,3.10594204039709e-09,9.17016658156584e-08,10.6331466492171
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-20a_st,-1.10212172264151,5.64689601923077,-6.11614121448194,7.35009084571825e-09,2.0683615020529e-07,9.7976487737165
GSE32538,miRNA,mirna_discovery,limma,IPF_vs_Control,hsa-miR-34c-5p_st,2.33108630471698,3.36735365833333,6.0137582104474,1.23103683308446e-08,3.3592383884623e-07,9.29788762076739
