series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7938291,-4.25537727272727,9.9242,-43.9902277612455,2.87710778685834e-32,9.57990579790222e-28,63.1866996182222,GPL6244,SNORA45A,SNORA45A,,619562;6157,SNORA45A;RPL27A,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8066262,-4.24144954545455,9.27805787878788,-41.0486187613112,3.11306107585466e-31,5.18277973213663e-27,60.9484244841078,GPL6244,SNORA71D,SNORA71D,,677840,SNORA71D,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7981996,-3.06074863636364,10.0232645454545,-37.232014871536,8.84229076363877e-30,7.360543888922e-26,57.7623592392162,GPL6244,SNORD116-24,SNORD116-24,,100033435,SNORD116-24,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8034512,-4.33357045454545,9.00103484848485,-36.4320611280233,1.8584717920444998e-29,1.23763070519412e-25,57.0493905312323,GPL6244,SNORD41,SNORD41,,26810,SNORD41,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8165705,3.56769181818182,9.98061484848485,36.0747698491673,2.6026657032487e-29,1.2637665762830501e-25,56.7254885854625,GPL6244,ND6,ND6,,4541,ND6,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7920875,-4.13061727272727,6.44379333333333,-36.0530359253304,2.65680572843841e-29,1.2637665762830501e-25,56.7056748315314,GPL6244,SCARNA4,SCARNA4,,677771,SCARNA4,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7938329,-3.44792909090909,9.68035333333333,-35.1551207574102,6.28499817602356e-29,2.17420265663684e-25,55.8757388301571,GPL6244,SNORA23,SNORA23,,677808,SNORA23,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7981988,-2.78791,10.3521296969697,-33.9236507315745,2.11900043083475e-28,5.87969644545871e-25,54.7001415642374,GPL6244,SNORD116-20,SNORD116-20,,100033431;727708;100033429;100033432;692236,SNORD116-20;SNORD116-19;SNORD116-17;SNORD116-21;SNORD116@,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8166442,2.21389681818182,9.11195757575758,32.8308117627425,6.4548819643389e-28,1.49522158006658e-24,53.6186701551868,GPL6244,FAM3C,FAM3C,,10447,FAM3C;FAM3C2,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7988838,2.08236590909091,7.52717303030303,32.7896758198243,6.73583917500035e-28,1.49522158006658e-24,53.5772312373174,GPL6244,LEO1,LEO1,,123169,LEO1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8142540,2.23534045454545,9.31549333333333,32.4850265358533,9.24928672943052e-28,1.81160882488146e-24,53.2686456196077,GPL6244,FAM3C,FAM3C,,10447,FAM3C;FAM3C2,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7967420,2.41788727272727,8.83204666666667,32.1665128216664,1.29238804761339e-27,2.39070249007684e-24,52.942789574846,GPL6244,SBNO1,SBNO1,,55206,SBNO1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8116297,2.18548363636364,11.0478372727273,32.1137235953261,1.36647574589905e-27,2.3947127848000402e-24,52.8884609472964,GPL6244,HNRNPH1,HNRNPH1,,3187,HNRNPH1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7981976,-2.68139590909091,10.4489481818182,-31.9076842681095,1.69999928513062e-27,2.8302438098497102e-24,52.6755266610079,GPL6244,SNORD116-14,SNORD116-14,,100033426;6638,SNORD116-14;SNRPN,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8108422,2.63679181818182,7.86097303030303,31.7736386405876,1.96093187776546e-27,3.10919755875984e-24,52.5362320348397,GPL6244,RNA5SP195,RNA5SP195,,,RNA5SP195,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7902398,-2.51278909090909,10.49628,-31.4504803551601,2.77317228656482e-27,4.01470946198908e-24,52.1979158214205,GPL6244,SNORD45A,SNORD45A,,26805;5876;26804;692085,SNORD45A;RABGGTB;SNORD45B;SNORD45C,GPL6244_platform_table,True,True
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8008132,-3.09382863636364,9.07630212121212,-31.3270939221463,3.16830203714868e-27,4.39562303878915e-24,52.0677983538294,GPL6244,ATP5G1,ATP5G1,,516,ATP5G1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7906852,1.84785409090909,9.37837272727273,30.763691472429,5.85742998323034e-27,7.5013402366008e-24,51.4669110158744,GPL6244,UHMK1,UHMK1,,127933,UHMK1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7951077,2.48534772727273,9.15824848484849,30.6645305586137,6.53355488308917e-27,8.05732507193407e-24,51.3599898011266,GPL6244,SESN3,SESN3,,143686,SESN3,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8116952,-3.56268727272727,8.41762060606061,-30.4779134341174,8.03198053568913e-27,9.55145913917289e-24,51.1578092239306,GPL6244,RNU1-11P,RNU1-11P,,,RNU1-11P,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,8108627,-5.63053590909091,5.51152666666667,-29.6867820013588,1.9531128936902002e-26,1.9706909097334102e-23,50.2865071287276,GPL6244,VTRNA1-1,VTRNA1-1,,56664,VTRNA1-1,GPL6244_platform_table,True,False
GSE110147,bulk mRNA,validation,limma,IPF_vs_Control,7983606,1.72054272727273,9.85617666666667,29.5984582301419,2.15973462228824e-26,2.09688909075977e-23,50.1877787888456,GPL6244,EID1,EID1,,23741,EID1,GPL6244_platform_table,True,False
