series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-127-3p,1.35586504711538,0.847603192,5.51262232020553,1.15102898942094e-05,0.0035298100993232,3.40690390733336,GPL8227,hsa-miR-127-3p,,hsa-miR-127-3p,,hsa-miR-127-3p,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-154,1.13716606916667,0.6506569468,4.72221695532504,8.46038380859707e-05,0.0086824688835727,1.52402968723359,GPL8227,hsa-miR-154,,hsa-miR-154,,hsa-miR-154,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-184,-2.58863487070513,-1.7802946236,-4.94095251277624,4.85704831972441e-05,0.0066460611174895,2.04793557489492,GPL8227,hsa-miR-184,,hsa-miR-184,,hsa-miR-184,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-203,-1.77142818657051,-0.9574049266,-4.48116338577472,0.0001561077313101,0.0114935003892317,0.946137514107874,GPL8227,hsa-miR-203,,hsa-miR-203,,hsa-miR-203,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-299-5p,1.20282725240385,0.467633455,4.45336869825813,0.0001675335211773,0.0114935003892317,0.879542020991968,GPL8227,hsa-miR-299-5p,,hsa-miR-299-5p,,hsa-miR-299-5p,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-30b,-1.06407219487179,-0.596387068,-4.09970929498251,0.0004109515876167,0.0187439585240764,0.0348041626309445,GPL8227,hsa-miR-30b,,hsa-miR-30b,,hsa-miR-30b,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-31,2.47480734407692,1.33301778792,4.20508483288107,0.0003146800913081,0.015337759672021,0.285813476411124,GPL8227,hsa-miR-31,,hsa-miR-31,,hsa-miR-31,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-31*,1.97682195053846,1.94181632528,3.57512182293382,0.001533233179854,0.0381449830503092,-1.19803854361687,GPL8227,hsa-miR-31*,,hsa-miR-31*,,hsa-miR-31*,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-326,-1.1133411651282,-0.5071884592,-4.58473421589391,0.0001199780653346,0.0109446657377522,1.19440103778607,GPL8227,hsa-miR-326,,hsa-miR-326,,hsa-miR-326,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-338-3p,-1.80409840589744,-0.7618989144,-3.51656960471282,0.0017726651439402,0.0415816595192835,-1.333179224868,GPL8227,hsa-miR-338-3p,,hsa-miR-338-3p,,hsa-miR-338-3p,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-369-5p,1.20753398365385,0.466566784,4.28131785037247,0.0002593493534019,0.0143794272913202,0.467827783309238,GPL8227,hsa-miR-369-5p,,hsa-miR-369-5p,,hsa-miR-369-5p,GPL8227_platform_table,True,False
GSE27430,miRNA,mirna_validation,limma,IPF_vs_Control,hsa-miR-375,-1.10318109134615,-0.6957881,-3.95993469764933,0.0005849869115897,0.0218306479279626,-0.296798583745439,GPL8227,hsa-miR-375,,hsa-miR-375,,hsa-miR-375,GPL8227_platform_table,True,False
