series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8070632,-1.18282163697479,5.34934479289941,-23.9232796285404,1.06210886095423e-56,1.26922008884031e-52,118.341110619105,GPL6244,CBS,CBS,,875,CBS,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8162394,2.87354942016807,7.36727786982249,19.9127866557497,1.37440550435065e-46,8.212072888495109e-43,95.3734283878949,GPL6244,ASPN,ASPN,,54829,ASPN,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8103254,2.60960091932773,7.50732704142012,19.5068705076513,1.62129379921338e-45,6.4581536335333e-42,92.9343312777339,GPL6244,SFRP2,SFRP2,,6423,SFRP2,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8109333,-1.41080964201681,8.22495426035503,-18.8217659200114,1.09146758102842e-43,2.6086075186579096e-40,88.7720772884363,GPL6244,GPX3,GPX3,,2878,GPX3,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8136662,-2.16041968067227,4.93385573964497,-18.5485993308291,5.936423539937789e-43,1.10219057522338e-39,87.0969153390726,GPL6244,MGAM,MGAM,,8972,MGAM,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8149555,1.07706565210084,6.56860177514793,18.5350930348387,6.45634646574364e-43,1.10219057522338e-39,87.0138636811026,GPL6244,PSD3,PSD3,,23362,PSD3,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8148070,2.06047864033614,7.58849177514793,18.1587309079076,6.75447902999575e-42,1.00895030510561e-38,84.6911454466129,GPL6244,COL14A1,COL14A1,,7373,COL14A1,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,7903214,1.36622984369748,5.63842923076923,17.7054525591094,1.1655104243221898e-40,1.39278495706501e-37,81.8726214082442,GPL6244,LPPR4,LPPR4,,9890,LPPR4,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8147244,-1.80468093109244,5.39667153846154,-17.6891484228052,1.29177019659378e-40,1.40333216811779e-37,81.7708215439385,GPL6244,NECAB1,NECAB1,,64168,NECAB1,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8149551,1.3208250487395,6.54982520710059,17.6685063781024,1.47148733695099e-40,1.46535613971369e-37,81.6418955091008,GPL6244,PSD3,PSD3,,23362,PSD3,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,8063923,-2.04902995126051,5.69962372781065,-17.5739122314341,2.6745319440078098e-40,2.28290405220667e-37,81.0504946366871,GPL6244,SLCO4A1,SLCO4A1,,28231,SLCO4A1,GPL6244_platform_table,True,False
GSE32537,bulk mRNA,discovery,limma,IPF_vs_Control,7950810,1.10353269411765,6.19102633136095,17.4657372599148,5.30260458192241e-40,4.22440831693152e-37,80.3730188549582,GPL6244,SYTL2,SYTL2,,54843,SYTL2,GPL6244_platform_table,True,False
