series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P44166,-1.2152125,-0.129352083333333,-15.4340498546938,2.22152090702317e-20,9.10823571879498e-16,35.6867203460868,GPL6480,DCXR,DCXR,,51181,DCXR,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P338534,-1.082675,0.291508333333333,-14.2791034609155,4.99904683414775e-19,6.832030673335251e-15,32.7520793969954,GPL6480,HIF3A,HIF3A,,64344,HIF3A,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P100642,-3.9659425,0.0681604166666666,-13.6118545773998,3.2489704427951297e-18,2.2201298025766702e-14,30.9764903766367,GPL6480,PNMT,PNMT,,5409,PNMT,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P310560,-1.1995425,1.32638125,-13.1366196060969,1.27436170797539e-17,6.5311037533739e-14,29.6750027269365,GPL6480,NUDT16,NUDT16,,131870,NUDT16,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P374339,-3.09585,1.4727,-12.7490950970467,3.9668925340513703e-17,1.80713993217896e-13,28.5906750776438,GPL6480,HIF3A,HIF3A,,64344,HIF3A,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P123853,3.520365,4.88475,12.6976843571126,4.61847434822574e-17,1.89357448277255e-13,28.4452566893497,GPL6480,CCL19,CCL19,,6363,CCL19,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P233,-1.78055,-0.241266666666667,-12.5382084008246,7.41845430874616e-17,2.4603617285614e-13,27.9918258587725,GPL6480,FMO5,FMO5,,2330,FMO5,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P83857,-1.8298275,2.59148125,-12.5296692340024,7.60980837029569e-17,2.4603617285614e-13,27.9674467458531,GPL6480,MAOA,MAOA,,4128,MAOA,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P102113,2.4650625,1.38693125,12.5213458294586,7.80114694421906e-17,2.4603617285614e-13,27.9436738299866,GPL6480,WNT10A,WNT10A,,80326,WNT10A,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_24_P208703,-1.7908325,1.13487708333333,-12.3820232396681,1.18373305415242e-16,3.23553701468327e-13,27.5443101442556,GPL6480,FAM107A,FAM107A,,11170,FAM107A,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_24_P110799,-1.067035,-0.950733333333333,-12.3289051468098,1.3886197979181e-16,3.55833823216513e-13,27.3913341997427,GPL6480,LSS,LSS,,4047,LSS,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P146417,-1.2308325,0.83900625,-12.1167637924376,2.63659183539267e-16,6.358839132417619e-13,26.776445023638,GPL6480,C9orf5,C9orf5,,23731,C9orf5,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P81280,-2.1552825,0.82621875,-11.9230333381695,4.75924518294014e-16,1.02699501316077e-12,26.2094121344678,GPL6480,BTNL9,BTNL9,,153579,BTNL9,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_24_P71341,-2.083315,0.651016666666667,-11.8117340370615,6.696501898341109e-16,1.30741227539041e-12,25.8812701300706,GPL6480,FMO5,FMO5,,2330,FMO5,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P116235,1.96007,-1.42590833333333,11.5587761057704,1.46388460417841e-15,2.5008028654714497e-12,25.1290296217524,GPL6480,MDK,MDK,,4192,MDK,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_32_P187951,-3.043725,1.3149375,-11.5218464504609,1.64207954448872e-15,2.6930104529614996e-12,25.0184608330878,GPL6480,BTNL9,BTNL9,,153579,BTNL9,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P213745,3.95837,3.97215416666667,11.4244654326036,2.22489785432449e-15,3.37854859360386e-12,24.7259859247694,GPL6480,CXCL14,CXCL14,,9547,CXCL14,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P251387,-1.020995,0.485295833333333,-11.3840788559126,2.5244974324257603e-15,3.696585526052e-12,24.604300822212,GPL6480,REPS2,REPS2,,9185,REPS2,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P20392,1.1816875,0.360089583333333,11.2693631468214,3.6183680032099e-15,5.1156237286760695e-12,24.2574236675985,GPL6480,PSD3,PSD3,,23362,PSD3,GPL6480_platform_table,True,False
GSE53845,bulk mRNA,validation,limma,IPF_vs_Control,A_23_P107322,-1.6175225,0.525614583333333,-11.2386168241184,3.98602100461128e-15,5.44756203963542e-12,24.1641423331172,GPL6480,CORO6,CORO6,,84940,CORO6,GPL6480_platform_table,True,False
