stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,gene_set,score_label,combined_score
9606.ENSP00000269141,9606.ENSP00000295522,CDH2,CLDN1,9606,0.675,0,0,0.204,0.059,0,0,0.601,mirna_mrna_axis_targets_all,medium_confidence,0.675
