stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,gene_set,score_label,combined_score
9606.ENSP00000297268,9606.ENSP00000304408,COL1A2,COL3A1,9606,0.999,0.0,0.0,0.076,0.999,0.229,0.9,0.966,robust_mrna_strict,medium_confidence,0.999
9606.ENSP00000225964,9606.ENSP00000304408,COL1A1,COL3A1,9606,0.999,0.0,0.0,0.065,0.958,0.0,0.9,0.965,robust_mrna_strict,medium_confidence,0.999
9606.ENSP00000225964,9606.ENSP00000297268,COL1A1,COL1A2,9606,0.999,0.0,0.0,0.061,0.964,0.649,0.9,0.981,robust_mrna_strict,medium_confidence,0.999
9606.ENSP00000357726,9606.ENSP00000364210,S100A12,AGER,9606,0.999,0.0,0.0,0.0,0.106,0.41,0.5,0.997,robust_mrna_strict,medium_confidence,0.999
9606.ENSP00000264260,9606.ENSP00000387211,IL18RAP,IL18R1,9606,0.999,0.0,0.0,0.0,0.78,0.9,0.9,0.987,robust_mrna_strict,medium_confidence,0.999
9606.ENSP00000225844,9606.ENSP00000337065,CCL13,CXCL14,9606,0.996,0.0,0.0,0.0,0.068,0.994,0.0,0.37,robust_mrna_strict,medium_confidence,0.996
9606.ENSP00000357721,9606.ENSP00000357726,S100A8,S100A12,9606,0.995,0.0,0.0,0.0,0.988,0.046,0.0,0.591,robust_mrna_strict,medium_confidence,0.995
9606.ENSP00000265104,9606.ENSP00000480538,DNAH5,DNAI1,9606,0.995,0.0,0.0,0.231,0.134,0.263,0.54,0.983,robust_mrna_strict,medium_confidence,0.995
9606.ENSP00000379616,9606.ENSP00000386857,MYH11,ACTG2,9606,0.993,0.0,0.0,0.0,0.776,0.238,0.9,0.67,robust_mrna_strict,medium_confidence,0.993
9606.ENSP00000229554,9606.ENSP00000291536,RSPH4A,RSPH1,9606,0.99,0.0,0.0,0.0,0.222,0.828,0.0,0.932,robust_mrna_strict,medium_confidence,0.99
9606.ENSP00000350132,9606.ENSP00000435380,PLN,SLN,9606,0.986,0.0,0.0,0.0,0.179,0.51,0.0,0.969,robust_mrna_strict,medium_confidence,0.986
9606.ENSP00000238682,9606.ENSP00000386043,TGFB3,LTBP1,9606,0.984,0.0,0.0,0.0,0.094,0.045,0.9,0.846,robust_mrna_strict,medium_confidence,0.984
9606.ENSP00000312554,9606.ENSP00000374045,DNAH12,DNAH6,9606,0.981,0.0,0.213,0.0,0.294,0.0,0.36,0.953,robust_mrna_strict,medium_confidence,0.981
9606.ENSP00000304408,9606.ENSP00000369071,COL3A1,POSTN,9606,0.976,0.0,0.0,0.0,0.791,0.076,0.0,0.886,robust_mrna_strict,medium_confidence,0.976
9606.ENSP00000225964,9606.ENSP00000295550,COL1A1,COL6A3,9606,0.974,0.0,0.0,0.0,0.685,0.0,0.4,0.875,robust_mrna_strict,medium_confidence,0.974
9606.ENSP00000229554,9606.ENSP00000480538,RSPH4A,DNAI1,9606,0.972,0.0,0.0,0.0,0.477,0.0,0.0,0.95,robust_mrna_strict,medium_confidence,0.972
9606.ENSP00000381008,9606.ENSP00000417498,MUC16,MUC4,9606,0.969,0.0,0.0,0.0,0.142,0.091,0.5,0.93,robust_mrna_strict,medium_confidence,0.969
9606.ENSP00000295550,9606.ENSP00000297268,COL6A3,COL1A2,9606,0.968,0.0,0.0,0.0,0.789,0.0,0.4,0.772,robust_mrna_strict,medium_confidence,0.968
9606.ENSP00000238682,9606.ENSP00000373574,TGFB3,ACVRL1,9606,0.966,0.0,0.0,0.0,0.084,0.354,0.9,0.503,robust_mrna_strict,medium_confidence,0.966
9606.ENSP00000229554,9606.ENSP00000265104,RSPH4A,DNAH5,9606,0.964,0.0,0.0,0.0,0.247,0.0,0.0,0.955,robust_mrna_strict,medium_confidence,0.964
9606.ENSP00000265104,9606.ENSP00000367815,DNAH5,DNAAF1,9606,0.964,0.0,0.0,0.0,0.08,0.093,0.0,0.96,robust_mrna_strict,medium_confidence,0.964
9606.ENSP00000306410,9606.ENSP00000478589,ARMC4,TTC25,9606,0.96,0.0,0.0,0.32,0.085,0.507,0.0,0.885,robust_mrna_strict,medium_confidence,0.96
9606.ENSP00000295550,9606.ENSP00000304408,COL6A3,COL3A1,9606,0.952,0.0,0.0,0.0,0.613,0.0,0.4,0.812,robust_mrna_strict,medium_confidence,0.952
9606.ENSP00000339449,9606.ENSP00000381553,CFAP52,CFAP53,9606,0.947,0.0,0.0,0.0,0.262,0.821,0.0,0.634,robust_mrna_strict,medium_confidence,0.947
9606.ENSP00000265104,9606.ENSP00000312554,DNAH5,DNAH12,9606,0.947,0.0,0.153,0.0,0.151,0.0,0.54,0.86,robust_mrna_strict,medium_confidence,0.947
9606.ENSP00000367815,9606.ENSP00000480538,DNAAF1,DNAI1,9606,0.946,0.0,0.0,0.0,0.149,0.062,0.0,0.938,robust_mrna_strict,medium_confidence,0.946
9606.ENSP00000331044,9606.ENSP00000337946,ENKUR,PACRG,9606,0.945,0.0,0.0,0.0,0.147,0.88,0.0,0.509,robust_mrna_strict,medium_confidence,0.945
9606.ENSP00000337946,9606.ENSP00000404232,PACRG,EFHC2,9606,0.943,0.0,0.0,0.282,0.121,0.89,0.0,0.279,robust_mrna_strict,medium_confidence,0.943
9606.ENSP00000229554,9606.ENSP00000367815,RSPH4A,DNAAF1,9606,0.943,0.0,0.0,0.0,0.095,0.0,0.0,0.94,robust_mrna_strict,medium_confidence,0.943
9606.ENSP00000260227,9606.ENSP00000378517,MMP7,SPP1,9606,0.941,0.0,0.0,0.0,0.149,0.0,0.75,0.745,robust_mrna_strict,medium_confidence,0.941
9606.ENSP00000293761,9606.ENSP00000373477,ALOX15,GPX3,9606,0.933,0.0,0.0,0.0,0.064,0.045,0.9,0.348,robust_mrna_strict,medium_confidence,0.933
9606.ENSP00000262442,9606.ENSP00000480538,DNAH9,DNAI1,9606,0.931,0.0,0.0,0.211,0.289,0.263,0.36,0.779,robust_mrna_strict,medium_confidence,0.931
9606.ENSP00000264731,9606.ENSP00000323588,TP63,SOX2,9606,0.93,0.0,0.0,0.0,0.072,0.166,0.0,0.918,robust_mrna_strict,medium_confidence,0.93
9606.ENSP00000373477,9606.ENSP00000423822,GPX3,GPX8,9606,0.929,0.0,0.0,0.192,0.043,0.0,0.9,0.196,robust_mrna_strict,medium_confidence,0.929
9606.ENSP00000293761,9606.ENSP00000423822,ALOX15,GPX8,9606,0.929,0.0,0.0,0.0,0.0,0.045,0.9,0.325,robust_mrna_strict,medium_confidence,0.929
9606.ENSP00000311273,9606.ENSP00000480538,DNAH7,DNAI1,9606,0.928,0.0,0.0,0.217,0.386,0.263,0.54,0.626,robust_mrna_strict,medium_confidence,0.928
9606.ENSP00000331044,9606.ENSP00000404232,ENKUR,EFHC2,9606,0.926,0.0,0.0,0.0,0.269,0.88,0.0,0.231,robust_mrna_strict,medium_confidence,0.926
9606.ENSP00000337804,9606.ENSP00000365811,SPAG17,SPAG6,9606,0.925,0.0,0.0,0.0,0.149,0.294,0.0,0.885,robust_mrna_strict,medium_confidence,0.925
9606.ENSP00000339449,9606.ENSP00000341346,CFAP52,TEKT1,9606,0.924,0.0,0.0,0.0,0.566,0.817,0.0,0.115,robust_mrna_strict,medium_confidence,0.924
9606.ENSP00000297268,9606.ENSP00000369071,COL1A2,POSTN,9606,0.918,0.0,0.0,0.0,0.522,0.099,0.0,0.826,robust_mrna_strict,medium_confidence,0.918
9606.ENSP00000364694,9606.ENSP00000364711,ASPN,OGN,9606,0.916,0.0,0.014,0.0,0.791,0.0,0.0,0.614,robust_mrna_strict,medium_confidence,0.916
9606.ENSP00000261383,9606.ENSP00000311273,DNAH3,DNAH7,9606,0.909,0.0,0.0,0.065,0.081,0.0,0.9,0.071,robust_mrna_strict,medium_confidence,0.909
9606.ENSP00000311343,9606.ENSP00000481699,WDR49,SERPINI2,9606,0.903,0.0,0.225,0.0,0.763,0.0,0.0,0.513,robust_mrna_strict,medium_confidence,0.903
9606.ENSP00000225964,9606.ENSP00000369071,COL1A1,POSTN,9606,0.903,0.0,0.0,0.0,0.555,0.076,0.0,0.783,robust_mrna_strict,medium_confidence,0.903
9606.ENSP00000260453,9606.ENSP00000381553,MNS1,CFAP53,9606,0.902,0.0,0.0,0.0,0.076,0.821,0.0,0.455,robust_mrna_strict,medium_confidence,0.902
9606.ENSP00000341346,9606.ENSP00000404232,TEKT1,EFHC2,9606,0.897,0.0,0.0,0.0,0.169,0.817,0.0,0.374,robust_mrna_strict,medium_confidence,0.897
9606.ENSP00000331044,9606.ENSP00000339449,ENKUR,CFAP52,9606,0.896,0.0,0.0,0.0,0.288,0.816,0.0,0.27,robust_mrna_strict,medium_confidence,0.896
9606.ENSP00000337946,9606.ENSP00000339449,PACRG,CFAP52,9606,0.893,0.0,0.0,0.0,0.157,0.824,0.0,0.34,robust_mrna_strict,medium_confidence,0.893
9606.ENSP00000426809,9606.ENSP00000481841,PROM1,CD24,9606,0.89,0.0,0.0,0.0,0.149,0.0,0.0,0.877,robust_mrna_strict,medium_confidence,0.89
9606.ENSP00000341346,9606.ENSP00000366402,TEKT1,C9ORF135,9606,0.886,0.0,0.0,0.0,0.232,0.817,0.0,0.254,robust_mrna_strict,medium_confidence,0.886
9606.ENSP00000341346,9606.ENSP00000358965,TEKT1,C1ORF194,9606,0.886,0.0,0.0,0.0,0.401,0.817,0.0,0.0,robust_mrna_strict,medium_confidence,0.886
9606.ENSP00000264012,9606.ENSP00000269141,CDH3,CDH2,9606,0.885,0.0,0.0,0.06,0.043,0.0,0.54,0.755,robust_mrna_strict,medium_confidence,0.885
9606.ENSP00000341346,9606.ENSP00000391504,TEKT1,CCDC173,9606,0.884,0.0,0.0,0.0,0.393,0.817,0.0,0.0,robust_mrna_strict,medium_confidence,0.884
9606.ENSP00000267845,9606.ENSP00000296046,HDC,CPA3,9606,0.883,0.0,0.0,0.0,0.782,0.0,0.0,0.487,robust_mrna_strict,medium_confidence,0.883
9606.ENSP00000253354,9606.ENSP00000346251,BPIFB1,BPIFA1,9606,0.883,0.0,0.189,0.0,0.618,0.0,0.4,0.447,robust_mrna_strict,medium_confidence,0.883
9606.ENSP00000312554,9606.ENSP00000480538,DNAH12,DNAI1,9606,0.883,0.0,0.0,0.0,0.293,0.263,0.54,0.571,robust_mrna_strict,medium_confidence,0.883
9606.ENSP00000381553,9606.ENSP00000404232,CFAP53,EFHC2,9606,0.88,0.0,0.0,0.0,0.085,0.821,0.0,0.329,robust_mrna_strict,medium_confidence,0.88
9606.ENSP00000260227,9606.ENSP00000322788,MMP7,MMP1,9606,0.878,0.0,0.0,0.079,0.149,0.0,0.5,0.727,robust_mrna_strict,medium_confidence,0.878
9606.ENSP00000323588,9606.ENSP00000426809,SOX2,PROM1,9606,0.876,0.0,0.0,0.0,0.078,0.0,0.0,0.871,robust_mrna_strict,medium_confidence,0.876
9606.ENSP00000261383,9606.ENSP00000480538,DNAH3,DNAI1,9606,0.876,0.0,0.0,0.208,0.283,0.263,0.54,0.455,robust_mrna_strict,medium_confidence,0.876
9606.ENSP00000265104,9606.ENSP00000294664,DNAH5,WDR63,9606,0.873,0.0,0.0,0.0,0.104,0.263,0.72,0.395,robust_mrna_strict,medium_confidence,0.873
9606.ENSP00000358965,9606.ENSP00000391504,C1ORF194,CCDC173,9606,0.872,0.0,0.0,0.0,0.33,0.817,0.0,0.0,robust_mrna_strict,medium_confidence,0.872
9606.ENSP00000339449,9606.ENSP00000358965,CFAP52,C1ORF194,9606,0.871,0.0,0.0,0.0,0.304,0.822,0.0,0.0,robust_mrna_strict,medium_confidence,0.871
9606.ENSP00000335620,9606.ENSP00000373477,GSTA1,GPX3,9606,0.871,0.0,0.0,0.0,0.083,0.0,0.65,0.631,robust_mrna_strict,medium_confidence,0.871
9606.ENSP00000381008,9606.ENSP00000436812,MUC16,MUC5B,9606,0.867,0.0,0.0,0.0,0.136,0.045,0.5,0.717,robust_mrna_strict,medium_confidence,0.867
9606.ENSP00000225844,9606.ENSP00000286758,CCL13,CXCL13,9606,0.867,0.0,0.0,0.0,0.124,0.0,0.5,0.721,robust_mrna_strict,medium_confidence,0.867
9606.ENSP00000260453,9606.ENSP00000341346,MNS1,TEKT1,9606,0.866,0.0,0.0,0.0,0.113,0.817,0.0,0.24,robust_mrna_strict,medium_confidence,0.866
9606.ENSP00000260453,9606.ENSP00000404232,MNS1,EFHC2,9606,0.863,0.0,0.0,0.0,0.061,0.819,0.0,0.257,robust_mrna_strict,medium_confidence,0.863
9606.ENSP00000252242,9606.ENSP00000264731,KRT5,TP63,9606,0.861,0.0,0.0,0.0,0.482,0.292,0.0,0.653,robust_mrna_strict,medium_confidence,0.861
