sample_id,group,label,ABCA13,ABCA3,ACADL,ACSL1,ACTG2,ACVRL1,ADGB,ADH7,ADM,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ANKRD36B,ANKRD36C,APLNR,ARMC2,ARMC3,ARMC4,ASPA,ASPN,BPIFA1,BPIFB1,BTNL9,C10ORF107,C11ORF70,C11ORF88,C12ORF55,C12ORF75,C1ORF110,C1ORF192,C1ORF194,C1ORF87,C20ORF26,C20ORF85,C6,C6ORF118,C6ORF165,C7ORF63,C9ORF117,C9ORF135,CACNA2D2,CAP2,CAPN13,CAPS,CAPS2,CAPSL,CASC1,CASQ2,CBS,CCDC11,CCDC113,CCDC141,CCDC146,CCDC17,CCDC170,CCDC173,CCDC176,CCDC39,CCDC60,CCDC80,CCL13,CCL18,CD163,CD1C,CD24,CD274,CDH2,CDH3,CDHR3,CERKL,CFH,CHDC2,CHI3L2,CHST9,CLCA2,CLDN1,CLDN8,CLEC4D,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CPA3,CPB2,CRISPLD1,CRTAC1,CSF3R,CSRNP1,CTSK,CWH43,CXCL13,CXCL14,CXORF22,CYP24A1,DAW1,DCDC1,DCLK1,DEFA1B,DES,DIO2,DLEC1,DNAAF1,DNAH10,DNAH11,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DNAJA4,DNALI1,DPY19L2P2,DRC1,DSC3,DTHD1,DUOX1,DZIP3,ECM2,EFCAB1,EFCAB10,EFHB,EFHC1,EFHC2,ENKUR,EPC1,EPHA3,ERICH3,F2RL3,FAM13C,FAM154B,FAM183A,FAM216B,FAM227A,FAM81B,FAM83D,FANK1,FAP,FASN,FCN3,FGA,FGF14,FGG,FIBIN,FIGF,FKBP5,FLT1,FMO5,FNDC1,FPR1,FPR2,GALNT18,GEM,GLDN,GLT1D1,GLT8D2,GOLM1,GPR4,GPR97,GPX3,GPX8,GRASP,GRIA1,GSTA1,GXYLT2,HAS2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HMGCS1,HP,HPGDS,HPSE2,HSD17B13,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IGHV1OR15-1,IGHV3-35,IGHV3-43,IGHV3-52,IGHV3-7,IGHV3-73,IGHV3-74,IGHV3OR16-7,IGHV3OR16-8,IGHV4-59,IGJ,IGKC,IGKV1D-16,IGKV1D-27,IGKV1D-33,IGKV1D-42,IGKV1D-43,IGKV1OR2-3,IGKV1OR9-1,IGKV1OR9-2,IGKV2D-18,IGKV2D-24,IGKV2D-26,IGKV2D-28,IGKV3D-11,IGKV3D-20,IGKV3OR2-268,IGKV6-21,IL13RA2,IL18R1,IL18RAP,IL1R2,IL1RL1,IL5RA,IL7R,INMT,IQCG,IQUB,ITGA10,ITGB8,ITLN2,KCNRG,KIAA1324,KIAA1377,KIAA1407,KLHL13,KRT15,KRT5,LAMP5,LEPREL1,LINC00312,LOC102724453,LOC441081,LOC642131,LOC728715,LPPR4,LRP2,LRRC17,LRRC32,LRRC46,LRRC48,LRRC6,LRRIQ1,LRRN1,LRRN4,LTBP1,MAATS1,MAP1A,MAP3K19,MDH1B,MFSD2A,MGAM,MIR8071-1,MME,MMP1,MMP13,MMP7,MNS1,MORN5,MROH9,MS4A15,MS4A2,MS4A8,MSMB,MT-TG,MT-TW,MT1JP,MT1M,MT1P1,MT1X,MUC16,MUC4,MUC5B,MXRA5,MYB,MYH11,MYOCD,NAALADL2,NECAB1,NEK10,NEK11,NEK5,NELL2,NME5,NPR1,NRP2,OGN,ORM1,P2RY1,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PDGFRA,PEBP4,PFN2,PGC,PGM5,PIFO,PIH1D2,PIP,PLA2G1B,PLA2G4F,PLEKHG7,PLEKHS1,PLLP,PLN,POSTN,PPAP2C,PPIL6,PROK2,PROM1,PRSS12,PRUNE2,PSD3,PTCHD4,PTGFRN,PTPRB,PTX3,RASSF9,RGCC,RGS22,RNASE2,ROBO2,ROPN1L,RP1,RPGRIP1L,RSPH1,RSPH10B2,RSPH4A,RTKN2,RXFP1,S100A12,S100A8,S100A9,S1PR1,SCGB1A1,SCGB3A1,SCGB3A2,SCN1A,SDR16C5,SEMA3D,SERPINA3,SERPINB3,SERPINB5,SERPIND1,SERPINE1,SERPINI2,SFRP2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC11A1,SLC18A2,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A14,SLC6A4,SLCO2A1,SLCO4A1,SLCO4C1,SLFN13,SLITRK6,SLN,SMAD6,SNTN,SOX2,SPA17,SPAG17,SPAG6,SPATA17,SPATA18,SPEF2,SPP1,SPRY4,ST6GALNAC1,STK33,STOML3,STOX1,SULF1,SULT1B1,SYNPO2,SYTL2,TDO2,TEKT1,TEX9,TGFB3,THBS1,THY1,TMEM100,TMEM2,TMEM212,TMEM232,TMEM45A,TMEM67,TMPRSS4,TNC,TNFRSF19,TP63,TPPP3,TRIM2,TRIM29,TSGA10,TSPAN1,TTC18,TTC25,TTN,UBXN10,UGT1A1,VCAM1,VIPR1,VNN2,VSIG1,VTCN1,VWA3A,VWA3B,WDR16,WDR49,WDR63,WDR65,WDR66,WDR78,WDR96,ZBBX,ZBTB16,ZNF385B,ZNF385D,ZNF521
GSM806204,IPF,1,3.97517,8.7305,6.18669,8.3994,7.38073,6.3975,3.4403,3.3328,7.20124,5.01066,4.17933,8.96877,4.00682,5.03235,3.64404,5.74227,5.54791,7.51648,5.55265,4.46602,5.12161,3.82696,3.97569,5.77593,7.27031,3.99499,5.27962,6.25518,4.72192,3.64526,4.02143,4.77764,6.84092,3.02711,4.35639,5.59779,4.16779,4.17088,6.45821,4.5144,4.31279,3.69189,4.92792,4.59162,3.56979,7.18647,5.2758,5.39377,7.06932,4.23101,3.8946,3.59699,4.64283,5.09323,3.93495,4.88393,5.96763,5.27935,5.13127,5.10574,2.53443,4.00774,3.72982,4.076,9.05148,6.39164,11.0449,9.33828,5.49297,7.35317,6.83583,4.80375,6.89844,5.63275,4.09271,9.79603,3.80186,5.24182,3.81569,3.30673,7.9536,3.12713,4.66027,4.64728,6.59114,4.1575,8.06702,6.90581,5.6084,10.9499,11.15,10.7531,10.247,6.12862,7.18539,8.25044,5.10023,4.994,5.47888,6.65869,5.63608,7.39037,3.48745,3.65794,7.82446,3.82151,3.10788,4.15985,3.43931,6.43107,4.1058,7.22778,4.40237,5.12947,5.92404,4.33323,4.95967,4.28624,4.00114,5.13279,3.88586,4.23787,4.40475,4.34601,6.1691,5.39267,3.80584,3.61421,3.35669,5.08393,7.89224,5.80992,6.08486,4.38727,3.94983,3.47758,6.4204,3.46377,3.75505,9.77471,5.28169,4.04853,5.18821,6.52398,5.45265,3.69265,4.77516,4.74714,3.95477,5.81411,5.27132,5.97999,8.04217,7.95372,3.56396,5.62483,3.4653,5.60496,6.8551,8.57933,6.53041,6.29235,5.61923,5.17143,5.7201,5.54955,7.2254,6.08376,5.13398,6.07522,6.827,5.884,4.67986,7.81458,6.16513,5.08592,5.4886,4.37282,6.66975,7.01357,6.19149,5.98944,7.57262,5.19093,5.83562,8.09848,7.44799,3.67322,6.32505,4.65066,3.42604,6.17805,4.67506,5.03431,5.5904,6.63596,4.28477,9.21388,10.1515,9.93957,7.68203,7.40039,9.33969,8.71898,6.55989,7.61793,9.74346,7.64819,7.77502,5.36491,9.00855,10.1224,8.07662,7.6417,5.73386,5.97832,6.22799,6.20009,5.17552,7.73197,8.45542,7.41661,5.90272,4.33388,4.5373,5.21624,5.77574,4.88003,5.93154,4.10184,8.50486,8.54906,5.52048,3.4462,4.57369,5.7565,3.66874,6.04738,5.57359,5.12068,5.13414,4.43681,4.45099,4.9613,5.16157,6.29459,4.94215,8.68588,7.40909,5.71294,5.04301,5.612,6.3991,4.4926,6.47039,5.09762,4.39719,4.36536,4.13777,4.60316,6.88896,8.77471,3.59156,5.18346,3.2475,4.1482,6.83997,4.26884,6.21122,6.52148,4.24711,3.53515,7.42985,4.01605,3.92497,2.96577,6.01882,5.92485,5.35109,2.71137,4.65292,7.48967,6.09963,6.7445,10.5,8.40794,4.24805,4.68184,4.71223,7.59995,5.18499,7.92675,4.77006,4.91765,5.10709,4.00593,4.82111,4.32889,4.8725,4.01003,5.48103,8.00863,6.28485,3.4381,5.92829,4.32024,6.41295,8.10258,5.17521,5.36338,7.6223,7.63443,5.60954,9.43329,6.99852,4.81817,3.18042,4.05678,5.67237,6.45203,3.32544,3.98938,7.40152,5.18104,8.13912,7.1471,5.01489,5.72606,4.20989,6.22307,4.24192,6.33657,5.48251,7.45579,7.24306,4.35433,5.6676,8.60105,4.00236,4.08865,6.84171,5.0627,4.46121,4.5005,5.1617,4.20545,4.12687,5.76568,3.84144,3.94437,5.79165,5.76338,6.5885,10.4582,6.83394,8.49853,4.68333,6.08427,5.39122,6.34577,3.1737,2.93924,5.38946,7.01501,3.82413,8.71343,7.83325,7.02238,4.38792,5.14638,7.73599,7.32774,6.28504,5.3285,5.57796,9.26072,7.43496,8.83929,5.64238,8.26258,5.74061,5.61012,6.29783,4.07936,4.50723,6.40689,4.4262,4.88838,5.18567,3.38904,5.37314,4.41996,6.70311,4.29072,4.48264,5.51788,4.91278,5.23322,3.88691,3.23997,6.80704,4.35172,6.94845,6.1811,5.14711,4.71653,4.53188,6.52832,9.14639,7.04999,5.57202,8.08068,4.19219,5.25976,6.29797,5.80338,4.07089,8.58417,6.76046,3.87355,6.74612,6.75998,4.98873,3.86864,6.76293,4.65376,4.39883,6.5362,4.75815,3.67514,7.51495,6.92703,4.76484,6.70268,4.28465,4.61502,3.88704,4.23002,5.48554,3.91881,4.05816,4.9259,4.73515,4.50584,3.86758,7.85809,5.84805,4.93888,5.51822
GSM806205,IPF,1,4.22076,9.11686,6.69413,8.63735,7.97927,7.27852,2.82963,3.4503,7.04142,6.13639,3.91791,9.15296,3.82922,4.47531,3.61192,5.90647,8.57666,6.52613,5.4471,5.65454,5.28032,3.30301,3.58914,6.25512,8.62019,4.19603,5.74894,5.39953,4.93617,3.84651,3.62008,4.79552,5.83256,3.58938,4.09444,4.37779,4.02007,3.76622,5.45766,3.98288,3.98071,3.7413,5.15696,4.08958,3.38499,7.98238,6.62474,4.66131,6.32861,4.58151,3.53937,3.76335,5.98145,5.10128,3.83223,4.5731,5.80045,5.10022,4.60645,4.81413,2.91929,4.13026,3.51335,3.81375,9.06332,7.01696,9.73201,9.26999,6.74978,6.54662,6.30369,5.82708,6.09082,4.95952,3.89528,10.3018,3.36192,7.19326,3.90728,3.49337,6.96576,3.02948,4.63282,4.00671,6.78716,4.57256,7.80088,6.99689,4.35026,10.7506,11.0164,10.7137,10.3444,5.42516,6.7649,8.53189,6.9321,4.52449,6.91356,6.63519,6.31372,7.51693,3.24349,3.1624,6.2676,3.29514,3.13914,3.45994,3.2935,6.32369,4.00005,8.38675,4.68035,4.45315,4.78511,3.81181,4.00029,3.75828,3.55479,4.23687,3.56704,4.16073,3.8358,4.09426,6.58881,6.1504,3.17849,3.275,3.18949,4.3836,6.71948,5.74799,7.22544,3.7896,3.11561,3.75888,6.32122,3.78614,3.33103,10.5594,6.89568,3.77403,5.31099,7.20871,4.49601,3.60221,4.13192,4.68744,3.76532,6.88894,4.79739,7.01567,7.93082,7.93043,6.5185,5.60106,8.5707,5.8518,8.65527,7.63853,6.8035,6.13681,6.26882,5.40244,5.26344,5.87674,7.96367,7.60946,4.79203,6.11021,6.93582,7.28768,4.71521,8.01717,7.16726,5.70787,6.1028,4.79297,7.24577,9.52816,6.31101,8.22142,8.24374,4.09527,5.20814,9.02764,8.96974,7.33267,7.40449,5.02623,3.46796,7.3175,5.46165,5.57588,6.32686,7.00863,5.10955,9.76722,10.9983,10.8727,8.28504,8.20207,9.94878,9.17609,6.97343,7.97341,10.9583,8.45427,7.6256,5.88354,8.87389,9.25851,8.3454,7.46398,5.87322,6.11642,6.39967,7.16226,5.96623,8.93309,8.70349,7.47938,5.99975,4.78891,5.5309,5.28993,4.19096,4.96196,7.42777,3.64961,7.83458,8.9375,5.81636,3.4468,4.84585,6.4627,4.14621,5.90879,5.17627,5.64836,4.86708,4.83512,4.12283,4.37166,5.4434,7.53722,6.20309,9.16811,7.95076,5.60619,3.91866,6.84205,7.23157,5.94751,7.20393,4.67107,4.40057,5.14297,3.72799,5.02381,6.1934,8.37285,3.24169,5.669,2.90885,3.66838,8.13261,4.2171,6.64884,7.30011,4.56116,2.98158,5.51005,4.56106,3.52112,2.81445,5.47996,5.42246,4.49587,2.81554,7.00104,9.0994,5.69246,6.8743,9.6925,7.56713,3.98015,4.96851,4.61459,7.5155,4.85574,8.56128,5.68232,5.6926,5.93363,3.76444,5.01544,4.04665,3.79896,4.43729,6.27299,7.36582,6.14941,3.21486,6.51069,3.96172,5.90826,8.95202,5.12642,5.36207,8.30436,7.28566,6.18234,10.4622,6.61219,5.28493,3.22668,4.45725,6.04342,6.16293,2.89827,3.69733,7.07083,5.9162,10.4643,5.86226,5.38306,5.82019,3.91073,6.00424,4.18404,7.30178,7.74721,7.54241,7.09219,6.96457,5.01774,9.30056,4.35972,3.57927,7.8475,4.50227,4.02115,5.18996,4.39898,3.37221,4.31,7.80011,4.34061,4.99736,6.11502,6.76419,7.0947,8.79106,5.70778,7.72664,5.46141,6.20013,7.48418,7.61412,2.85786,2.76426,5.79571,8.44055,3.2711,8.00024,7.44454,7.50541,3.76229,4.62406,5.37166,7.20354,6.2425,6.04215,5.0194,9.77284,6.81829,8.55928,8.07106,8.63005,6.06039,7.04532,4.5576,4.32376,4.60665,7.72172,3.85102,4.32922,5.7327,3.26708,4.36593,4.20818,6.39236,3.80986,6.17667,7.33489,4.34225,5.31018,3.54831,3.04606,7.16388,5.02483,7.45375,6.42339,7.2806,3.76,4.08004,7.30335,10.9851,7.94019,6.90676,9.36892,3.60089,5.12477,7.04786,5.71574,3.89767,8.73952,6.33243,4.03518,6.38481,5.7097,4.39622,3.54919,5.35355,4.41955,3.78286,6.59014,4.861,3.63567,8.92482,8.08554,4.94283,4.94798,4.0063,4.01369,3.57494,3.81692,4.75543,4.4948,3.78243,4.44109,5.21676,3.88402,3.45572,7.27304,6.39729,5.08055,5.58685
GSM806207,IPF,1,6.20626,5.00278,4.64316,7.34626,8.26522,5.55689,5.19511,5.83991,7.44875,4.04375,5.41528,6.57542,5.86097,7.74164,6.80641,6.24185,3.3813,7.66915,5.46325,5.93682,6.14678,5.83391,5.94217,6.14029,8.12928,7.20681,10.8,5.5324,6.66145,4.89462,5.73178,7.23298,6.77776,4.26989,6.03335,7.85132,5.51062,5.77763,8.52053,6.28631,5.93876,5.83535,5.52619,6.14565,5.1921,4.90866,6.48562,6.83686,8.42454,5.6153,5.14912,5.14067,6.71911,4.74798,5.87806,6.18927,4.41676,6.98606,6.73582,6.2698,4.56289,5.31096,4.86014,5.23897,10.2844,5.27002,9.47893,8.23446,6.36108,8.19016,4.52049,5.59304,6.75544,7.97337,5.19909,10.494,6.09194,4.59092,5.97252,4.53572,8.40221,3.9185,3.41905,3.04262,7.99188,5.42707,8.98983,7.40517,6.26495,10.3745,11.0274,10.6539,9.9088,5.59932,8.2933,9.02861,3.29381,5.82464,4.87394,4.99445,5.58881,8.31091,4.77561,3.84083,7.48235,5.6579,4.33944,6.0354,4.72235,7.09742,4.20538,8.43246,5.20668,6.70802,7.8431,6.41277,6.44003,7.00354,5.88694,7.28894,6.15099,6.16915,6.4635,6.35531,7.60016,6.37932,4.9701,5.34717,5.59949,7.39672,6.59594,6.84511,7.28696,7.34778,5.10459,4.51496,8.04709,5.30162,6.03905,11.8292,6.66876,5.72062,4.56561,7.66964,7.8056,5.53251,6.95631,6.3265,5.62971,5.78683,6.84908,5.06815,5.55132,5.22394,3.24138,6.33349,2.74601,5.57978,6.2552,5.91261,5.77025,5.53404,5.2271,4.76514,3.5596,5.02289,7.87984,4.98749,4.31148,6.93923,7.19972,5.16852,5.39993,7.4721,6.42847,5.03834,4.92429,6.63105,6.90819,7.33665,5.96609,4.88361,5.31715,5.29219,5.39017,8.20153,6.76417,6.00088,6.96911,5.19318,7.36489,4.95063,5.96611,7.42595,5.83039,7.17337,5.16302,11.4463,12.4251,12.4446,10.3579,10.4514,11.9604,11.1021,8.46229,10.3979,12.1601,10.6113,9.35372,8.85915,11.1184,12.1335,10.3404,9.45375,7.521,7.79897,8.06518,9.66569,9.12358,11.2341,11.4871,10.1982,8.10609,7.00023,5.5875,4.66556,3.90544,4.56441,6.35894,5.75483,6.57088,8.67133,6.43568,4.97635,4.86751,6.88787,4.08584,7.29003,8.08215,6.31867,5.67591,6.15732,6.47857,8.22925,4.81776,5.02872,5.44455,11.7483,6.49157,9.15803,5.21398,6.04139,5.4026,5.34562,6.3893,7.25176,6.78554,6.01235,6.35373,4.98289,6.1048,9.5267,5.38276,5.66793,4.65406,5.9287,5.31419,3.91036,8.1413,5.79367,7.05343,4.35461,8.77597,5.37607,5.38525,4.82669,5.3263,6.60686,7.97999,6.60651,5.43562,8.98235,5.41302,5.63908,9.03508,7.12994,5.91347,6.85174,6.82185,7.45684,5.83166,9.44702,5.73664,5.57714,4.1141,6.02607,6.34016,5.7996,6.14356,5.57712,5.22958,8.27158,6.72914,3.12278,5.10932,5.92668,7.08585,7.2112,6.0537,6.784,7.95508,4.62082,6.9112,7.07591,8.07598,6.57783,4.57605,5.8392,4.31234,4.25011,4.30045,6.34276,6.44646,6.29405,9.23982,7.99638,6.77336,4.73178,6.98444,7.91979,5.26202,6.89704,6.06887,7.96112,6.53907,4.03355,6.51888,7.70512,5.29855,3.28032,6.74453,7.11408,6.0238,5.14835,6.87419,6.37146,6.25543,3.66359,3.12533,4.53436,4.88324,5.02642,6.33177,11.2321,8.36007,10.4442,3.54021,4.37404,7.193,6.13732,2.73527,4.0435,4.24144,5.54159,5.0673,9.61919,8.27909,5.94398,5.4175,6.31549,7.59428,6.27846,7.25195,4.85403,6.89148,7.68072,8.70141,5.51836,4.35564,6.74653,4.52581,4.30533,6.1104,5.17394,5.59401,5.76416,7.10348,6.88989,5.49858,5.54823,7.76476,5.80151,7.97746,5.33829,8.60295,5.03609,6.1844,7.09159,6.51243,4.21904,7.36779,3.71494,8.56375,6.55112,4.22264,6.75674,6.27215,7.45151,8.57533,7.43767,3.61519,6.91896,6.78656,7.83397,7.68255,7.28076,5.81865,8.14934,7.25225,5.96687,7.62665,7.08461,6.40621,5.23429,8.32172,6.27955,5.68151,5.09556,6.31045,6.22652,6.84545,5.87625,4.47533,5.28193,5.7435,6.09502,5.77675,6.4472,7.02696,5.3409,5.89177,6.53762,7.10148,7.10212,6.88685,6.3136,4.34696,6.18388,6.22083
GSM806208,IPF,1,7.53472,5.64559,5.0447,8.60152,9.11047,5.68523,5.95123,6.75203,7.90448,4.3404,6.69038,6.81806,7.16787,8.24463,5.93367,5.70761,3.44467,7.04023,5.62685,4.5905,6.98601,7.35364,7.23765,5.41206,8.2271,9.51402,11.8248,5.32455,7.78241,6.19561,6.83819,7.75068,6.80696,5.95276,6.75958,9.22888,6.92745,6.81554,9.67884,7.57645,6.80954,6.81565,6.2101,7.16379,6.44994,5.75747,7.00108,8.65023,9.28656,6.26142,6.3713,6.29113,6.65432,5.14477,7.23571,7.38763,3.74492,8.32443,7.815,7.15252,5.60833,6.24581,6.02438,6.80843,8.82431,5.14149,10.3138,9.16241,5.60792,9.02349,5.55419,6.24586,7.34097,9.00182,6.32283,9.97534,7.15224,4.28277,7.01085,6.02173,8.4894,6.22501,4.50799,5.26992,8.75427,5.86167,8.18808,7.01255,6.42276,10.5278,10.9208,10.315,9.85293,6.08217,10.2866,8.72482,3.41901,6.31302,5.07079,5.91943,6.84222,8.66918,6.43976,4.59136,7.52056,6.39299,6.33317,7.28048,5.793,6.12573,3.99118,9.17886,5.41306,7.61106,8.89715,7.59537,7.37648,7.83207,7.43656,7.73135,6.94874,7.02148,7.68878,7.58687,8.73366,7.92555,5.9325,6.40979,6.76179,8.51902,7.33001,7.78693,6.33943,8.00821,6.39458,6.13921,8.69971,5.6847,7.26977,11.2353,6.10481,7.11552,5.19857,7.12293,8.772,6.83813,8.28851,6.96443,6.86074,6.96885,8.14987,5.87443,6.09883,6.07969,3.37822,7.0428,2.68696,6.22154,6.0899,9.10129,6.13123,6.55485,5.65779,5.19383,5.38109,5.63878,8.16354,4.84276,4.60755,6.18603,8.15935,5.26932,5.41052,7.65238,6.70192,5.73353,4.83455,6.93627,6.9679,7.58726,5.78546,5.28213,5.12796,6.96934,5.90627,8.50809,7.81033,5.96734,6.20444,5.86372,7.01477,5.49143,6.78143,8.34401,5.84045,5.98784,4.55637,10.8231,11.8326,11.9295,9.35579,9.15132,11.0129,10.3217,7.78224,9.39572,11.3103,9.37164,8.94915,7.6074,10.4787,11.6487,9.53878,9.30594,7.1401,7.33317,7.13283,8.07606,6.63642,9.89407,10.5672,9.26492,7.45019,6.24677,5.55115,5.47614,5.20076,7.50726,6.91297,6.55065,7.63503,8.32399,7.24542,6.14721,5.06116,7.80892,3.45862,8.0938,8.38595,6.7095,6.1797,6.11653,7.64298,9.00086,5.22374,4.58558,5.37752,10.4215,6.15277,7.6625,4.74896,6.17834,4.76149,5.57603,6.38201,8.39696,7.96612,6.71585,7.43162,5.92893,4.93266,9.27397,6.0765,6.73204,5.67331,7.10696,5.88413,4.8225,7.40909,6.07827,7.86303,6.28377,9.50515,6.60345,6.39774,5.71541,6.49395,5.44989,9.36349,5.4076,3.40851,7.12735,6.84878,7.51197,10.8303,9.00294,7.02952,7.95877,9.1574,7.64615,6.72413,9.66116,5.83592,6.24395,4.22059,6.84645,6.66919,6.8585,7.14727,6.58307,4.71869,8.39851,5.95248,3.1624,5.38085,6.69471,6.24526,7.76464,6.04146,5.57024,7.65049,5.8849,7.68813,7.21363,7.18181,7.7837,5.89126,7.56405,3.95721,4.359,5.81609,7.82133,6.82902,6.13983,9.01852,8.90923,7.71959,5.04089,9.01087,8.3837,5.75721,7.28462,5.55219,7.89356,6.8885,4.74597,6.20535,8.50371,6.40575,3.19098,7.3178,7.84832,6.95886,6.22935,7.68732,7.44475,7.8453,4.05007,3.6445,5.02926,5.93206,6.17776,6.65624,12.3523,9.81281,10.6038,3.36584,5.31444,5.78008,7.95069,5.36595,5.14872,5.60542,9.91313,5.03873,8.27345,7.12248,5.90828,6.43668,6.94736,6.22257,6.95687,6.40729,4.33257,7.95925,7.59535,9.68464,6.63299,4.21818,7.49364,6.32128,5.10689,6.68464,6.37505,4.97507,5.56872,8.38755,7.67101,7.07735,6.24985,8.89458,6.96077,9.17002,6.27764,10.2717,5.76063,7.04771,7.43903,7.89746,5.42788,7.3995,4.42783,8.37803,6.6811,3.97358,7.89199,6.94167,7.04255,10.1736,7.21076,3.55556,8.0493,8.16984,8.68279,9.42466,8.26162,7.2505,8.77748,7.75389,6.29541,8.14673,7.60259,7.02503,6.32848,9.67204,7.38142,6.92721,4.10045,7.0148,6.02996,9.08472,6.51661,5.93295,3.29457,7.0303,6.97765,7.3244,7.23045,8.02443,6.7238,6.96823,7.45411,8.10737,8.05226,7.765,8.77342,4.79384,5.41891,5.01609
GSM806209,IPF,1,6.77718,8.60541,7.00919,9.01263,8.12691,5.74203,5.843,6.23776,6.73712,5.6157,5.91753,8.9507,7.05284,7.39809,4.86468,5.59108,5.77375,6.88873,5.57911,5.17545,6.33884,6.62394,6.33798,4.93516,8.68382,7.04826,10.8487,5.32688,7.45362,6.03151,6.96205,7.06025,6.74214,6.14812,6.8747,8.78065,6.98023,6.62456,9.12138,6.96108,6.45699,6.64292,5.92255,6.21754,6.45826,8.32615,6.83817,7.29402,8.61166,6.21368,6.36197,6.13314,6.20685,5.17412,7.22489,7.17926,7.07278,7.97668,6.75779,7.25874,5.2762,6.12213,5.63647,6.1185,7.80566,6.80835,11.3372,9.98266,6.09273,9.27183,5.90829,5.42989,7.45057,8.98573,5.7774,9.80649,6.56009,5.02732,6.78881,7.3126,8.74388,5.17622,4.20605,4.46368,7.8901,5.75705,7.76422,6.7907,6.20685,9.63535,10.4598,10.2336,9.54083,6.35533,8.90242,9.50317,7.40863,6.03758,4.90935,6.44964,5.22393,7.78418,5.51507,4.11679,6.71314,6.30488,4.71224,6.6807,5.26587,5.68857,3.83547,7.8385,4.69626,6.69977,8.0198,6.84419,7.13425,7.31631,6.35403,7.49837,6.53421,6.72021,7.16151,6.69802,7.92055,7.82464,4.90827,6.09974,6.37593,8.05437,8.06358,7.49392,6.73416,7.34065,6.80328,6.22701,8.04518,5.63315,6.84203,10.7833,6.11202,6.87861,4.8666,7.15766,7.92936,6.44276,8.68609,6.36655,6.74771,6.11396,7.15547,5.89206,7.3702,7.15844,3.13711,6.74888,3.99633,5.92818,5.84919,8.37431,6.09111,8.26697,6.9493,5.13988,5.26054,5.61991,7.83205,6.452,4.55903,6.48524,7.99456,5.237,4.41324,7.7443,6.80805,4.57901,4.67066,7.05078,6.50448,6.16179,5.4339,5.98888,5.96184,6.57233,5.20434,8.51886,7.5274,3.713,7.15561,5.20055,7.98046,7.85331,7.09356,7.75584,5.51763,5.7801,6.24057,10.0479,11.3361,11.3363,8.78312,8.64031,10.5288,9.59035,7.1863,9.54444,11.551,9.22695,8.6656,6.92023,9.94465,11.0789,8.9924,9.33435,6.49223,6.76279,7.36988,8.0397,7.66331,9.62469,9.80416,8.58725,6.90014,6.42052,6.41985,4.89239,4.29688,5.02756,7.07119,6.14326,8.61608,8.27314,7.04281,5.95121,4.83626,7.26172,3.42374,7.9082,8.40105,7.03332,6.12607,5.69864,6.98552,7.8902,5.02689,7.50318,3.9436,10.2066,5.78047,7.70123,4.78019,6.24784,6.18073,5.26287,5.79453,7.94519,6.9995,6.52889,7.11871,5.6705,6.38615,9.07437,5.77582,6.00822,5.57621,6.64423,6.76536,4.09623,7.21134,7.55995,7.01489,5.09397,8.09102,6.61154,5.63641,5.44708,7.03167,7.09889,8.58452,7.38857,4.51295,6.24272,5.26789,5.3064,9.19746,6.8092,6.81729,6.56354,7.43367,6.93507,6.59736,9.01638,5.48468,6.24856,4.64595,6.55169,6.27365,6.49933,6.2133,6.06425,5.79305,8.48959,6.38487,3.20382,6.27856,6.21924,5.56245,8.5515,5.19968,6.25639,7.58925,8.90616,7.26823,11.0739,7.80622,7.8675,5.70717,6.42524,7.0886,6.58937,4.73008,6.80533,7.1883,6.66676,8.15798,8.02387,7.3656,5.06905,7.53908,7.63025,5.54291,7.70319,6.63264,7.73456,6.88389,3.87867,6.52148,8.14722,6.46554,4.04568,7.76117,7.77388,6.16747,6.20199,7.16896,6.70918,7.12515,5.61892,3.69383,3.98534,5.65109,5.63642,6.75096,12.1358,8.1556,10.8614,4.74078,6.64253,5.80094,6.19065,7.49612,4.88363,5.85195,6.92576,4.73377,7.71487,6.49131,7.02604,6.11855,7.0619,6.85275,7.64895,6.82987,6.85098,7.58938,9.88792,9.14666,8.08971,6.32627,7.7854,4.89765,8.62945,6.44812,6.33257,3.78356,6.5307,8.05561,7.15095,7.3532,6.42462,8.49615,6.52707,8.77587,5.76933,8.83832,5.11527,6.81408,7.56179,6.73928,6.01221,6.71024,5.22381,7.4545,6.93894,5.06693,7.09906,6.72036,6.19328,8.74545,6.34834,5.50403,8.18538,7.58293,8.44571,7.61826,7.88801,6.22361,8.17016,7.42234,5.64667,7.83241,7.51436,6.57243,5.71111,8.72432,6.55456,6.91132,7.30805,6.34935,5.50037,6.48201,7.00136,4.69808,7.30048,5.91615,5.97695,6.60132,6.41704,7.43393,6.52227,6.58114,6.81552,7.72212,7.72287,7.49029,7.35191,6.72988,4.89414,5.49252
