sample_id,group,label,ABCA13,ABCA3,ACADL,ACSL1,ACTG2,ACVRL1,ADH7,ADM,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ANKRD36B,APLNR,ARMC2,ARMC3,ARMC4,ASPA,ASPN,BPIFA1,BPIFB1,BTNL9,C10ORF107,C11ORF70,C11ORF88,C12ORF75,C1ORF110,C1ORF192,C1ORF194,C1ORF87,C20ORF26,C20ORF85,C6,C6ORF118,C6ORF165,C7ORF63,C9ORF117,C9ORF135,CACNA2D2,CAP2,CAPN13,CAPS,CAPS2,CAPSL,CASC1,CASQ2,CBS,CCDC11,CCDC113,CCDC141,CCDC146,CCDC17,CCDC39,CCDC60,CCDC80,CCL13,CCL18,CD163,CD1C,CD24,CD274,CDH2,CDH3,CDHR3,CFH,CHI3L2,CHST9,CLCA2,CLDN1,CLDN8,CLEC4D,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CPA3,CPB2,CRISPLD1,CRTAC1,CSF3R,CSRNP1,CTSK,CWH43,CXCL13,CXCL14,CXORF22,CYP24A1,DCDC1,DCLK1,DES,DIO2,DLEC1,DNAAF1,DNAH10,DNAH11,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DNAJA4,DNALI1,DPY19L2P2,DSC3,DTHD1,DUOX1,DZIP3,ECM2,EFCAB1,EFHB,EFHC1,EFHC2,ENKUR,EPC1,EPHA3,F2RL3,FAM13C,FAM154B,FAM183A,FAM81B,FAM83D,FANK1,FAP,FASN,FCN3,FGA,FGF14,FGG,FIBIN,FIGF,FKBP5,FLT1,FMO5,FNDC1,FPR1,FPR2,GEM,GLDN,GLT1D1,GLT8D2,GOLM1,GPR4,GPR97,GPX3,GPX8,GRASP,GRIA1,GSTA1,GXYLT2,HAS2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HMGCS1,HP,HPGDS,HPSE2,HSD17B13,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IGJ,IL13RA2,IL18R1,IL18RAP,IL1R2,IL1RL1,IL5RA,IL7R,INMT,IQCG,IQUB,ITGA10,ITGB8,ITLN2,KCNRG,KIAA1324,KIAA1377,KIAA1407,KLHL13,KRT15,KRT5,LEPREL1,LINC00312,LPPR4,LRP2,LRRC17,LRRC32,LRRC46,LRRC48,LRRC6,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MGAM,MME,MMP1,MMP13,MMP7,MNS1,MORN5,MS4A15,MS4A2,MSMB,MT1JP,MT1M,MT1X,MUC16,MUC4,MUC5B,MXRA5,MYB,MYH11,MYOCD,NECAB1,NEK10,NEK11,NELL2,NME5,NPR1,NRP2,OGN,ORM1,P2RY1,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PDGFRA,PEBP4,PFN2,PGC,PGM5,PIH1D2,PIP,PLA2G1B,PLA2G4F,PLLP,PLN,POSTN,PPAP2C,PPIL6,PROK2,PROM1,PRSS12,PRUNE2,PSD3,PTGFRN,PTPRB,PTX3,RASSF9,RGS22,RNASE2,ROBO2,ROPN1L,RP1,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A12,S100A8,S100A9,S1PR1,SCGB1A1,SCGB3A1,SCGB3A2,SCN1A,SDR16C5,SEMA3D,SERPINA3,SERPINB3,SERPINB5,SERPIND1,SERPINE1,SERPINI2,SFRP2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC11A1,SLC18A2,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A14,SLC6A4,SLCO2A1,SLCO4A1,SLCO4C1,SLFN13,SLITRK6,SLN,SMAD6,SNTN,SOX2,SPA17,SPAG17,SPAG6,SPATA17,SPATA18,SPEF2,SPP1,SPRY4,ST6GALNAC1,STK33,STOML3,STOX1,SULF1,SULT1B1,SYNPO2,SYTL2,TDO2,TEKT1,TGFB3,THBS1,THY1,TMEM100,TMEM2,TMEM232,TMEM45A,TMEM67,TMPRSS4,TNC,TNFRSF19,TP63,TPPP3,TRIM2,TRIM29,TSGA10,TSPAN1,TTC18,TTC25,TTN,UBXN10,VCAM1,VIPR1,VNN2,VSIG1,VTCN1,VWA3A,VWA3B,WDR16,WDR49,WDR63,WDR65,WDR66,WDR78,WDR96,ZBBX,ZBTB16,ZNF385B,ZNF385D,ZNF521
GSM1302033,IPF,1,2.2832,3.7017,1.2829,1.9788,3.4197,6.2441,0.4037,-2.1217,0.2381,2.5741,3.6524,0.3123,0.108,1.6504,0.2877,-0.1579,1.5955,0.1041,0.9589,3.5984,1.1099,2.5105,5.5394,3.4471,5.0017,1.8995,1.5542,1.3258,5.3906,-1.1173,1.0122,0.439,2.894,2.2171,2.3563,6.1072,2.0157,2.0671,3.0611,1.101,2.8727,2.6324,3.604,-0.9176,3.5987,4.2629,2.6964,3.1887,1.7804,0.3891,-1.2045,2.1581,0.8403,0.5058,2.3932,2.5776,0.1316,-0.1362,1.6653,4.6373,5.3998,7.5371,1.9502,-0.2455,2.1092,-2.5373,1.9994,2.5807,3.074,0.7142,1.2746,0.5201,1.6799,1.3375,1.4952,4.0696,4.2373,0.9746,2.9623,0.9324,2.7258,3.0038,2.4007,5.9595,2.9524,4.2237,-0.3425,5.2694,0.8917,0.1455,2.3874,1.193,0.039,4.3148,1.1029,1.6445,3.2891,0.3231,-1.4073,0.0367,1.0085,5.1051,2.3053,3.7075,1.0727,2.5865,2.3154,4.3549,0.7442,4.142,0.9293,2.2873,2.7419,1.2063,1.6628,3.9407,0.2001,-0.0758,0.4731,2.7733,0.4188,4.1092,4.3078,2.1452,0.8514,1.162,2.1464,1.3326,0.6529,0.9816,0.5319,1.3311,3.897,3.4915,-2.4916,2.3482,2.0671,-1.2654,4.7216,-3.1577,0.9174,-3.8223,1.5213,4.1685,1.4161,1.7908,1.1918,2.9125,4.4631,1.8456,1.1258,3.1861,0.1762,2.0251,-0.8864,2.7779,0.1084,2.1696,-2.0934,3.277,0.4645,2.5573,-0.0603,-1.4766,5.0093,0.8092,2.3125,0.6161,2.5099,2.0822,-1.1179,-1.4484,4.0697,0.4134,1.4023,3.6261,-1.5685,1.8956,-0.9414,0.9983,3.2578,2.7974,2.7276,2.7464,2.7018,1.7892,1.8713,4.4748,1.8686,1.1064,0.5853,0.3338,0.2763,3.801,0.9169,0.8937,1.5103,2.6064,-1.0784,2.2401,3.032,0.3591,2.2421,3.1156,0.3081,0.6751,3.6586,2.262,2.8145,1.5293,2.0415,0.3671,0.4678,0.6139,-0.4362,0.7287,1.8191,0.1895,0.8748,-2.8286,0.9917,7.4111,1.0012,2.673,1.0433,3.7695,2.2601,2.3425,2.4227,-0.3883,-0.1582,2.6876,0.2656,1.2279,-2.5712,5.1609,0.2741,-0.4191,1.2509,0.7092,0.7808,2.8126,0.7635,0.1055,4.2225,-2.946,1.9177,1.1245,2.535,2.4383,0.6679,-0.0866,0.5803,4.5324,-2.0425,4.8797,1.9975,0.6005,4.0461,4.4135,1.4069,0.4233,4.6974,2.754,0.0235,1.2,0.9239,0.7603,0.5918,0.6899,1.438,0.0485,3.4631,-4.3152,-0.1592,1.207,0.5564,1.4781,2.8936,1.4649,-0.7888,5.0416,1.6859,2.4895,0.6863,1.6499,5.2446,3.2234,3.9509,5.1975,7.3444,5.2335,0.7713,4.0446,2.1641,-1.6357,0.4732,-0.5856,-2.2086,-2.0679,2.2079,3.0841,3.8059,4.6054,0.3532,-0.5387,3.5661,2.4946,0.9008,1.4318,-1.3735,2.1311,1.7135,1.0276,2.3587,4.2755,-1.9875,2.7463,0.5965,4.2033,3.4936,-0.0204,2.4376,-1.0318,0.8017,2.6581,1.9085,0.3724,2.8296,1.5064,0.0379,-0.7142,1.8587,2.1844,1.3082,0.5458,1.7171,0.7502,4.1961,-0.3058,3.1872,1.9981,2.679,0.8556,0.6108,4.2145,0.9209,0.5836,0.1249,-0.0031,0.2239,-0.2224,0.258,3.5366,4.358,1.4179,0.1474,1.5932,2.729,3.8119,2.5138,1.2548,2.3627,1.0298,3.4681,3.1184,2.3709,1.2719,0.9413,0.7792,3.3827,1.2851,1.6148,1.7571,2.0888,2.2358,4.0367,1.9876,4.442,1.6496,1.1981,1.2856
GSM1302034,IPF,1,1.4132,1.8637,-0.2535,1.1454,5.0836,5.1091,0.3612,0.3852,0.3301,1.0784,2.665,-0.5647,-0.1065,1.5294,0.6351,-0.0824,2.0172,0.1665,0.6693,1.7386,-0.3505,2.1071,3.346,4.4569,5.8477,0.473,0.2802,0.4789,3.0315,-1.6653,0.5644,0.1126,0.64,-0.0053,0.8122,4.2535,0.9329,1.0093,1.2955,1.3417,1.7313,0.7029,1.3599,-0.7969,4.3265,3.2431,1.1298,1.1467,0.4843,0.6403,-0.3846,0.8125,-0.573,-0.0924,1.532,1.9153,0.1625,0.2381,1.1378,1.3128,5.0658,4.3227,0.5469,-0.3299,1.6819,-1.2789,2.201,1.1271,1.63,0.1274,0.7027,0.5618,2.6357,-0.294,1.1935,1.3035,3.6518,0.7904,2.571,1.802,3.6464,1.8648,1.704,3.9262,2.2607,1.796,-0.166,2.7965,-2.2394,-0.1648,0.7286,0.7165,1.3668,3.5723,0.2912,6.1185,4.9758,-0.0938,0.9116,-0.042,0.4826,7.1361,0.3866,3.3324,0.4288,0.7737,1.0778,2.7284,0.0004,4.0632,0.5695,1.1541,1.0373,0.3424,1.5599,3.5093,0.3457,0.3284,0.3284,1.2326,-0.8999,2.5023,2.5954,0.9862,0.6607,0.4131,0.6417,1.6162,-0.003,0.392,0.1754,-0.0236,2.0761,1.6358,-1.4847,1.5265,1.701,-1.6928,1.3217,-2.6582,0.0675,-4.925,0.8135,2.2674,1.2442,3.511,-0.2755,1.8514,4.7944,0.1652,2.8612,-0.1285,0.5204,0.8577,-0.5582,4.303,0.6016,0.1645,-2.2154,3.8166,0.112,1.7174,-0.7394,0.621,5.8516,0.8664,-0.7933,0.0915,-0.0981,1.4794,-1.5626,2.9897,1.9122,1.1142,0.0623,1.4119,-1.3245,0.7405,-0.4727,1.0781,1.9222,3.5207,2.5422,4.0013,3.6271,2.507,0.4821,4.7884,0.3513,0.5274,0.572,0.3833,-0.2279,-0.0856,0.1469,0.794,0.6261,2.5726,-0.9766,4.0063,3.416,-0.1889,4.1398,2.3539,-0.1097,-1.6334,4.2709,0.9934,1.5147,0.5341,1.048,-0.5047,0.1552,0.8306,-0.2428,0.2213,0.7735,0.1903,-1.1492,4.278,0.8708,7.4877,-0.4954,0.9483,0.9225,0.7461,-0.3426,1.9151,2.594,0.8946,-0.5711,3.5839,1.7063,0.0618,-3.8082,6.1819,0.1902,-1.1563,0.6914,-0.0381,0.9769,1.2091,-0.3457,-0.7086,1.5055,-3.2605,0.11,0.922,1.3381,0.2824,1.0785,-0.0613,-0.0301,1.2735,-2.0291,0.8236,1.0438,-0.3626,1.155,0.8225,0.1177,-0.5202,5.3411,1.4076,0.2528,0.2167,2.9283,0.2128,0.241,1.7541,1.2599,0.5877,1.6062,-0.8334,-0.5036,0.0591,0.1065,0.4398,1.4036,0.4586,-1.2442,3.4698,0.9182,-0.3471,-0.1581,3.1909,6.4693,5.417,3.5107,6.069,8.1762,6.1598,0.1801,2.7276,1.9644,-0.4095,1.3763,0.0016,-0.9259,0.3609,0.7263,2.005,2.8609,3.0397,0.7612,-1.1716,4.2184,1.3284,0.5771,0.1982,-1.1125,-0.1073,0.2982,1.7621,-0.4704,3.151,-1.2974,0.4073,0.4672,2.0246,3.5934,-0.735,0.7436,-1.293,-0.3123,0.9043,0.7313,-0.3362,1.8854,0.3284,-0.6697,-0.399,1.5955,0.564,0.5174,-0.2099,3.5322,0.5831,5.4368,0.5949,2.3344,0.3899,2.8717,4.9792,1.4466,0.5788,2.4688,0.3652,0.5827,-0.3326,1.7724,0.4248,0.2366,4.6051,2.903,1.1917,0.0111,1.1012,2.2983,2.5824,1.4964,0.2442,1.5485,2.9451,-0.2177,3.2428,0.9511,0.8894,0.2453,-0.3395,1.5783,0.6176,0.5742,0.3671,1.0854,0.7839,2.4891,0.541,0.8233,-0.0438,2.8888,-0.1428
GSM1302035,IPF,1,2.0414,2.8994,0.6026,1.7257,3.7837,5.1599,0.6208,-1.382,-0.0269,2.9576,3.2929,1.2021,0.5073,2.2343,0.1852,-0.1462,0.4468,0.3666,1.0791,4.3179,1.9994,2.9761,4.4081,3.7644,5.1925,0.1253,1.5469,2.2076,6.1627,-0.345,1.2951,0.9549,4.0879,2.5729,3.1937,6.9607,3.2288,2.7912,3.9521,0.9469,3.2532,3.7448,2.6242,-0.8089,3.8198,4.7842,2.909,4.327,2.3216,0.6642,-1.4192,2.9904,1.6656,0.3035,3.1045,3.3515,0.5499,0.0442,2.289,5.0535,5.056,7.3482,1.1378,0.3432,1.5991,-2.7148,2.3973,3.0337,2.5981,0.2478,1.9414,0.9536,2.1018,1.1293,1.05,2.2834,5.0619,0.8899,2.8239,1.0704,3.4606,2.2113,1.8865,5.0533,2.2412,3.8912,1.0797,5.5934,-1.7522,0.6563,2.3433,0.7266,0.7757,4.2431,2.0337,3.039,4.5584,0.511,-1.1421,0.2941,0.639,5.6248,1.7692,4.0218,1.7793,2.7201,2.0829,4.6192,0.6483,4.3475,1.3351,2.6051,3.3945,1.779,2.156,4.4176,0.0744,0.455,0.477,1.9628,1.0578,4.1247,5.4834,3.2982,1.1877,1.6188,3.2205,1.1729,0.5495,0.7439,0.3717,1.7173,5.0614,3.5858,-2.3703,2.6757,1.1176,-1.8622,4.9746,-2.8831,1.3345,-4.4808,1.4629,3.9447,1.3627,1.2916,0.319,3.3371,3.7646,1.0371,1.2028,1.1074,-0.2957,1.6836,-0.0427,2.6037,0.254,2.1175,-1.5676,3.2787,0.1275,3.299,0.3167,-1.4352,4.873,0.5346,-0.38,1.3623,1.1547,1.8576,-1.2124,0.8106,4.5457,1.0083,1.5928,3.8218,-0.8491,2.1914,0.2723,1.1143,3.3189,2.9196,1.9775,1.8935,1.919,0.8542,2.1139,3.7749,2.1608,1.8216,0.8871,0.1902,0.1204,0.8846,1.2473,1.8059,1.6311,2.9091,-0.1935,3.2566,3.6214,-0.6437,0.8964,3.1826,-0.0683,0.0058,2.9238,3.1611,3.3208,1.8937,2.6217,0.0986,0.7822,0.2719,0.0108,0.6658,1.3557,0.3593,-0.4965,0.5281,1.3713,7.7675,1.7389,3.7158,0.9172,4.2491,2.73,3.1699,3.5083,0.308,-0.5743,3.2895,1.3469,0.8614,-2.2005,5.1927,-0.1676,-1.2677,1.655,0.8622,1.6653,3.406,0.6717,0.306,4.1639,-3.6507,1.4343,1.7126,2.3014,2.2745,0.7694,-0.0711,0.6866,4.4253,-1.3569,3.8685,2.0125,1.4188,4.3727,2.9463,0.5325,0.2455,5.2456,1.5825,1.1978,1.3936,0.9237,1.0603,1.5654,0.9703,1.1074,0.0729,2.4297,-1.5741,0.5606,1.8396,0.5568,1.3499,4.018,1.4551,-0.1804,6.1088,2.2705,-0.1628,0.527,2.6087,5.4268,3.1246,3.4332,5.4195,7.4062,6.5361,0.247,3.1614,2.2322,-1.0021,1.2565,-0.5354,0.1184,-1.65,1.6332,2.8145,3.7935,4.4568,1.1448,0.1,3.5404,1.7197,0.6996,0.1513,-1.12,1.4145,2.6715,0.3704,0.5849,3.262,-1.7502,1.7261,0.7805,4.4814,1.8579,0.3973,3.5217,0.5579,1.5985,2.7111,2.3525,0.8492,3.1888,1.5823,-0.235,-0.6491,2.7995,2.3432,1.8566,1.3018,1.7353,0.5752,4.965,-0.229,2.7533,2.2692,3.0104,1.7844,0.5787,2.8063,0.626,0.7503,1.3501,0.2231,1.9585,-1.09,0.4574,3.7634,4.6562,1.5003,1.0488,1.7355,3.5279,3.6368,3.4653,-0.2224,2.7492,1.6572,1.5558,2.5375,2.5023,1.9389,0.7258,1.4546,4.0817,1.7936,2.3433,2.4512,2.8784,2.8881,4.5656,2.0323,4.9304,0.7992,1.4156,0.7899
GSM1302036,IPF,1,2.5924,2.1773,0.4514,1.5753,4.9866,5.1336,1.8252,-0.466,-0.0213,4.0217,1.7068,1.8924,0.3848,1.5262,0.2779,-0.3076,0.9551,0.117,1.4374,5.8704,2.8629,2.2882,4.9542,3.557,5.1432,0.6116,3.2588,3.4628,7.0792,-0.0696,2.5726,1.3201,5.1276,3.7723,4.1385,7.5774,3.8404,3.9526,5.1162,1.6914,4.3704,4.6688,1.0157,-0.4953,5.5087,5.8934,3.8265,5.4023,3.195,0.9387,-1.2215,4.1784,2.7681,0.2721,3.6758,4.482,1.2718,0.2425,1.5859,4.2698,5.3019,7.0388,0.7228,0.0585,1.7818,-1.9663,2.1059,3.6765,3.3254,0.681,2.5517,2.0431,2.7254,1.1382,0.2276,1.9161,5.0997,1.237,2.9007,2.2922,3.9465,1.9999,1.8588,5.3862,2.8967,3.9987,1.1159,5.1397,-2.7734,0.7479,1.026,0.7666,1.3726,3.8033,2.4266,0.7462,5.1197,0.6298,0.8116,0.2718,0.649,6.5389,1.3539,4.5525,2.4846,3.5363,2.7993,5.8746,1.3236,5.1667,1.9447,3.3695,4.5398,2.3535,3.0883,5.3205,0.7806,-0.1875,0.5868,1.9641,1.4934,3.565,6.5429,4.1154,2.1733,2.4978,4.1597,1.1652,0.257,0.0745,1.329,3.192,5.6065,5.3793,-1.5084,3.9031,1.4162,-1.7487,3.7329,-2.5656,1.2465,-4.1072,0.7262,2.4148,0.6895,2.6004,-0.0471,1.3904,4.3707,1.4837,2.1615,1.5438,-0.558,1.6147,0.0653,4.2867,0.3345,2.0053,-0.4953,3.1533,0.1952,4.0958,0.0076,0.3641,4.2441,0.4827,0.6301,0.2125,0.5991,1.6997,-0.8925,3.8284,3.7328,1.0444,0.4848,1.6124,-0.4472,2.9373,-0.0205,2.6172,3.1618,4.1155,2.2369,2.8446,3.9054,1.1624,2.7445,2.7032,0.9246,2.7046,1.1293,-0.0157,0.83,-0.4793,2.0772,1.8432,2.3366,3.3743,0.0382,3.8066,4.4874,-1.1329,1.8868,3.0602,0.2741,-0.4316,3.7428,3.7903,3.6185,2.7857,3.6007,0.2021,0.1271,0.6303,0.4694,1.7535,1.3426,0.3746,-0.4193,4.156,1.8769,7.4363,2.7362,4.9098,0.7252,3.504,4.9055,3.3498,3.5926,1.2403,0.4025,3.7994,2.7216,0.6432,-2.1157,5.2723,0.0239,-1.1224,2.8947,1.1395,2.1999,4.5153,0.5102,0.3688,3.283,-3.6698,0.6081,1.8775,1.8661,1.0067,1.2579,0.1031,0.547,2.0065,-1.0064,1.9562,2.4239,2.4657,5.3813,0.8206,0.1007,-0.4657,5.7831,2.4374,1.2568,2.4855,2.9137,1.7787,1.0095,2.0673,1.4394,0.1208,1.8574,-0.0847,0.1332,2.6426,1.2611,0.5041,5.0201,2.1997,0.6522,6.8589,3.2341,-0.6742,0.1284,3.8078,6.4375,4.2064,3.7264,5.2332,7.7264,5.8507,0.3331,3.1818,2.3723,0.2061,3.9435,0.7704,-0.3196,-1.0342,2.5084,3.1363,2.6332,3.3893,1.4912,0.4479,3.0785,1.7511,0.8471,0.5336,0.4072,0.9867,3.1265,1.2224,-0.5329,4.1136,-1.4493,1.3047,1.0799,4.6372,4.6533,-0.8098,4.4486,0.4237,2.3664,3.3165,3.7634,1.825,3.8683,2.8834,2.3881,-0.3846,2.6463,3.2932,2.286,1.724,3.0109,0.9577,5.6215,0.2517,2.9652,3.7654,3.0659,3.3656,1.1528,1.7641,1.256,1.8257,2.1118,0.5297,2.5943,-0.4363,0.7449,5.2016,4.8778,1.9464,1.3117,3.2068,3.9024,4.8146,4.3401,-0.1676,3.2648,3.0052,0.566,3.3341,1.3247,1.5208,1.7797,1.4803,4.6448,2.5391,3.3925,3.3333,4.096,3.6415,6.2098,3.5923,1.7354,0.1945,1.9887,0.9855
GSM1302037,IPF,1,0.4496,3.9863,1.1484,2.6615,5.0214,6.3785,0.0134,-0.4304,0.23,0.2936,3.6831,-1.0999,-0.1269,-0.0163,0.4147,1.3853,1.0591,0.5493,0.3042,0.5145,-0.55,2.1317,5.5293,-0.159,2.9525,2.7044,-0.1296,0.404,1.1248,-1.5322,0.5756,-0.0017,0.2358,0.0782,0.3572,2.3154,0.3023,0.0585,0.6669,0.5275,0.3703,0.3012,3.6706,-0.2775,2.4829,0.0827,1.3462,0.4406,0.3098,0.9843,-0.9919,0.2523,-0.5482,0.3122,0.9391,0.2263,-0.0502,0.0914,1.7861,4.7532,5.3411,7.9333,0.31,-0.9275,3.6882,-1.8164,1.5658,0.1947,2.4347,1.7013,-0.1432,0.138,1.5999,-0.0314,1.6163,3.1898,2.7496,0.4245,2.5779,0.8731,1.1882,2.2115,2.3779,5.224,2.7791,4.1818,-3.161,5.0779,1.3299,0.1969,1.9159,1.5472,1.9797,3.9174,0.1917,-0.1285,2.8662,-0.0794,-1.3904,0.0188,0.0852,6.8229,0.8592,1.39,-0.2664,1.0735,0.6237,1.3404,0.2699,2.7003,0.0412,0.4912,0.2738,0.0387,1.5436,3.134,0.06,0.0945,0.0029,2.6261,-0.2179,3.947,1.2862,0.3608,0.3113,0.3189,0.3337,1.3209,0.2318,3.1276,0.3845,-0.1331,-0.0451,1.148,0.1397,1.2328,2.0214,-1.5633,6.6882,-2.1892,0.3202,-0.5419,0.9024,3.569,1.3738,3.0525,0.3622,2.6985,5.3426,3.4638,2.6138,1.9631,0.4945,1.7436,-1.0584,4.8265,0.3684,2.944,-2.0439,4.3701,0.33,0.8993,-0.1822,-0.0902,5.396,2.5537,1.3038,0.4953,2.1059,2.4407,-1.1369,-0.0459,4.3382,0.7719,0.0431,3.2537,-1.4008,0.1722,0.9369,0.4115,-1.2709,3.4412,3.564,4.0325,4.135,3.9325,0.4289,4.5596,1.4209,0.2876,0.1238,0.2354,-0.1319,1.6688,-0.0192,-1.0394,0.5094,1.5428,-0.7789,0.4093,0.4496,0.5069,2.8694,2.7577,0.4888,-0.6736,4.6584,0.2,0.3567,0.6383,0.212,-0.3005,0.4175,0.6035,-0.0557,0.1129,2.4027,0.6378,1.315,0.2394,-0.0935,4.0959,-0.2522,0.456,0.3486,3.2426,0.2658,5.0119,5.5664,2.2124,-1.348,0.6753,-0.4587,0.3712,-4.1378,5.4667,0.27,-0.9604,-0.1819,0.2511,-0.4193,1.5927,1.3825,-0.0049,3.2949,-2.5227,1.412,0.6405,2.6015,1.781,1.3015,-0.053,0.9603,5.1423,-2.0473,2.9572,2.1337,-0.4262,0.2724,4.9808,0.8413,0.3654,5.7206,2.2134,-0.7975,0.293,3.4263,-1.2231,-0.6892,1.4807,1.1037,0.0835,3.8205,0.1911,-0.6352,-0.1445,1.3624,1.1934,0.695,0.2615,-1.1006,1.293,0.065,1.5735,0.7819,4.4074,6.7262,4.3312,4.9961,4.7781,5.6378,5.9483,0.7191,4.3459,1.9663,-0.9025,-0.9697,-0.7726,-1.0647,-0.1553,0.8783,1.6117,3.1489,4.6031,-1.7938,-1.4443,2.1749,2.6256,0.5934,0.9143,-2.8612,2.2679,0.6652,3.5327,4.7724,4.9842,0.0027,3.1795,0.2414,0.5207,4.0129,1.1601,0.4128,-4.1773,-0.2591,0.2963,0.2411,-0.5879,1.9107,0.1625,-1.5774,1.594,0.6017,0.4934,0.1218,-0.574,2.8416,1.4437,6.0309,-0.0118,3.2495,-0.0403,2.7899,4.5118,0.9601,5.5464,2.2905,0.1023,-0.8479,-0.2633,-0.915,-0.7238,-0.4314,1.3432,3.8723,0.463,-1.0522,0.3452,1.4044,1.2343,0.0386,1.6889,0.958,1.7512,3.832,4.6305,1.2108,-1.2521,-0.0621,0.0264,0.4631,0.4959,0.1023,0.1018,0.8874,0.5751,1.172,-0.1334,4.9215,1.9052,0.8593,0.1481
GSM1302038,IPF,1,1.2371,3.0787,0.7079,1.0761,5.0588,6.13,0.6733,-1.9224,0.421,3.0385,3.6254,0.755,-0.1034,1.8478,0.1671,-0.393,1.9228,0.3717,1.0863,3.8258,1.5931,2.6321,4.9901,3.3696,5.6345,1.0926,1.5971,1.6908,5.3929,-0.6738,0.649,0.5202,3.4753,1.9018,2.3295,6.5501,2.3881,2.4309,3.7573,0.9589,2.8988,2.2879,2.8179,-0.361,4.3345,3.6437,2.7412,3.691,2.0804,0.7175,-1.1079,2.565,1.0742,0.234,2.7238,2.6108,0.1622,0.0812,1.8317,3.218,5.729,5.7496,1.4231,0.0492,1.445,-2.3431,2.718,2.6457,2.4826,-0.4555,1.0154,1.0221,2.7065,0.4617,-0.0816,1.39,4.7298,1.1345,2.8342,1.1454,3.8362,3.1621,2.6216,5.6651,3.1989,4.3051,0.2445,3.636,-0.8305,0.7225,1.4941,0.706,-0.2195,4.3865,1.2834,0.9122,5.7658,0.4062,-0.643,0.2282,0.9211,6.5046,2.0878,4.2557,1.1331,2.3627,1.8801,4.8439,0.5076,4.2529,1.2869,2.0824,3.0264,1.3193,2.0661,4.0094,0.2187,0.2582,0.2725,2.755,0.7166,3.6541,4.6134,2.8999,1.2833,1.2866,2.5293,1.1574,0.0715,0.2918,0.1824,1.6192,4.6777,3.5266,-2.2881,2.7629,1.6128,-1.7614,5.8195,-2.9456,0.5542,-5.6484,0.7485,3.0594,0.3389,1.4379,0.0016,2.5647,3.4217,0.3947,1.2942,1.6908,-0.6348,1.5078,-0.2,2.6911,0.1992,1.846,-1.3941,2.5324,0.4054,2.7145,0.0539,-1.0732,5.0634,0.6752,0.1516,1.1538,1.5155,2.7432,-1.2523,1.7081,3.0954,1.0093,0.0009,2.4082,-1.0919,1.8683,-0.2332,1.2856,3.0196,3.4484,1.8688,2.0483,1.5401,1.1537,1.4555,4.3911,1.1513,1.5236,0.839,0.0398,0.1291,2.3706,1.1329,1.3528,1.5067,2.9014,-0.547,4.0838,4.5125,-0.8882,2.0418,3.0548,0.2727,0.1486,3.3878,2.6105,2.8232,1.5768,2.3765,0.3509,0.6275,0.7781,-0.0979,0.7666,1.0742,0.171,-0.683,1.9937,1.5438,8.1147,1.3426,2.9444,0.7376,2.9144,-1.7334,1.555,2.1524,-0.2038,-0.5959,3.8752,0.5729,1.5358,-2.5352,5.9793,0.177,-1.3254,1.5162,0.6554,1.0539,2.9206,0.385,0.4526,2.7283,-3.8637,1.0592,1.2045,2.3241,0.6675,1.1455,-0.1296,0.1641,2.9216,-1.0798,2.4513,1.8852,1.0449,3.1354,2.43,0.5192,-0.3522,5.2467,1.827,0.6996,0.9851,0.3408,0.7542,1.4751,1.1683,1.3478,0.2009,2.8941,-3.8704,0.1237,1.5703,0.177,1.3308,3.7128,1.2699,-0.2083,5.5474,1.9909,2.0602,0.5868,0.9443,4.2663,2.4868,3.2817,5.7192,7.6692,6.6676,0.4287,3.1473,1.902,-1.7441,1.5371,0.1116,-0.8689,-2.004,2.3394,2.8964,4.4324,4.5577,1.798,-0.0582,3.3147,1.4606,0.4312,0.1468,-0.5944,1.2045,1.7345,0.4356,2.5329,3.9692,-2.5221,0.9951,1.0354,4.2959,3.6728,-0.0518,2.9906,0.1699,1.1918,2.1087,2.3526,0.5555,3.1968,1.2689,2.1072,-0.9013,3.0436,2.6097,1.2179,1.0144,2.7481,0.4749,5.1127,0.3549,2.5037,1.7076,2.7661,1.559,1.2867,3.7326,1.5111,0.4255,1.6362,-0.0545,2.5006,-0.2524,0.8084,4.95,4.6932,1.876,1.1869,1.797,3.4133,3.6536,3.0904,0.5098,2.4288,0.9313,2.071,1.3491,0.8596,1.4654,0.7513,0.7276,3.0485,1.5956,2.1334,2.0009,2.6587,2.6575,4.4665,1.8497,2.8959,0.693,1.4742,1.0896
