sample_id,group,label,ABCA13,ABCA3,ACADL,ACTG2,ACVRL1,ADH7,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ARMC3,ARMC4,ASPN,BPIFA1,BPIFB1,BTNL9,C11ORF70,C11ORF88,C12ORF75,C1ORF110,C1ORF194,C20ORF85,C6,C6ORF118,C6ORF165,C9ORF135,CACNA2D2,CAPN13,CAPS,CAPSL,CASC1,CCDC11,CCDC113,CCDC146,CCDC17,CCDC60,CCDC80,CCL13,CCL18,CD24,CDH2,CDH3,CDHR3,CFH,CHST9,CLCA2,CLDN1,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CPA3,CPB2,CRISPLD1,CRTAC1,CSF3R,CTSK,CWH43,CXCL13,CXCL14,CYP24A1,DCDC1,DCLK1,DES,DIO2,DNAAF1,DNAH10,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DSC3,DTHD1,DUOX1,EFCAB1,EFHC2,ENKUR,EPHA3,F2RL3,FAM81B,FAM83D,FANK1,FAP,FCN3,FIBIN,FIGF,FMO5,FNDC1,GEM,GOLM1,GPX3,GPX8,GRASP,GRIA1,GSTA1,HAS2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HPSE2,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IGJ,IL13RA2,IL18R1,IL18RAP,IL1RL1,INMT,IQCG,IQUB,ITGB8,ITLN2,KLHL13,KRT15,KRT5,LEPREL1,LPPR4,LRRC17,LRRC32,LRRC46,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MME,MMP1,MMP13,MMP7,MNS1,MORN5,MS4A15,MSMB,MT1JP,MT1M,MUC16,MUC4,MUC5B,MXRA5,MYH11,NECAB1,NEK10,NELL2,NPR1,OGN,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PEBP4,PGC,PIH1D2,PIP,PLA2G1B,PLA2G4F,PLLP,PLN,POSTN,PPAP2C,PROM1,PRUNE2,PSD3,PTGFRN,PTPRB,RGS22,ROPN1L,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A12,S100A8,S1PR1,SCGB3A1,SCN1A,SERPINB3,SERPINB5,SERPIND1,SERPINI2,SFRP2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A4,SLCO2A1,SLCO4A1,SLN,SMAD6,SNTN,SOX2,SPAG17,SPAG6,SPATA17,SPATA18,SPP1,ST6GALNAC1,STOML3,STOX1,SULF1,SYNPO2,SYTL2,TDO2,TEKT1,TGFB3,THY1,TMEM100,TMEM232,TMEM45A,TMPRSS4,TNC,TP63,TRIM2,TRIM29,TSPAN1,TTC25,UBXN10,VCAM1,VIPR1,VSIG1,VTCN1,VWA3B,WDR16,WDR49,WDR63,WDR65,WDR66,WDR96,ZBBX,ZBTB16,ZNF385B,ZNF385D
GSM1302033,IPF,1,2.2832,3.7017,1.2829,3.4197,6.2441,0.4037,0.2381,2.5741,3.6524,0.3123,0.108,1.6504,0.2877,-0.1579,3.5984,1.1099,5.5394,3.4471,5.0017,1.8995,1.3258,5.3906,-1.1173,1.0122,2.894,6.1072,2.0157,2.0671,3.0611,2.6324,3.604,3.5987,4.2629,3.1887,1.7804,2.1581,0.8403,2.3932,2.5776,-0.1362,1.6653,4.6373,5.3998,-0.2455,-2.5373,1.9994,2.5807,3.074,1.2746,0.5201,1.6799,4.0696,4.2373,0.9746,2.9623,0.9324,2.7258,3.0038,2.4007,5.9595,2.9524,4.2237,-0.3425,5.2694,0.8917,0.1455,2.3874,1.193,4.3148,1.1029,1.6445,3.2891,-1.4073,0.0367,1.0085,5.1051,2.3053,1.0727,2.5865,4.3549,0.7442,4.142,0.9293,2.2873,2.7419,1.2063,-0.0758,0.4731,2.7733,4.3078,1.162,2.1464,0.6529,0.9816,3.4915,-2.4916,2.3482,2.0671,4.7216,1.5213,4.1685,1.1918,2.9125,1.1258,-0.8864,2.1696,-2.0934,3.277,0.4645,2.5573,-1.4766,5.0093,0.8092,2.3125,0.6161,2.5099,2.0822,0.4134,3.6261,-1.5685,1.8956,-0.9414,0.9983,3.2578,2.7974,2.7276,2.7464,1.7892,1.8686,1.1064,0.5853,0.2763,3.801,-1.0784,2.2401,3.032,0.3591,3.1156,0.6751,3.6586,2.262,2.0415,0.3671,0.4678,0.6139,-0.4362,0.7287,1.8191,0.8748,-2.8286,0.9917,7.4111,1.0012,2.673,1.0433,2.2601,2.3425,2.4227,-0.1582,2.6876,0.2656,1.2279,5.1609,-0.4191,1.2509,0.7808,0.7635,4.2225,1.1245,2.535,2.4383,0.6679,-0.0866,4.5324,4.8797,0.6005,4.0461,4.4135,1.4069,0.4233,4.6974,2.754,0.0235,0.7603,0.6899,1.438,0.0485,3.4631,1.207,2.8936,-0.7888,5.0416,1.6859,2.4895,0.6863,1.6499,5.2446,3.9509,7.3444,0.7713,0.4732,-0.5856,-2.2086,2.2079,3.0841,3.8059,4.6054,0.3532,-0.5387,3.5661,1.4318,-1.3735,2.1311,1.7135,2.3587,4.2755,-1.9875,3.4936,-0.0204,2.4376,-1.0318,2.6581,1.9085,0.3724,2.8296,0.0379,1.8587,1.3082,0.5458,1.7171,4.1961,-0.3058,3.1872,1.9981,2.679,0.6108,4.2145,0.5836,0.1249,0.2239,-0.2224,3.5366,1.4179,0.1474,2.729,2.5138,2.3627,1.0298,3.4681,2.3709,1.2719,0.7792,3.3827,1.2851,1.6148,1.7571,2.0888,4.0367,1.9876,4.442,1.6496,1.1981
GSM1302034,IPF,1,1.4132,1.8637,-0.2535,5.0836,5.1091,0.3612,0.3301,1.0784,2.665,-0.5647,-0.1065,1.5294,0.6351,-0.0824,1.7386,-0.3505,3.346,4.4569,5.8477,0.473,0.4789,3.0315,-1.6653,0.5644,0.64,4.2535,0.9329,1.0093,1.2955,0.7029,1.3599,4.3265,3.2431,1.1467,0.4843,0.8125,-0.573,1.532,1.9153,0.2381,1.1378,1.3128,5.0658,-0.3299,-1.2789,2.201,1.1271,1.63,0.7027,0.5618,2.6357,1.3035,3.6518,0.7904,2.571,1.802,3.6464,1.8648,1.704,3.9262,2.2607,1.796,-0.166,2.7965,-2.2394,-0.1648,0.7286,0.7165,3.5723,0.2912,6.1185,4.9758,0.9116,-0.042,0.4826,7.1361,0.3866,0.4288,0.7737,2.7284,0.0004,4.0632,0.5695,1.1541,1.0373,0.3424,0.3284,0.3284,1.2326,2.5954,0.4131,0.6417,-0.003,0.392,1.6358,-1.4847,1.5265,1.701,1.3217,0.8135,2.2674,-0.2755,1.8514,2.8612,-0.5582,0.1645,-2.2154,3.8166,0.112,1.7174,0.621,5.8516,0.8664,-0.7933,0.0915,-0.0981,1.4794,1.1142,1.4119,-1.3245,0.7405,-0.4727,1.0781,1.9222,3.5207,2.5422,4.0013,2.507,0.3513,0.5274,0.572,-0.2279,-0.0856,-0.9766,4.0063,3.416,-0.1889,2.3539,-1.6334,4.2709,0.9934,1.048,-0.5047,0.1552,0.8306,-0.2428,0.2213,0.7735,-1.1492,4.278,0.8708,7.4877,-0.4954,0.9483,0.9225,-0.3426,1.9151,2.594,-0.5711,3.5839,1.7063,0.0618,6.1819,-1.1563,0.6914,0.9769,-0.3457,1.5055,0.922,1.3381,0.2824,1.0785,-0.0613,1.2735,0.8236,-0.3626,1.155,0.8225,0.1177,-0.5202,5.3411,1.4076,0.2528,0.2128,1.7541,1.2599,0.5877,1.6062,0.0591,1.4036,-1.2442,3.4698,0.9182,-0.3471,-0.1581,3.1909,6.4693,3.5107,8.1762,0.1801,1.3763,0.0016,-0.9259,0.7263,2.005,2.8609,3.0397,0.7612,-1.1716,4.2184,0.1982,-1.1125,-0.1073,0.2982,-0.4704,3.151,-1.2974,3.5934,-0.735,0.7436,-1.293,0.9043,0.7313,-0.3362,1.8854,-0.6697,1.5955,0.5174,-0.2099,3.5322,5.4368,0.5949,2.3344,0.3899,2.8717,1.4466,0.5788,0.3652,0.5827,1.7724,0.4248,4.6051,1.1917,0.0111,2.2983,1.4964,1.5485,2.9451,-0.2177,0.9511,0.8894,-0.3395,1.5783,0.6176,0.5742,0.3671,1.0854,2.4891,0.541,0.8233,-0.0438,2.8888
GSM1302035,IPF,1,2.0414,2.8994,0.6026,3.7837,5.1599,0.6208,-0.0269,2.9576,3.2929,1.2021,0.5073,2.2343,0.1852,-0.1462,4.3179,1.9994,4.4081,3.7644,5.1925,0.1253,2.2076,6.1627,-0.345,1.2951,4.0879,6.9607,3.2288,2.7912,3.9521,3.7448,2.6242,3.8198,4.7842,4.327,2.3216,2.9904,1.6656,3.1045,3.3515,0.0442,2.289,5.0535,5.056,0.3432,-2.7148,2.3973,3.0337,2.5981,1.9414,0.9536,2.1018,2.2834,5.0619,0.8899,2.8239,1.0704,3.4606,2.2113,1.8865,5.0533,2.2412,3.8912,1.0797,5.5934,-1.7522,0.6563,2.3433,0.7266,4.2431,2.0337,3.039,4.5584,-1.1421,0.2941,0.639,5.6248,1.7692,1.7793,2.7201,4.6192,0.6483,4.3475,1.3351,2.6051,3.3945,1.779,0.455,0.477,1.9628,5.4834,1.6188,3.2205,0.5495,0.7439,3.5858,-2.3703,2.6757,1.1176,4.9746,1.4629,3.9447,0.319,3.3371,1.2028,-0.0427,2.1175,-1.5676,3.2787,0.1275,3.299,-1.4352,4.873,0.5346,-0.38,1.3623,1.1547,1.8576,1.0083,3.8218,-0.8491,2.1914,0.2723,1.1143,3.3189,2.9196,1.9775,1.8935,0.8542,2.1608,1.8216,0.8871,0.1204,0.8846,-0.1935,3.2566,3.6214,-0.6437,3.1826,0.0058,2.9238,3.1611,2.6217,0.0986,0.7822,0.2719,0.0108,0.6658,1.3557,-0.4965,0.5281,1.3713,7.7675,1.7389,3.7158,0.9172,2.73,3.1699,3.5083,-0.5743,3.2895,1.3469,0.8614,5.1927,-1.2677,1.655,1.6653,0.6717,4.1639,1.7126,2.3014,2.2745,0.7694,-0.0711,4.4253,3.8685,1.4188,4.3727,2.9463,0.5325,0.2455,5.2456,1.5825,1.1978,1.0603,0.9703,1.1074,0.0729,2.4297,1.8396,4.018,-0.1804,6.1088,2.2705,-0.1628,0.527,2.6087,5.4268,3.4332,7.4062,0.247,1.2565,-0.5354,0.1184,1.6332,2.8145,3.7935,4.4568,1.1448,0.1,3.5404,0.1513,-1.12,1.4145,2.6715,0.5849,3.262,-1.7502,1.8579,0.3973,3.5217,0.5579,2.7111,2.3525,0.8492,3.1888,-0.235,2.7995,1.8566,1.3018,1.7353,4.965,-0.229,2.7533,2.2692,3.0104,0.5787,2.8063,0.7503,1.3501,1.9585,-1.09,3.7634,1.5003,1.0488,3.5279,3.4653,2.7492,1.6572,1.5558,2.5023,1.9389,1.4546,4.0817,1.7936,2.3433,2.4512,2.8784,4.5656,2.0323,4.9304,0.7992,1.4156
GSM1302036,IPF,1,2.5924,2.1773,0.4514,4.9866,5.1336,1.8252,-0.0213,4.0217,1.7068,1.8924,0.3848,1.5262,0.2779,-0.3076,5.8704,2.8629,4.9542,3.557,5.1432,0.6116,3.4628,7.0792,-0.0696,2.5726,5.1276,7.5774,3.8404,3.9526,5.1162,4.6688,1.0157,5.5087,5.8934,5.4023,3.195,4.1784,2.7681,3.6758,4.482,0.2425,1.5859,4.2698,5.3019,0.0585,-1.9663,2.1059,3.6765,3.3254,2.5517,2.0431,2.7254,1.9161,5.0997,1.237,2.9007,2.2922,3.9465,1.9999,1.8588,5.3862,2.8967,3.9987,1.1159,5.1397,-2.7734,0.7479,1.026,0.7666,3.8033,2.4266,0.7462,5.1197,0.8116,0.2718,0.649,6.5389,1.3539,2.4846,3.5363,5.8746,1.3236,5.1667,1.9447,3.3695,4.5398,2.3535,-0.1875,0.5868,1.9641,6.5429,2.4978,4.1597,0.257,0.0745,5.3793,-1.5084,3.9031,1.4162,3.7329,0.7262,2.4148,-0.0471,1.3904,2.1615,0.0653,2.0053,-0.4953,3.1533,0.1952,4.0958,0.3641,4.2441,0.4827,0.6301,0.2125,0.5991,1.6997,1.0444,1.6124,-0.4472,2.9373,-0.0205,2.6172,3.1618,4.1155,2.2369,2.8446,1.1624,0.9246,2.7046,1.1293,0.83,-0.4793,0.0382,3.8066,4.4874,-1.1329,3.0602,-0.4316,3.7428,3.7903,3.6007,0.2021,0.1271,0.6303,0.4694,1.7535,1.3426,-0.4193,4.156,1.8769,7.4363,2.7362,4.9098,0.7252,4.9055,3.3498,3.5926,0.4025,3.7994,2.7216,0.6432,5.2723,-1.1224,2.8947,2.1999,0.5102,3.283,1.8775,1.8661,1.0067,1.2579,0.1031,2.0065,1.9562,2.4657,5.3813,0.8206,0.1007,-0.4657,5.7831,2.4374,1.2568,1.7787,2.0673,1.4394,0.1208,1.8574,2.6426,5.0201,0.6522,6.8589,3.2341,-0.6742,0.1284,3.8078,6.4375,3.7264,7.7264,0.3331,3.9435,0.7704,-0.3196,2.5084,3.1363,2.6332,3.3893,1.4912,0.4479,3.0785,0.5336,0.4072,0.9867,3.1265,-0.5329,4.1136,-1.4493,4.6533,-0.8098,4.4486,0.4237,3.3165,3.7634,1.825,3.8683,2.3881,2.6463,2.286,1.724,3.0109,5.6215,0.2517,2.9652,3.7654,3.0659,1.1528,1.7641,1.8257,2.1118,2.5943,-0.4363,5.2016,1.9464,1.3117,3.9024,4.3401,3.2648,3.0052,0.566,1.3247,1.5208,1.4803,4.6448,2.5391,3.3925,3.3333,4.096,6.2098,3.5923,1.7354,0.1945,1.9887
GSM1302037,IPF,1,0.4496,3.9863,1.1484,5.0214,6.3785,0.0134,0.23,0.2936,3.6831,-1.0999,-0.1269,-0.0163,0.4147,1.3853,0.5145,-0.55,5.5293,-0.159,2.9525,2.7044,0.404,1.1248,-1.5322,0.5756,0.2358,2.3154,0.3023,0.0585,0.6669,0.3012,3.6706,2.4829,0.0827,0.4406,0.3098,0.2523,-0.5482,0.9391,0.2263,0.0914,1.7861,4.7532,5.3411,-0.9275,-1.8164,1.5658,0.1947,2.4347,-0.1432,0.138,1.5999,3.1898,2.7496,0.4245,2.5779,0.8731,1.1882,2.2115,2.3779,5.224,2.7791,4.1818,-3.161,5.0779,1.3299,0.1969,1.9159,1.5472,3.9174,0.1917,-0.1285,2.8662,-1.3904,0.0188,0.0852,6.8229,0.8592,-0.2664,1.0735,1.3404,0.2699,2.7003,0.0412,0.4912,0.2738,0.0387,0.0945,0.0029,2.6261,1.2862,0.3189,0.3337,0.2318,3.1276,1.148,0.1397,1.2328,2.0214,6.6882,0.9024,3.569,0.3622,2.6985,2.6138,-1.0584,2.944,-2.0439,4.3701,0.33,0.8993,-0.0902,5.396,2.5537,1.3038,0.4953,2.1059,2.4407,0.7719,3.2537,-1.4008,0.1722,0.9369,0.4115,-1.2709,3.4412,3.564,4.0325,3.9325,1.4209,0.2876,0.1238,-0.1319,1.6688,-0.7789,0.4093,0.4496,0.5069,2.7577,-0.6736,4.6584,0.2,0.212,-0.3005,0.4175,0.6035,-0.0557,0.1129,2.4027,1.315,0.2394,-0.0935,4.0959,-0.2522,0.456,0.3486,0.2658,5.0119,5.5664,-1.348,0.6753,-0.4587,0.3712,5.4667,-0.9604,-0.1819,-0.4193,1.3825,3.2949,0.6405,2.6015,1.781,1.3015,-0.053,5.1423,2.9572,-0.4262,0.2724,4.9808,0.8413,0.3654,5.7206,2.2134,-0.7975,-1.2231,1.4807,1.1037,0.0835,3.8205,-0.1445,0.695,-1.1006,1.293,0.065,1.5735,0.7819,4.4074,6.7262,4.9961,5.6378,0.7191,-0.9697,-0.7726,-1.0647,0.8783,1.6117,3.1489,4.6031,-1.7938,-1.4443,2.1749,0.9143,-2.8612,2.2679,0.6652,4.7724,4.9842,0.0027,4.0129,1.1601,0.4128,-4.1773,0.2963,0.2411,-0.5879,1.9107,-1.5774,0.6017,0.1218,-0.574,2.8416,6.0309,-0.0118,3.2495,-0.0403,2.7899,0.9601,5.5464,0.1023,-0.8479,-0.915,-0.7238,1.3432,0.463,-1.0522,1.4044,0.0386,0.958,1.7512,3.832,1.2108,-1.2521,0.0264,0.4631,0.4959,0.1023,0.1018,0.8874,1.172,-0.1334,4.9215,1.9052,0.8593
GSM1302038,IPF,1,1.2371,3.0787,0.7079,5.0588,6.13,0.6733,0.421,3.0385,3.6254,0.755,-0.1034,1.8478,0.1671,-0.393,3.8258,1.5931,4.9901,3.3696,5.6345,1.0926,1.6908,5.3929,-0.6738,0.649,3.4753,6.5501,2.3881,2.4309,3.7573,2.2879,2.8179,4.3345,3.6437,3.691,2.0804,2.565,1.0742,2.7238,2.6108,0.0812,1.8317,3.218,5.729,0.0492,-2.3431,2.718,2.6457,2.4826,1.0154,1.0221,2.7065,1.39,4.7298,1.1345,2.8342,1.1454,3.8362,3.1621,2.6216,5.6651,3.1989,4.3051,0.2445,3.636,-0.8305,0.7225,1.4941,0.706,4.3865,1.2834,0.9122,5.7658,-0.643,0.2282,0.9211,6.5046,2.0878,1.1331,2.3627,4.8439,0.5076,4.2529,1.2869,2.0824,3.0264,1.3193,0.2582,0.2725,2.755,4.6134,1.2866,2.5293,0.0715,0.2918,3.5266,-2.2881,2.7629,1.6128,5.8195,0.7485,3.0594,0.0016,2.5647,1.2942,-0.2,1.846,-1.3941,2.5324,0.4054,2.7145,-1.0732,5.0634,0.6752,0.1516,1.1538,1.5155,2.7432,1.0093,2.4082,-1.0919,1.8683,-0.2332,1.2856,3.0196,3.4484,1.8688,2.0483,1.1537,1.1513,1.5236,0.839,0.1291,2.3706,-0.547,4.0838,4.5125,-0.8882,3.0548,0.1486,3.3878,2.6105,2.3765,0.3509,0.6275,0.7781,-0.0979,0.7666,1.0742,-0.683,1.9937,1.5438,8.1147,1.3426,2.9444,0.7376,-1.7334,1.555,2.1524,-0.5959,3.8752,0.5729,1.5358,5.9793,-1.3254,1.5162,1.0539,0.385,2.7283,1.2045,2.3241,0.6675,1.1455,-0.1296,2.9216,2.4513,1.0449,3.1354,2.43,0.5192,-0.3522,5.2467,1.827,0.6996,0.7542,1.1683,1.3478,0.2009,2.8941,1.5703,3.7128,-0.2083,5.5474,1.9909,2.0602,0.5868,0.9443,4.2663,3.2817,7.6692,0.4287,1.5371,0.1116,-0.8689,2.3394,2.8964,4.4324,4.5577,1.798,-0.0582,3.3147,0.1468,-0.5944,1.2045,1.7345,2.5329,3.9692,-2.5221,3.6728,-0.0518,2.9906,0.1699,2.1087,2.3526,0.5555,3.1968,2.1072,3.0436,1.2179,1.0144,2.7481,5.1127,0.3549,2.5037,1.7076,2.7661,1.2867,3.7326,0.4255,1.6362,2.5006,-0.2524,4.95,1.876,1.1869,3.4133,3.0904,2.4288,0.9313,2.071,0.8596,1.4654,0.7276,3.0485,1.5956,2.1334,2.0009,2.6587,4.4665,1.8497,2.8959,0.693,1.4742
GSM1302039,IPF,1,4.0947,1.1104,0.5308,4.5281,5.4434,1.8125,-0.3312,3.0113,2.2206,2.3076,1.2261,0.6396,0.4319,-0.4369,5.7718,3.4522,4.9133,0.6934,5.1446,0.5779,3.1194,7.4385,-0.0473,2.9384,4.8665,7.6494,3.2797,3.9172,5.3622,2.5567,1.9584,4.5323,5.6259,5.3788,3.8219,4.125,2.4393,4.1852,4.7906,0.3319,1.6022,4.0207,5.0639,0.344,-2.7724,1.9787,4.8171,2.5503,3.3264,1.6998,1.9852,1.2475,5.1574,1.5822,3.0856,1.7096,3.3336,1.8841,1.7741,4.3511,2.2503,4.5342,0.934,4.586,-2.4158,0.2378,1.3149,0.4572,3.317,1.8874,0.3875,3.8187,-0.9648,0.2325,0.8501,6.3953,1.6574,2.6668,3.7992,6.9504,1.4977,5.2993,2.3784,3.4778,4.5079,2.8585,1.1105,1.1004,2.6165,6.0012,2.4361,4.4763,1.3376,0.1431,5.6953,-1.6088,3.8305,0.9872,3.6115,0.97,3.8011,0.5178,2.4367,2.5852,0.2454,2.2313,-1.4931,3.5963,0.3095,4.4537,0.5512,4.468,-0.1216,0.0355,0.5543,1.1479,1.8705,0.7267,3.011,-0.8078,3.094,0.5124,2.3656,3.0352,3.3791,1.8426,2.8532,0.3229,1.9559,3.0428,1.4431,0.5436,0.1182,-0.3549,4.1563,3.8284,-1.6824,2.8755,-0.4349,3.5292,3.9819,3.8909,0.2801,0.2495,0.6453,0.5957,1.7471,0.9244,-0.4587,1.2846,0.3944,7.0363,2.9336,4.6425,0.5473,5.3537,2.7448,2.6673,0.7545,4.3474,1.6193,0.8294,4.8708,-1.2505,3.0357,2.0378,0.5461,3.6193,2.4448,2.5332,0.2793,1.1927,0.1565,2.5867,0.693,2.8538,4.4189,1.9359,0.229,-0.1982,5.8971,1.8087,1.4701,2.3136,1.9082,1.3347,0.0142,2.0969,2.4484,5.5375,0.6543,7.1446,3.426,-0.2129,0.1201,2.7985,6.0568,2.7473,7.9557,0.1703,2.7399,0.0066,-1.247,3.4588,2.8085,3.8977,2.8045,2.1917,0.6717,3.2248,0.201,-0.034,-0.4997,2.5588,0.4871,2.7914,-2.1004,1.8191,-0.6031,4.5538,1.3313,4.0575,3.6863,1.9771,3.8847,-2.5298,2.8948,1.9601,2.1012,2.6729,5.1176,0.1142,2.8374,3.6219,3.1574,0.4781,1.0517,1.8825,1.5479,2.3455,-0.8286,5.7264,1.6451,1.2977,4.0296,4.6264,3.7762,2.151,0.8757,0.4549,2.5447,1.723,4.7637,2.8062,3.2765,3.0632,4.5113,5.9158,3.7909,3.2837,0.8449,1.8794
GSM1302040,IPF,1,1.1522,3.8445,0.8805,4.4439,5.7166,0.5335,0.3533,1.6209,3.0029,-0.154,0.045,3.75,0.5884,-0.4663,2.5021,0.5477,5.1721,3.228,4.8676,0.6885,1.0251,4.2484,-1.4192,0.4572,2.2133,5.4705,1.4272,1.1662,2.5717,1.3202,3.7304,3.9808,2.991,2.6669,1.0068,1.1718,0.2621,2.0679,1.4902,0.1639,1.8901,4.5078,5.3149,-0.1687,-1.9748,1.9927,2.1909,2.4471,0.1579,0.3627,2.3552,3.3173,4.2663,0.8203,2.8095,1.9438,2.6341,2.6575,2.2537,5.5093,2.659,4.6385,-0.4411,5.3703,-1.372,-0.2811,3.1858,1.8869,4.0821,0.829,3.6578,5.4235,-0.9403,-0.0143,0.806,6.4878,1.7728,0.5156,1.6137,3.6564,0.2866,3.7487,0.2304,1.4377,2.0433,0.7169,0.2005,0.3503,2.8366,3.371,0.7397,1.3335,0.5767,0.7448,2.5069,-0.8928,1.8044,1.8186,5.3227,0.7115,2.2455,0.4994,2.6976,1.9346,-0.0419,1.8244,-1.7033,3.9413,0.1022,1.8441,-0.3918,5.5631,0.2752,2.2285,0.0937,1.0704,1.8676,0.7899,3.9594,-1.2368,1.0564,0.1438,1.8733,4.8837,3.0713,2.5068,4.2031,0.8004,1.3403,0.6806,0.0129,-0.375,0.6864,-0.9353,2.8681,3.1952,-0.2542,2.2299,-0.1773,4.1222,1.1914,1.1534,-0.466,0.6946,0.8155,-0.096,0.1552,2.0923,-0.0333,1.7448,0.8565,7.0397,0.6338,1.8831,0.3498,1.3252,3.5308,3.6669,-0.5572,2.8847,1.7903,1.0506,5.1451,-0.0095,0.1847,0.7936,0.6024,3.1162,1.3929,2.4269,1.776,1.0808,0.2806,4.581,3.7178,0.3982,3.1989,3.3209,1.0412,-0.2667,5.7805,2.0049,0.2252,0.1568,1.5853,1.0052,-0.07,1.9675,0.8856,2.5472,-0.8037,4.5616,0.7953,0.2003,0.3012,4.2513,6.7899,3.6886,7.1782,0.3335,0.9396,-0.7251,-1.0521,1.0469,3.9377,4.9114,4.4714,0.4177,-0.4576,4.6152,0.7395,-1.7706,1.5467,1.5119,0.245,4.1839,-1.5555,3.9344,0.1101,2.1294,-1.3921,1.3845,1.1852,-0.0736,2.429,0.9994,1.3339,0.4558,-0.145,3.007,5.5348,-0.3933,2.5206,0.6816,3.1231,1.3839,2.1647,0.1994,0.5806,1.1405,-1.0097,3.9893,1.3812,-0.4856,2.9271,1.9678,2.0186,1.7385,1.4232,2.3874,0.7148,0.3617,2.2887,0.5647,1.1521,0.9503,1.5616,2.729,0.7423,4.4426,1.785,1.1433
GSM1302041,IPF,1,0.5674,2.6188,0.5348,5.1112,4.9313,0.2836,0.0827,0.7334,3.0915,-0.5404,-0.0386,2.577,1.1387,-0.3996,1.9378,0.3391,5.7614,-0.1574,3.794,0.294,1.0086,3.4632,-1.0332,0.2859,1.7798,4.1418,1.4536,0.9883,1.7938,1.242,3.2137,2.4021,2.5029,1.6697,0.7396,0.4704,-0.1578,1.3623,1.2367,0.117,2.1244,5.111,5.1467,-0.2994,-1.7419,2.5221,1.1511,3.7865,0.2096,0.1324,2.2456,3.4543,4.4722,0.8524,3.8508,2.0812,3.5978,2.7406,2.4732,6.0413,3.0105,4.971,-1.3377,5.1246,-2.0762,0.8257,1.0019,1.2525,4.2821,0.9,2.8919,5.8785,-1.1281,0.2266,1.2497,6.6699,2.4937,0.3573,2.1397,2.4972,0.094,3.1006,0.2949,0.8312,1.1978,0.2936,1.0357,-0.0649,2.0281,3.0064,1.263,0.9431,1.0396,0.2738,2.4427,-0.387,0.8755,2.1424,3.5252,0.7584,2.4622,-0.0557,2.405,2.4958,-0.5751,1.4379,-1.0831,3.1518,0.1629,1.8068,0.4109,5.1882,0.5734,-0.7719,0.3032,0.505,2.154,1.76,3.0986,-1.3224,0.7784,-0.63,2.9146,4.8961,3.9321,2.6761,4.3921,1.0134,1.0358,0.4126,0.0832,-0.0165,-0.0474,-0.295,3.5137,2.7832,-0.92,3.0581,0.3829,3.3199,1.0418,0.8692,0.284,1.1351,1.3543,0.0189,0.1329,1.4149,-0.3705,2.3381,1.088,7.3277,0.3774,1.1412,0.4997,-0.9016,4.0561,4.0449,-1.1866,2.2406,-0.4872,1.4604,5.3517,-1.156,0.1443,0.6255,0.2274,4.1702,1.0672,2.3198,0.8675,1.3698,0.093,4.0892,3.8962,0.1221,1.7243,1.7574,0.8148,-0.201,6.3285,3.369,0.0131,-0.9714,2.3554,0.9046,0.4866,2.4347,1.0311,1.7253,-1.162,3.5035,0.7798,-0.3732,0.4571,4.1458,6.7912,3.7859,6.5552,0.1895,-1.6109,-0.6821,1.0907,0.8193,3.792,4.0998,4.2972,0.3708,-0.8279,5.0239,0.123,-1.1931,1.5921,1.7791,0.1425,3.849,-2.0466,3.7496,-0.1689,1.1751,-1.7014,0.937,1.011,-0.0804,2.3166,1.2555,2.0902,0.5202,-0.0706,3.3414,5.8428,0.5269,3.8124,0.5303,3.8437,1.8516,2.6988,0.0895,0.4923,1.7815,-0.3761,3.7191,1.7602,-0.214,2.7022,1.1849,1.9309,2.7179,1.006,3.6035,-0.3245,0.0232,1.7976,0.3469,0.9881,0.6291,0.9235,2.4119,0.6796,4.2133,0.7122,1.7207
