sample_id,group,label,ABCA13,ABCA3,ACADL,ACSL1,ACTG2,ACVRL1,ADH7,ADM,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ANKRD36B,APLNR,ARMC2,ARMC3,ARMC4,ASPA,ASPN,BPIFA1,BPIFB1,BTNL9,C11ORF88,C12ORF75,C1ORF194,C1ORF87,C20ORF85,C6,C6ORF118,C9ORF135,CACNA2D2,CAP2,CAPN13,CAPS,CAPS2,CAPSL,CASC1,CASQ2,CBS,CCDC113,CCDC141,CCDC146,CCDC17,CCDC39,CCDC60,CCDC80,CCL13,CCL18,CD163,CD1C,CD24,CD274,CDH2,CDH3,CDHR3,CFH,CHI3L2,CHST9,CLDN1,CLDN8,CLEC4D,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CRISPLD1,CRTAC1,CSF3R,CTSK,CWH43,CXCL13,CXCL14,CYP24A1,DCDC1,DCLK1,DES,DIO2,DLEC1,DNAAF1,DNAH10,DNAH11,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DNAJA4,DNALI1,DSC3,DTHD1,DUOX1,DZIP3,ECM2,EFCAB1,EFHB,EFHC1,EFHC2,ENKUR,EPC1,F2RL3,FAM13C,FAM183A,FAM81B,FAM83D,FANK1,FAP,FASN,FCN3,FGA,FGF14,FGG,FIBIN,FKBP5,FLT1,FMO5,FNDC1,FPR1,FPR2,GEM,GLDN,GLT1D1,GLT8D2,GOLM1,GPR4,GPX3,GPX8,GRASP,GRIA1,GSTA1,GXYLT2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HMGCS1,HP,HPGDS,HPSE2,HSD17B13,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IL13RA2,IL18R1,IL18RAP,IL1R2,IL1RL1,IL5RA,IL7R,INMT,IQCG,IQUB,ITGA10,ITGB8,ITLN2,KCNRG,KIAA1324,KLHL13,KRT15,KRT5,LRP2,LRRC17,LRRC32,LRRC46,LRRC6,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MGAM,MME,MMP7,MNS1,MORN5,MS4A15,MS4A2,MSMB,MT1M,MT1X,MUC16,MUC4,MUC5B,MYB,MYH11,MYOCD,NECAB1,NEK10,NEK11,NELL2,NME5,NPR1,NRP2,OGN,ORM1,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PDGFRA,PEBP4,PFN2,PGC,PGM5,PIH1D2,PLA2G1B,PLA2G4F,PLLP,POSTN,PPIL6,PROK2,PROM1,PRSS12,PRUNE2,PSD3,PTGFRN,PTPRB,RGS22,ROBO2,ROPN1L,RP1,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A8,S1PR1,SCGB1A1,SCGB3A1,SCGB3A2,SCN1A,SDR16C5,SEMA3D,SERPINA3,SERPINE1,SERPINI2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC11A1,SLC18A2,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A14,SLC6A4,SLCO2A1,SLCO4A1,SLFN13,SLN,SMAD6,SNTN,SPA17,SPAG17,SPAG6,SPATA17,SPATA18,SPEF2,SPP1,SPRY4,ST6GALNAC1,STK33,STOML3,STOX1,SULF1,SULT1B1,SYNPO2,SYTL2,TDO2,TEKT1,TGFB3,THBS1,THY1,TMEM100,TMEM232,TMEM45A,TMEM67,TMPRSS4,TNC,TNFRSF19,TP63,TPPP3,TRIM2,TRIM29,TSGA10,TSPAN1,TTC25,TTN,VCAM1,VIPR1,VNN2,VSIG1,VTCN1,VWA3A,VWA3B,WDR49,WDR63,WDR66,WDR78,ZBBX,ZBTB16,ZNF385B,ZNF385D,ZNF521
GSM806204,IPF,1,3.97517,8.7305,6.18669,8.3994,7.38073,6.3975,3.3328,7.20124,5.01066,4.17933,8.96877,4.00682,5.03235,3.64404,5.74227,5.54791,7.51648,4.46602,5.12161,3.82696,3.97569,5.77593,7.27031,3.99499,5.27962,6.25518,4.02143,6.84092,5.59779,4.16779,6.45821,4.5144,4.31279,3.56979,7.18647,5.2758,5.39377,7.06932,4.23101,3.8946,3.59699,4.64283,5.09323,4.88393,5.96763,5.27935,5.13127,3.72982,4.076,9.05148,6.39164,11.0449,9.33828,5.49297,7.35317,6.83583,4.80375,6.89844,5.63275,9.79603,5.24182,3.81569,7.9536,3.12713,4.66027,4.64728,6.59114,4.1575,8.06702,6.90581,5.6084,10.9499,11.15,10.7531,10.247,6.12862,7.18539,4.994,5.47888,6.65869,7.39037,3.48745,3.65794,7.82446,3.10788,3.43931,6.43107,7.22778,4.40237,5.12947,5.92404,4.33323,4.95967,4.28624,4.00114,5.13279,3.88586,4.23787,4.40475,4.34601,6.1691,5.39267,3.35669,5.08393,7.89224,5.80992,6.08486,4.38727,3.47758,6.4204,3.46377,3.75505,9.77471,5.18821,6.52398,3.69265,3.95477,5.81411,5.27132,5.97999,8.04217,7.95372,3.56396,5.62483,3.4653,5.60496,8.57933,6.53041,6.29235,5.61923,5.17143,5.7201,7.2254,6.08376,5.13398,6.07522,6.827,5.884,7.81458,6.16513,5.08592,5.4886,4.37282,6.66975,6.19149,5.98944,7.57262,5.19093,5.83562,8.09848,7.44799,3.67322,6.32505,4.65066,3.42604,6.17805,4.67506,5.03431,5.5904,6.63596,4.5373,5.21624,5.77574,4.88003,5.93154,4.10184,8.50486,8.54906,5.52048,3.4462,4.57369,5.7565,3.66874,6.04738,5.57359,4.43681,4.45099,4.9613,6.3991,4.4926,6.47039,5.09762,4.36536,4.13777,4.60316,6.88896,8.77471,5.18346,4.1482,6.83997,4.26884,6.52148,7.42985,4.01605,3.92497,6.01882,5.92485,2.71137,6.7445,8.40794,4.24805,4.68184,4.71223,5.18499,7.92675,4.77006,5.10709,4.00593,4.82111,4.8725,4.01003,5.48103,8.00863,6.28485,3.4381,4.32024,6.41295,8.10258,5.17521,5.36338,7.6223,7.63443,5.60954,9.43329,6.99852,3.18042,5.67237,6.45203,7.40152,8.13912,5.01489,5.72606,4.20989,6.22307,4.24192,6.33657,7.45579,7.24306,4.00236,6.84171,5.0627,4.46121,4.5005,5.1617,4.12687,5.76568,3.84144,5.79165,6.5885,10.4582,6.83394,8.49853,4.68333,6.08427,5.39122,6.34577,7.01501,3.82413,7.83325,7.02238,4.38792,5.14638,7.73599,7.32774,6.28504,5.3285,5.57796,9.26072,7.43496,8.83929,5.64238,8.26258,5.74061,6.29783,4.50723,6.40689,4.4262,5.18567,3.38904,5.37314,4.41996,6.70311,4.29072,4.48264,5.51788,4.91278,5.23322,3.88691,3.23997,6.80704,4.35172,6.94845,6.1811,5.14711,4.71653,6.52832,9.14639,7.04999,5.57202,5.25976,6.29797,5.80338,4.07089,8.58417,6.76046,3.87355,6.74612,6.75998,4.98873,3.86864,6.76293,4.39883,6.5362,7.51495,6.92703,4.76484,6.70268,4.28465,4.61502,3.88704,5.48554,3.91881,4.9259,4.73515,3.86758,7.85809,5.84805,4.93888,5.51822
GSM806205,IPF,1,4.22076,9.11686,6.69413,8.63735,7.97927,7.27852,3.4503,7.04142,6.13639,3.91791,9.15296,3.82922,4.47531,3.61192,5.90647,8.57666,6.52613,5.65454,5.28032,3.30301,3.58914,6.25512,8.62019,4.19603,5.74894,5.39953,3.62008,5.83256,4.37779,4.02007,5.45766,3.98288,3.98071,3.38499,7.98238,6.62474,4.66131,6.32861,4.58151,3.53937,3.76335,5.98145,5.10128,4.5731,5.80045,5.10022,4.60645,3.51335,3.81375,9.06332,7.01696,9.73201,9.26999,6.74978,6.54662,6.30369,5.82708,6.09082,4.95952,10.3018,7.19326,3.90728,6.96576,3.02948,4.63282,4.00671,6.78716,4.57256,7.80088,6.99689,4.35026,10.7506,11.0164,10.7137,10.3444,5.42516,6.7649,4.52449,6.91356,6.63519,7.51693,3.24349,3.1624,6.2676,3.13914,3.2935,6.32369,8.38675,4.68035,4.45315,4.78511,3.81181,4.00029,3.75828,3.55479,4.23687,3.56704,4.16073,3.8358,4.09426,6.58881,6.1504,3.18949,4.3836,6.71948,5.74799,7.22544,3.7896,3.75888,6.32122,3.78614,3.33103,10.5594,5.31099,7.20871,3.60221,3.76532,6.88894,4.79739,7.01567,7.93082,7.93043,6.5185,5.60106,8.5707,5.8518,7.63853,6.8035,6.13681,6.26882,5.40244,5.26344,7.96367,7.60946,4.79203,6.11021,6.93582,7.28768,8.01717,7.16726,5.70787,6.1028,4.79297,7.24577,6.31101,8.22142,8.24374,4.09527,5.20814,9.02764,8.96974,7.33267,7.40449,5.02623,3.46796,7.3175,5.46165,5.57588,6.32686,7.00863,5.5309,5.28993,4.19096,4.96196,7.42777,3.64961,7.83458,8.9375,5.81636,3.4468,4.84585,6.4627,4.14621,5.90879,5.17627,4.83512,4.12283,4.37166,7.23157,5.94751,7.20393,4.67107,5.14297,3.72799,5.02381,6.1934,8.37285,5.669,3.66838,8.13261,4.2171,7.30011,5.51005,4.56106,3.52112,5.47996,5.42246,2.81554,6.8743,7.56713,3.98015,4.96851,4.61459,4.85574,8.56128,5.68232,5.93363,3.76444,5.01544,3.79896,4.43729,6.27299,7.36582,6.14941,3.21486,3.96172,5.90826,8.95202,5.12642,5.36207,8.30436,7.28566,6.18234,10.4622,6.61219,3.22668,6.04342,6.16293,7.07083,10.4643,5.38306,5.82019,3.91073,6.00424,4.18404,7.30178,7.54241,7.09219,4.35972,7.8475,4.50227,4.02115,5.18996,4.39898,4.31,7.80011,4.34061,6.11502,7.0947,8.79106,5.70778,7.72664,5.46141,6.20013,7.48418,7.61412,8.44055,3.2711,7.44454,7.50541,3.76229,4.62406,5.37166,7.20354,6.2425,6.04215,5.0194,9.77284,6.81829,8.55928,8.07106,8.63005,6.06039,4.5576,4.60665,7.72172,3.85102,5.7327,3.26708,4.36593,4.20818,6.39236,3.80986,6.17667,7.33489,4.34225,5.31018,3.54831,3.04606,7.16388,5.02483,7.45375,6.42339,7.2806,3.76,7.30335,10.9851,7.94019,6.90676,5.12477,7.04786,5.71574,3.89767,8.73952,6.33243,4.03518,6.38481,5.7097,4.39622,3.54919,5.35355,3.78286,6.59014,8.92482,8.08554,4.94283,4.94798,4.0063,4.01369,3.57494,4.75543,4.4948,4.44109,5.21676,3.45572,7.27304,6.39729,5.08055,5.58685
GSM806207,IPF,1,6.20626,5.00278,4.64316,7.34626,8.26522,5.55689,5.83991,7.44875,4.04375,5.41528,6.57542,5.86097,7.74164,6.80641,6.24185,3.3813,7.66915,5.93682,6.14678,5.83391,5.94217,6.14029,8.12928,7.20681,10.8,5.5324,5.73178,6.77776,7.85132,5.51062,8.52053,6.28631,5.93876,5.1921,4.90866,6.48562,6.83686,8.42454,5.6153,5.14912,5.14067,6.71911,4.74798,6.18927,4.41676,6.98606,6.73582,4.86014,5.23897,10.2844,5.27002,9.47893,8.23446,6.36108,8.19016,4.52049,5.59304,6.75544,7.97337,10.494,4.59092,5.97252,8.40221,3.9185,3.41905,3.04262,7.99188,5.42707,8.98983,7.40517,6.26495,10.3745,11.0274,10.6539,9.9088,5.59932,8.2933,5.82464,4.87394,4.99445,8.31091,4.77561,3.84083,7.48235,4.33944,4.72235,7.09742,8.43246,5.20668,6.70802,7.8431,6.41277,6.44003,7.00354,5.88694,7.28894,6.15099,6.16915,6.4635,6.35531,7.60016,6.37932,5.59949,7.39672,6.59594,6.84511,7.28696,7.34778,4.51496,8.04709,5.30162,6.03905,11.8292,4.56561,7.66964,5.53251,5.62971,5.78683,6.84908,5.06815,5.55132,5.22394,3.24138,6.33349,2.74601,5.57978,5.91261,5.77025,5.53404,5.2271,4.76514,3.5596,7.87984,4.98749,4.31148,6.93923,7.19972,5.16852,7.4721,6.42847,5.03834,4.92429,6.63105,6.90819,5.96609,4.88361,5.31715,5.29219,5.39017,8.20153,6.76417,6.00088,6.96911,5.19318,7.36489,4.95063,5.96611,7.42595,5.83039,7.17337,5.5875,4.66556,3.90544,4.56441,6.35894,5.75483,6.57088,8.67133,6.43568,4.97635,4.86751,6.88787,4.08584,7.29003,8.08215,6.15732,6.47857,8.22925,5.4026,5.34562,6.3893,7.25176,6.01235,6.35373,4.98289,6.1048,9.5267,5.66793,5.9287,5.31419,3.91036,5.79367,8.77597,5.37607,5.38525,5.3263,6.60686,6.60651,5.63908,7.12994,5.91347,6.85174,6.82185,5.83166,9.44702,5.73664,4.1141,6.02607,6.34016,6.14356,5.57712,5.22958,8.27158,6.72914,3.12278,5.92668,7.08585,7.2112,6.0537,6.784,7.95508,4.62082,6.9112,7.07591,8.07598,4.57605,4.31234,4.25011,6.44646,9.23982,6.77336,4.73178,6.98444,7.91979,5.26202,6.89704,7.96112,6.53907,5.29855,6.74453,7.11408,6.0238,5.14835,6.87419,6.25543,3.66359,3.12533,4.88324,6.33177,11.2321,8.36007,10.4442,3.54021,4.37404,7.193,6.13732,5.54159,5.0673,8.27909,5.94398,5.4175,6.31549,7.59428,6.27846,7.25195,4.85403,6.89148,7.68072,8.70141,5.51836,4.35564,6.74653,4.52581,6.1104,5.59401,5.76416,7.10348,5.49858,5.54823,7.76476,5.80151,7.97746,5.33829,8.60295,5.03609,6.1844,7.09159,6.51243,4.21904,7.36779,3.71494,8.56375,6.55112,4.22264,6.75674,7.45151,8.57533,7.43767,3.61519,7.83397,7.68255,7.28076,5.81865,8.14934,7.25225,5.96687,7.62665,7.08461,6.40621,5.23429,8.32172,5.68151,5.09556,6.84545,5.87625,4.47533,5.28193,5.7435,6.09502,5.77675,7.02696,5.3409,6.53762,7.10148,6.88685,6.3136,4.34696,6.18388,6.22083
GSM806208,IPF,1,7.53472,5.64559,5.0447,8.60152,9.11047,5.68523,6.75203,7.90448,4.3404,6.69038,6.81806,7.16787,8.24463,5.93367,5.70761,3.44467,7.04023,4.5905,6.98601,7.35364,7.23765,5.41206,8.2271,9.51402,11.8248,5.32455,6.83819,6.80696,9.22888,6.92745,9.67884,7.57645,6.80954,6.44994,5.75747,7.00108,8.65023,9.28656,6.26142,6.3713,6.29113,6.65432,5.14477,7.38763,3.74492,8.32443,7.815,6.02438,6.80843,8.82431,5.14149,10.3138,9.16241,5.60792,9.02349,5.55419,6.24586,7.34097,9.00182,9.97534,4.28277,7.01085,8.4894,6.22501,4.50799,5.26992,8.75427,5.86167,8.18808,7.01255,6.42276,10.5278,10.9208,10.315,9.85293,6.08217,10.2866,6.31302,5.07079,5.91943,8.66918,6.43976,4.59136,7.52056,6.33317,5.793,6.12573,9.17886,5.41306,7.61106,8.89715,7.59537,7.37648,7.83207,7.43656,7.73135,6.94874,7.02148,7.68878,7.58687,8.73366,7.92555,6.76179,8.51902,7.33001,7.78693,6.33943,8.00821,6.13921,8.69971,5.6847,7.26977,11.2353,5.19857,7.12293,6.83813,6.86074,6.96885,8.14987,5.87443,6.09883,6.07969,3.37822,7.0428,2.68696,6.22154,9.10129,6.13123,6.55485,5.65779,5.19383,5.38109,8.16354,4.84276,4.60755,6.18603,8.15935,5.26932,7.65238,6.70192,5.73353,4.83455,6.93627,6.9679,5.78546,5.28213,5.12796,6.96934,5.90627,8.50809,7.81033,5.96734,6.20444,5.86372,7.01477,5.49143,6.78143,8.34401,5.84045,5.98784,5.55115,5.47614,5.20076,7.50726,6.91297,6.55065,7.63503,8.32399,7.24542,6.14721,5.06116,7.80892,3.45862,8.0938,8.38595,6.11653,7.64298,9.00086,4.76149,5.57603,6.38201,8.39696,6.71585,7.43162,5.92893,4.93266,9.27397,6.73204,7.10696,5.88413,4.8225,6.07827,9.50515,6.60345,6.39774,6.49395,5.44989,5.4076,7.51197,9.00294,7.02952,7.95877,9.1574,6.72413,9.66116,5.83592,4.22059,6.84645,6.66919,7.14727,6.58307,4.71869,8.39851,5.95248,3.1624,6.69471,6.24526,7.76464,6.04146,5.57024,7.65049,5.8849,7.68813,7.21363,7.18181,5.89126,3.95721,4.359,6.82902,9.01852,7.71959,5.04089,9.01087,8.3837,5.75721,7.28462,7.89356,6.8885,6.40575,7.3178,7.84832,6.95886,6.22935,7.68732,7.8453,4.05007,3.6445,5.93206,6.65624,12.3523,9.81281,10.6038,3.36584,5.31444,5.78008,7.95069,9.91313,5.03873,7.12248,5.90828,6.43668,6.94736,6.22257,6.95687,6.40729,4.33257,7.95925,7.59535,9.68464,6.63299,4.21818,7.49364,6.32128,6.68464,4.97507,5.56872,8.38755,7.07735,6.24985,8.89458,6.96077,9.17002,6.27764,10.2717,5.76063,7.04771,7.43903,7.89746,5.42788,7.3995,4.42783,8.37803,6.6811,3.97358,7.89199,7.04255,10.1736,7.21076,3.55556,8.68279,9.42466,8.26162,7.2505,8.77748,7.75389,6.29541,8.14673,7.60259,7.02503,6.32848,9.67204,6.92721,4.10045,9.08472,6.51661,5.93295,3.29457,7.0303,6.97765,7.3244,8.02443,6.7238,7.45411,8.10737,7.765,8.77342,4.79384,5.41891,5.01609
GSM806209,IPF,1,6.77718,8.60541,7.00919,9.01263,8.12691,5.74203,6.23776,6.73712,5.6157,5.91753,8.9507,7.05284,7.39809,4.86468,5.59108,5.77375,6.88873,5.17545,6.33884,6.62394,6.33798,4.93516,8.68382,7.04826,10.8487,5.32688,6.96205,6.74214,8.78065,6.98023,9.12138,6.96108,6.45699,6.45826,8.32615,6.83817,7.29402,8.61166,6.21368,6.36197,6.13314,6.20685,5.17412,7.17926,7.07278,7.97668,6.75779,5.63647,6.1185,7.80566,6.80835,11.3372,9.98266,6.09273,9.27183,5.90829,5.42989,7.45057,8.98573,9.80649,5.02732,6.78881,8.74388,5.17622,4.20605,4.46368,7.8901,5.75705,7.76422,6.7907,6.20685,9.63535,10.4598,10.2336,9.54083,6.35533,8.90242,6.03758,4.90935,6.44964,7.78418,5.51507,4.11679,6.71314,4.71224,5.26587,5.68857,7.8385,4.69626,6.69977,8.0198,6.84419,7.13425,7.31631,6.35403,7.49837,6.53421,6.72021,7.16151,6.69802,7.92055,7.82464,6.37593,8.05437,8.06358,7.49392,6.73416,7.34065,6.22701,8.04518,5.63315,6.84203,10.7833,4.8666,7.15766,6.44276,6.74771,6.11396,7.15547,5.89206,7.3702,7.15844,3.13711,6.74888,3.99633,5.92818,8.37431,6.09111,8.26697,6.9493,5.13988,5.26054,7.83205,6.452,4.55903,6.48524,7.99456,5.237,7.7443,6.80805,4.57901,4.67066,7.05078,6.50448,5.4339,5.98888,5.96184,6.57233,5.20434,8.51886,7.5274,3.713,7.15561,5.20055,7.98046,7.85331,7.09356,7.75584,5.51763,5.7801,6.41985,4.89239,4.29688,5.02756,7.07119,6.14326,8.61608,8.27314,7.04281,5.95121,4.83626,7.26172,3.42374,7.9082,8.40105,5.69864,6.98552,7.8902,6.18073,5.26287,5.79453,7.94519,6.52889,7.11871,5.6705,6.38615,9.07437,6.00822,6.64423,6.76536,4.09623,7.55995,8.09102,6.61154,5.63641,7.03167,7.09889,7.38857,5.3064,6.8092,6.81729,6.56354,7.43367,6.59736,9.01638,5.48468,4.64595,6.55169,6.27365,6.2133,6.06425,5.79305,8.48959,6.38487,3.20382,6.21924,5.56245,8.5515,5.19968,6.25639,7.58925,8.90616,7.26823,11.0739,7.80622,5.70717,7.0886,6.58937,7.1883,8.15798,7.3656,5.06905,7.53908,7.63025,5.54291,7.70319,7.73456,6.88389,6.46554,7.76117,7.77388,6.16747,6.20199,7.16896,7.12515,5.61892,3.69383,5.65109,6.75096,12.1358,8.1556,10.8614,4.74078,6.64253,5.80094,6.19065,6.92576,4.73377,6.49131,7.02604,6.11855,7.0619,6.85275,7.64895,6.82987,6.85098,7.58938,9.88792,9.14666,8.08971,6.32627,7.7854,4.89765,6.44812,3.78356,6.5307,8.05561,7.3532,6.42462,8.49615,6.52707,8.77587,5.76933,8.83832,5.11527,6.81408,7.56179,6.73928,6.01221,6.71024,5.22381,7.4545,6.93894,5.06693,7.09906,6.19328,8.74545,6.34834,5.50403,8.44571,7.61826,7.88801,6.22361,8.17016,7.42234,5.64667,7.83241,7.51436,6.57243,5.71111,8.72432,6.91132,7.30805,6.48201,7.00136,4.69808,7.30048,5.91615,5.97695,6.60132,7.43393,6.52227,6.81552,7.72212,7.49029,7.35191,6.72988,4.89414,5.49252
GSM806210,IPF,1,3.84886,7.8148,6.7383,7.9456,8.75171,6.73265,3.39084,7.60668,5.85073,3.74653,9.74285,3.70205,6.57977,6.24048,6.67519,5.75553,7.44801,5.38744,5.38474,3.2608,3.92671,6.53427,8.44339,3.89464,4.79781,6.94596,3.55293,5.74469,4.29832,3.80718,5.04001,6.18737,4.09488,2.95001,7.45736,6.99843,5.29906,6.41815,4.71022,3.54742,3.45926,6.62195,4.92377,4.58233,6.22258,4.96278,4.936,3.33329,3.72461,10.3902,5.98238,9.75008,9.02215,6.13249,7.58166,5.75296,6.33864,6.48307,5.59565,10.6359,4.18761,3.82989,7.63014,2.54786,3.47006,4.32586,6.50325,4.78676,8.94117,7.0869,4.9493,10.1171,11.0647,10.414,9.81404,5.91481,6.76406,5.66162,4.5557,6.11548,7.96092,3.17699,3.36226,7.83868,3.07966,2.97483,7.11507,8.9881,5.38925,4.64923,4.49025,3.42128,4.55421,3.3155,3.52206,5.14655,3.51926,4.48316,3.75667,4.05207,5.88573,6.3354,3.89875,4.67298,6.99917,6.23681,7.70565,3.92882,3.5314,6.95618,3.75982,2.96616,11.4505,4.84851,7.55849,3.63721,3.62602,6.3836,5.23814,5.79713,6.65424,7.60538,3.61762,6.4734,4.27954,6.88691,8.67537,6.77636,6.83582,6.62782,5.42572,5.35901,8.16864,5.67844,4.81785,7.11105,6.93934,5.85404,8.04098,6.7943,5.8981,5.62479,4.11266,7.02924,6.118,6.74048,6.40855,5.72112,6.28747,8.79704,7.47986,5.77716,7.25979,5.61801,3.49635,6.36958,5.44249,5.25757,6.37427,7.90677,4.81394,6.0637,4.59903,5.1366,7.69669,4.09426,8.33244,9.4616,4.94058,3.29447,5.3686,6.73836,4.78361,5.98339,5.6261,5.57353,4.50198,4.67823,5.94981,5.84464,6.45765,4.00696,4.67979,3.67127,5.26757,7.19232,9.70446,5.20657,3.60493,6.85795,5.06661,7.63452,4.01848,4.01158,3.06381,6.14167,6.97416,2.80266,6.3133,7.73492,4.56052,4.16557,5.81514,5.07384,9.81569,5.93154,4.8113,3.48749,5.16133,4.83545,4.05322,6.09701,7.57245,7.68715,3.00612,4.31592,7.32557,8.51095,5.76581,6.70983,8.63268,7.61634,6.32737,10.5063,7.90285,3.09385,5.81574,6.45091,7.32176,9.27663,5.03218,5.59695,4.02699,6.46969,5.26533,6.92614,7.99308,8.1221,4.23016,7.34021,4.16233,4.15741,4.53134,4.1683,3.73619,7.48322,4.7954,5.35936,7.13491,9.14234,5.24973,9.08962,4.43885,5.72327,7.26163,6.13952,7.33699,3.71408,8.73859,7.29481,4.45461,5.12214,6.80476,7.06654,7.40702,5.81201,4.0993,9.64872,6.74476,6.88997,6.93479,8.90016,4.85481,5.70621,5.85494,6.74157,3.21028,5.02975,2.90291,4.26538,3.74689,6.42489,4.01171,4.87558,6.07268,4.95823,5.27925,3.55453,3.33672,7.93944,5.68505,9.01085,6.70886,4.75462,3.84937,7.28622,9.27681,7.41421,5.77767,4.89992,6.84066,6.66776,4.35443,8.29507,7.46652,4.49027,6.73154,6.85711,4.67169,3.19501,5.61038,3.79258,6.51397,7.0473,7.6823,5.1533,5.60499,4.12537,4.47424,3.37564,5.67244,3.73736,4.11363,4.92125,2.98564,8.47466,6.63126,5.97288,6.36298
GSM806212,IPF,1,5.79415,6.87103,5.07545,8.24252,7.79195,5.62907,6.76577,6.19578,4.71851,4.5953,7.94736,5.70628,5.51226,4.81304,5.64857,4.00987,7.43479,4.83417,5.47565,5.17598,5.40026,5.84412,9.19756,8.996,11.7396,5.13074,5.63738,6.28169,7.01305,5.3591,7.59782,5.73343,5.2556,4.79117,6.77543,6.37173,7.12406,7.5242,5.3203,5.30806,5.07672,5.64679,4.8901,5.8451,4.48502,7.14039,5.48628,4.50403,5.2402,9.09018,5.82742,9.51618,8.28921,6.19434,9.61281,5.83105,5.52704,7.78568,6.80018,10.0977,4.99074,6.79787,8.65553,5.1553,3.99258,4.30357,8.36448,5.64983,7.9545,6.61774,7.19604,10.3937,10.708,10.4147,9.57834,6.44832,9.80562,5.70334,5.18017,5.5643,9.063,4.52887,5.47448,7.22121,7.80884,4.44141,6.44093,7.10743,5.58313,5.16172,6.15601,5.52861,5.74788,5.79918,5.02426,7.22315,5.04199,5.43459,5.29999,5.00055,7.69659,6.77241,8.24854,6.7649,7.08666,6.86165,6.82488,5.8393,4.42394,7.15585,4.98145,5.43012,11.6351,4.5012,6.82669,4.61687,5.52637,4.9589,5.92454,6.21878,6.33785,5.87459,4.49447,5.85111,5.96946,5.34155,8.00362,6.55197,6.70779,5.74432,4.93421,4.49845,8.04251,5.9675,4.21572,6.22488,8.4457,5.86659,7.26406,6.69566,5.04386,4.67296,6.44727,6.68041,5.28012,5.09419,6.75578,6.15309,5.14034,8.72993,7.39168,6.01476,6.31018,4.65029,3.64828,7.46455,7.3087,6.45864,6.11351,5.94127,6.08365,5.20046,4.08767,4.57672,6.14561,4.68177,7.86756,7.69219,6.18368,4.41581,4.53114,7.2364,3.49311,7.14627,8.63675,5.33631,7.58982,9.06493,5.41876,6.02149,6.28453,5.92004,5.75555,5.89626,6.26438,5.8242,9.10258,5.1267,4.89239,6.57004,4.23311,7.24715,9.83018,5.27727,4.4837,6.15543,6.37581,6.56926,5.3589,7.14069,7.05556,6.89298,8.22297,5.74578,8.43086,5.07365,4.76922,5.10726,5.53631,4.69588,4.97583,4.87002,9.40143,6.78451,3.08545,5.07738,5.73508,7.68293,5.99991,5.92776,7.30438,6.0883,7.1341,8.92704,7.28042,4.26127,4.55074,4.93799,6.36202,9.68949,6.37784,5.61972,8.18807,8.02821,4.54009,7.82375,7.8065,7.07428,5.47527,7.29087,6.12117,5.61184,5.42566,6.17432,5.97906,4.4649,3.71475,5.58623,6.49421,10.9665,9.37871,11.0941,4.07604,6.06181,5.98514,6.65339,7.21362,4.22774,7.05279,6.99783,6.07948,6.97824,7.3236,6.70404,6.85066,5.7225,7.89828,8.90856,8.80263,8.94066,3.92211,7.94194,4.8773,5.71179,4.71612,6.16952,5.94755,6.53387,5.39339,6.85416,5.45464,7.72949,4.77232,10.1929,5.23046,6.8232,6.54836,5.60889,4.86355,7.49035,4.74448,7.08589,6.94744,6.54169,5.60315,6.86682,9.84426,6.33452,4.67601,6.96884,8.95162,6.93314,7.58977,8.75647,7.77703,7.11542,6.75671,7.44101,7.30138,4.95128,8.27959,5.37458,4.76535,7.5986,5.77446,4.95335,5.45876,6.66199,4.84924,5.1149,6.65261,5.36401,5.78416,6.42385,5.67025,6.95338,5.45428,5.68006,5.85732
