sample_id,group,label,ABCA13,ABCA3,ACADL,ACTG2,ACVRL1,ADGB,ADH7,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ARMC3,ARMC4,ASPN,BPIFA1,BPIFB1,BTNL9,C11ORF70,C11ORF88,C12ORF75,C1ORF110,C1ORF194,C20ORF85,C6,C6ORF118,C6ORF165,C9ORF135,CACNA2D2,CAPN13,CAPS,CAPSL,CASC1,CCDC11,CCDC113,CCDC146,CCDC17,CCDC170,CCDC173,CCDC60,CCDC80,CCL13,CCL18,CD24,CDH2,CDH3,CDHR3,CFH,CHST9,CLCA2,CLDN1,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CPA3,CPB2,CRISPLD1,CRTAC1,CSF3R,CTSK,CWH43,CXCL13,CXCL14,CYP24A1,DCDC1,DCLK1,DES,DIO2,DNAAF1,DNAH10,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DRC1,DSC3,DTHD1,DUOX1,EFCAB1,EFCAB10,EFHC2,ENKUR,EPHA3,ERICH3,F2RL3,FAM216B,FAM81B,FAM83D,FANK1,FAP,FCN3,FIBIN,FIGF,FMO5,FNDC1,GEM,GOLM1,GPX3,GPX8,GRASP,GRIA1,GSTA1,HAS2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HPSE2,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IGJ,IL13RA2,IL18R1,IL18RAP,IL1RL1,INMT,IQCG,IQUB,ITGB8,ITLN2,KLHL13,KRT15,KRT5,LEPREL1,LPPR4,LRRC17,LRRC32,LRRC46,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MAP3K19,MDH1B,MFSD2A,MME,MMP1,MMP13,MMP7,MNS1,MORN5,MROH9,MS4A15,MS4A8,MSMB,MT1JP,MT1M,MUC16,MUC4,MUC5B,MXRA5,MYH11,NECAB1,NEK10,NEK5,NELL2,NPR1,OGN,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PEBP4,PGC,PIH1D2,PIP,PLA2G1B,PLA2G4F,PLEKHG7,PLEKHS1,PLLP,PLN,POSTN,PPAP2C,PROM1,PRUNE2,PSD3,PTCHD4,PTGFRN,PTPRB,RGCC,RGS22,ROPN1L,RPGRIP1L,RSPH1,RSPH10B2,RSPH4A,RTKN2,RXFP1,S100A12,S100A8,S1PR1,SCGB3A1,SCN1A,SERPINB3,SERPINB5,SERPIND1,SERPINI2,SFRP2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A4,SLCO2A1,SLCO4A1,SLN,SMAD6,SNTN,SOX2,SPAG17,SPAG6,SPATA17,SPATA18,SPP1,ST6GALNAC1,STOML3,STOX1,SULF1,SYNPO2,SYTL2,TDO2,TEKT1,TEX9,TGFB3,THY1,TMEM100,TMEM232,TMEM45A,TMPRSS4,TNC,TP63,TRIM2,TRIM29,TSPAN1,TTC25,UBXN10,UGT1A1,VCAM1,VIPR1,VSIG1,VTCN1,VWA3B,WDR16,WDR49,WDR63,WDR65,WDR66,WDR96,ZBBX,ZBTB16,ZNF385B,ZNF385D
GSM806204,IPF,1,3.97517,8.7305,6.18669,7.38073,6.3975,3.4403,3.3328,5.01066,4.17933,8.96877,4.00682,5.03235,3.64404,5.74227,5.54791,3.82696,3.97569,7.27031,3.99499,5.27962,6.25518,3.64526,4.02143,6.84092,3.02711,5.59779,6.45821,4.5144,4.31279,3.69189,3.56979,7.18647,5.39377,7.06932,3.8946,3.59699,3.93495,4.88393,5.27935,5.13127,5.10574,2.53443,4.076,9.05148,6.39164,11.0449,7.35317,4.80375,6.89844,5.63275,9.79603,3.81569,3.30673,7.9536,4.64728,6.59114,4.1575,8.06702,6.90581,5.6084,10.9499,11.15,10.7531,10.247,6.12862,7.18539,8.25044,5.10023,4.994,5.47888,6.65869,7.39037,3.48745,3.65794,7.82446,3.10788,3.43931,6.43107,7.22778,4.40237,5.92404,4.33323,4.28624,4.00114,5.13279,3.88586,4.23787,4.40475,4.34601,3.61421,3.35669,5.08393,7.89224,4.38727,3.94983,3.46377,3.75505,5.28169,4.04853,5.18821,4.77516,3.95477,5.81411,5.27132,5.97999,7.95372,5.60496,6.8551,6.29235,5.61923,7.2254,6.827,7.81458,6.16513,5.08592,5.4886,4.37282,7.01357,6.19149,5.98944,7.57262,5.19093,5.83562,8.09848,4.65066,6.17805,4.67506,5.03431,5.5904,6.63596,9.74346,4.5373,5.21624,5.77574,5.93154,8.54906,5.52048,3.4462,5.7565,3.66874,4.43681,4.45099,4.9613,6.29459,5.612,4.4926,6.47039,5.09762,4.13777,4.60316,6.88896,8.77471,5.18346,3.2475,4.1482,6.83997,6.52148,4.24711,3.53515,7.42985,4.01605,3.92497,2.96577,6.01882,5.35109,2.71137,6.09963,6.7445,4.24805,4.68184,4.71223,7.59995,7.92675,5.10709,4.00593,4.32889,4.8725,5.48103,6.28485,4.32024,6.41295,8.10258,5.17521,5.36338,7.63443,9.43329,3.18042,4.05678,5.67237,6.45203,3.32544,3.98938,7.40152,5.18104,8.13912,7.1471,4.20989,4.24192,6.33657,5.48251,7.45579,7.24306,8.60105,4.00236,5.0627,4.5005,5.1617,4.20545,4.12687,5.76568,3.84144,3.94437,5.79165,6.5885,6.83394,4.68333,3.1737,2.93924,5.38946,3.82413,8.71343,7.83325,7.02238,4.38792,5.14638,7.73599,5.3285,5.57796,9.26072,7.43496,5.64238,8.26258,5.74061,4.50723,6.40689,4.4262,4.88838,3.38904,5.37314,4.41996,6.70311,4.48264,4.91278,3.88691,3.23997,6.80704,6.94845,6.1811,5.14711,4.71653,4.53188,6.52832,7.04999,5.57202,5.25976,6.29797,4.07089,8.58417,3.87355,6.75998,4.98873,6.76293,4.39883,4.75815,3.67514,7.51495,6.92703,6.70268,4.28465,3.88704,4.23002,5.48554,3.91881,4.05816,4.9259,4.50584,3.86758,7.85809,5.84805,4.93888
GSM806205,IPF,1,4.22076,9.11686,6.69413,7.97927,7.27852,2.82963,3.4503,6.13639,3.91791,9.15296,3.82922,4.47531,3.61192,5.90647,8.57666,3.30301,3.58914,8.62019,4.19603,5.74894,5.39953,3.84651,3.62008,5.83256,3.58938,4.37779,5.45766,3.98288,3.98071,3.7413,3.38499,7.98238,4.66131,6.32861,3.53937,3.76335,3.83223,4.5731,5.10022,4.60645,4.81413,2.91929,3.81375,9.06332,7.01696,9.73201,6.54662,5.82708,6.09082,4.95952,10.3018,3.90728,3.49337,6.96576,4.00671,6.78716,4.57256,7.80088,6.99689,4.35026,10.7506,11.0164,10.7137,10.3444,5.42516,6.7649,8.53189,6.9321,4.52449,6.91356,6.63519,7.51693,3.24349,3.1624,6.2676,3.13914,3.2935,6.32369,8.38675,4.68035,4.78511,3.81181,3.75828,3.55479,4.23687,3.56704,4.16073,3.8358,4.09426,3.275,3.18949,4.3836,6.71948,3.7896,3.11561,3.78614,3.33103,6.89568,3.77403,5.31099,4.13192,3.76532,6.88894,4.79739,7.01567,7.93043,5.8518,8.65527,6.13681,6.26882,7.96367,6.93582,8.01717,7.16726,5.70787,6.1028,4.79297,9.52816,6.31101,8.22142,8.24374,4.09527,5.20814,9.02764,5.02623,7.3175,5.46165,5.57588,6.32686,7.00863,10.9583,5.5309,5.28993,4.19096,7.42777,8.9375,5.81636,3.4468,6.4627,4.14621,4.83512,4.12283,4.37166,7.53722,6.84205,5.94751,7.20393,4.67107,3.72799,5.02381,6.1934,8.37285,5.669,2.90885,3.66838,8.13261,7.30011,4.56116,2.98158,5.51005,4.56106,3.52112,2.81445,5.47996,4.49587,2.81554,5.69246,6.8743,3.98015,4.96851,4.61459,7.5155,8.56128,5.93363,3.76444,4.04665,3.79896,6.27299,6.14941,3.96172,5.90826,8.95202,5.12642,5.36207,7.28566,10.4622,3.22668,4.45725,6.04342,6.16293,2.89827,3.69733,7.07083,5.9162,10.4643,5.86226,3.91073,4.18404,7.30178,7.74721,7.54241,7.09219,9.30056,4.35972,4.50227,5.18996,4.39898,3.37221,4.31,7.80011,4.34061,4.99736,6.11502,7.0947,5.70778,5.46141,2.85786,2.76426,5.79571,3.2711,8.00024,7.44454,7.50541,3.76229,4.62406,5.37166,6.04215,5.0194,9.77284,6.81829,8.07106,8.63005,6.06039,4.60665,7.72172,3.85102,4.32922,3.26708,4.36593,4.20818,6.39236,6.17667,4.34225,3.54831,3.04606,7.16388,7.45375,6.42339,7.2806,3.76,4.08004,7.30335,7.94019,6.90676,5.12477,7.04786,3.89767,8.73952,4.03518,5.7097,4.39622,5.35355,3.78286,4.861,3.63567,8.92482,8.08554,4.94798,4.0063,3.57494,3.81692,4.75543,4.4948,3.78243,4.44109,3.88402,3.45572,7.27304,6.39729,5.08055
GSM806207,IPF,1,6.20626,5.00278,4.64316,8.26522,5.55689,5.19511,5.83991,4.04375,5.41528,6.57542,5.86097,7.74164,6.80641,6.24185,3.3813,5.83391,5.94217,8.12928,7.20681,10.8,5.5324,4.89462,5.73178,6.77776,4.26989,7.85132,8.52053,6.28631,5.93876,5.83535,5.1921,4.90866,6.83686,8.42454,5.14912,5.14067,5.87806,6.18927,6.98606,6.73582,6.2698,4.56289,5.23897,10.2844,5.27002,9.47893,8.19016,5.59304,6.75544,7.97337,10.494,5.97252,4.53572,8.40221,3.04262,7.99188,5.42707,8.98983,7.40517,6.26495,10.3745,11.0274,10.6539,9.9088,5.59932,8.2933,9.02861,3.29381,5.82464,4.87394,4.99445,8.31091,4.77561,3.84083,7.48235,4.33944,4.72235,7.09742,8.43246,5.20668,7.8431,6.41277,7.00354,5.88694,7.28894,6.15099,6.16915,6.4635,6.35531,5.34717,5.59949,7.39672,6.59594,7.34778,5.10459,5.30162,6.03905,6.66876,5.72062,4.56561,6.95631,5.62971,5.78683,6.84908,5.06815,5.22394,5.57978,6.2552,5.53404,5.2271,7.87984,7.19972,7.4721,6.42847,5.03834,4.92429,6.63105,7.33665,5.96609,4.88361,5.31715,5.29219,5.39017,8.20153,5.19318,4.95063,5.96611,7.42595,5.83039,7.17337,12.1601,5.5875,4.66556,3.90544,6.35894,8.67133,6.43568,4.97635,6.88787,4.08584,6.15732,6.47857,8.22925,5.02872,6.04139,5.34562,6.3893,7.25176,6.35373,4.98289,6.1048,9.5267,5.66793,4.65406,5.9287,5.31419,5.79367,7.05343,4.35461,8.77597,5.37607,5.38525,4.82669,5.3263,7.97999,6.60651,5.41302,5.63908,5.91347,6.85174,6.82185,7.45684,9.44702,4.1141,6.02607,5.7996,6.14356,5.22958,6.72914,5.92668,7.08585,7.2112,6.0537,6.784,4.62082,7.07591,4.57605,5.8392,4.31234,4.25011,4.30045,6.34276,6.44646,6.29405,9.23982,7.99638,6.98444,5.26202,6.89704,6.06887,7.96112,6.53907,7.70512,5.29855,7.11408,5.14835,6.87419,6.37146,6.25543,3.66359,3.12533,4.53436,4.88324,6.33177,8.36007,3.54021,2.73527,4.0435,4.24144,5.0673,9.61919,8.27909,5.94398,5.4175,6.31549,7.59428,4.85403,6.89148,7.68072,8.70141,4.35564,6.74653,4.52581,5.59401,5.76416,7.10348,6.88989,5.54823,7.76476,5.80151,7.97746,8.60295,6.1844,6.51243,4.21904,7.36779,8.56375,6.55112,4.22264,6.75674,6.27215,7.45151,7.43767,3.61519,7.83397,7.68255,5.81865,8.14934,5.96687,7.08461,6.40621,8.32172,5.68151,6.31045,6.22652,6.84545,5.87625,5.28193,5.7435,5.77675,6.4472,7.02696,5.3409,5.89177,6.53762,7.10212,6.88685,6.3136,4.34696,6.18388
GSM806208,IPF,1,7.53472,5.64559,5.0447,9.11047,5.68523,5.95123,6.75203,4.3404,6.69038,6.81806,7.16787,8.24463,5.93367,5.70761,3.44467,7.35364,7.23765,8.2271,9.51402,11.8248,5.32455,6.19561,6.83819,6.80696,5.95276,9.22888,9.67884,7.57645,6.80954,6.81565,6.44994,5.75747,8.65023,9.28656,6.3713,6.29113,7.23571,7.38763,8.32443,7.815,7.15252,5.60833,6.80843,8.82431,5.14149,10.3138,9.02349,6.24586,7.34097,9.00182,9.97534,7.01085,6.02173,8.4894,5.26992,8.75427,5.86167,8.18808,7.01255,6.42276,10.5278,10.9208,10.315,9.85293,6.08217,10.2866,8.72482,3.41901,6.31302,5.07079,5.91943,8.66918,6.43976,4.59136,7.52056,6.33317,5.793,6.12573,9.17886,5.41306,8.89715,7.59537,7.83207,7.43656,7.73135,6.94874,7.02148,7.68878,7.58687,6.40979,6.76179,8.51902,7.33001,8.00821,6.39458,5.6847,7.26977,6.10481,7.11552,5.19857,8.28851,6.86074,6.96885,8.14987,5.87443,6.07969,6.22154,6.0899,6.55485,5.65779,8.16354,8.15935,7.65238,6.70192,5.73353,4.83455,6.93627,7.58726,5.78546,5.28213,5.12796,6.96934,5.90627,8.50809,5.86372,5.49143,6.78143,8.34401,5.84045,5.98784,11.3103,5.55115,5.47614,5.20076,6.91297,8.32399,7.24542,6.14721,7.80892,3.45862,6.11653,7.64298,9.00086,4.58558,6.17834,5.57603,6.38201,8.39696,7.43162,5.92893,4.93266,9.27397,6.73204,5.67331,7.10696,5.88413,6.07827,7.86303,6.28377,9.50515,6.60345,6.39774,5.71541,6.49395,9.36349,5.4076,6.84878,7.51197,7.02952,7.95877,9.1574,7.64615,9.66116,4.22059,6.84645,6.8585,7.14727,4.71869,5.95248,6.69471,6.24526,7.76464,6.04146,5.57024,5.8849,7.21363,5.89126,7.56405,3.95721,4.359,5.81609,7.82133,6.82902,6.13983,9.01852,8.90923,9.01087,5.75721,7.28462,5.55219,7.89356,6.8885,8.50371,6.40575,7.84832,6.22935,7.68732,7.44475,7.8453,4.05007,3.6445,5.02926,5.93206,6.65624,9.81281,3.36584,5.36595,5.14872,5.60542,5.03873,8.27345,7.12248,5.90828,6.43668,6.94736,6.22257,4.33257,7.95925,7.59535,9.68464,4.21818,7.49364,6.32128,4.97507,5.56872,8.38755,7.67101,6.24985,8.89458,6.96077,9.17002,10.2717,7.04771,7.89746,5.42788,7.3995,8.37803,6.6811,3.97358,7.89199,6.94167,7.04255,7.21076,3.55556,8.68279,9.42466,7.2505,8.77748,6.29541,7.60259,7.02503,9.67204,6.92721,7.0148,6.02996,9.08472,6.51661,3.29457,7.0303,7.3244,7.23045,8.02443,6.7238,6.96823,7.45411,8.05226,7.765,8.77342,4.79384,5.41891
GSM806209,IPF,1,6.77718,8.60541,7.00919,8.12691,5.74203,5.843,6.23776,5.6157,5.91753,8.9507,7.05284,7.39809,4.86468,5.59108,5.77375,6.62394,6.33798,8.68382,7.04826,10.8487,5.32688,6.03151,6.96205,6.74214,6.14812,8.78065,9.12138,6.96108,6.45699,6.64292,6.45826,8.32615,7.29402,8.61166,6.36197,6.13314,7.22489,7.17926,7.97668,6.75779,7.25874,5.2762,6.1185,7.80566,6.80835,11.3372,9.27183,5.42989,7.45057,8.98573,9.80649,6.78881,7.3126,8.74388,4.46368,7.8901,5.75705,7.76422,6.7907,6.20685,9.63535,10.4598,10.2336,9.54083,6.35533,8.90242,9.50317,7.40863,6.03758,4.90935,6.44964,7.78418,5.51507,4.11679,6.71314,4.71224,5.26587,5.68857,7.8385,4.69626,8.0198,6.84419,7.31631,6.35403,7.49837,6.53421,6.72021,7.16151,6.69802,6.09974,6.37593,8.05437,8.06358,7.34065,6.80328,5.63315,6.84203,6.11202,6.87861,4.8666,8.68609,6.74771,6.11396,7.15547,5.89206,7.15844,5.92818,5.84919,8.26697,6.9493,7.83205,7.99456,7.7443,6.80805,4.57901,4.67066,7.05078,6.16179,5.4339,5.98888,5.96184,6.57233,5.20434,8.51886,5.20055,7.85331,7.09356,7.75584,5.51763,5.7801,11.551,6.41985,4.89239,4.29688,7.07119,8.27314,7.04281,5.95121,7.26172,3.42374,5.69864,6.98552,7.8902,7.50318,6.24784,5.26287,5.79453,7.94519,7.11871,5.6705,6.38615,9.07437,6.00822,5.57621,6.64423,6.76536,7.55995,7.01489,5.09397,8.09102,6.61154,5.63641,5.44708,7.03167,8.58452,7.38857,5.26789,5.3064,6.81729,6.56354,7.43367,6.93507,9.01638,4.64595,6.55169,6.49933,6.2133,5.79305,6.38487,6.21924,5.56245,8.5515,5.19968,6.25639,8.90616,11.0739,5.70717,6.42524,7.0886,6.58937,4.73008,6.80533,7.1883,6.66676,8.15798,8.02387,7.53908,5.54291,7.70319,6.63264,7.73456,6.88389,8.14722,6.46554,7.77388,6.20199,7.16896,6.70918,7.12515,5.61892,3.69383,3.98534,5.65109,6.75096,8.1556,4.74078,7.49612,4.88363,5.85195,4.73377,7.71487,6.49131,7.02604,6.11855,7.0619,6.85275,6.85098,7.58938,9.88792,9.14666,6.32627,7.7854,4.89765,3.78356,6.5307,8.05561,7.15095,6.42462,8.49615,6.52707,8.77587,8.83832,6.81408,6.73928,6.01221,6.71024,7.4545,6.93894,5.06693,7.09906,6.72036,6.19328,6.34834,5.50403,8.44571,7.61826,6.22361,8.17016,5.64667,7.51436,6.57243,8.72432,6.91132,6.34935,5.50037,6.48201,7.00136,7.30048,5.91615,6.60132,6.41704,7.43393,6.52227,6.58114,6.81552,7.72287,7.49029,7.35191,6.72988,4.89414
GSM806210,IPF,1,3.84886,7.8148,6.7383,8.75171,6.73265,2.97325,3.39084,5.85073,3.74653,9.74285,3.70205,6.57977,6.24048,6.67519,5.75553,3.2608,3.92671,8.44339,3.89464,4.79781,6.94596,3.84284,3.55293,5.74469,3.16573,4.29832,5.04001,6.18737,4.09488,3.67307,2.95001,7.45736,5.29906,6.41815,3.54742,3.45926,3.72046,4.58233,4.96278,4.936,4.70561,2.96826,3.72461,10.3902,5.98238,9.75008,7.58166,6.33864,6.48307,5.59565,10.6359,3.82989,3.05542,7.63014,4.32586,6.50325,4.78676,8.94117,7.0869,4.9493,10.1171,11.0647,10.414,9.81404,5.91481,6.76406,9.26458,6.30734,5.66162,4.5557,6.11548,7.96092,3.17699,3.36226,7.83868,3.07966,2.97483,7.11507,8.9881,5.38925,4.49025,3.42128,3.3155,3.52206,5.14655,3.51926,4.48316,3.75667,4.05207,3.24303,3.89875,4.67298,6.99917,3.92882,3.41949,3.75982,2.96616,7.56974,3.31126,4.84851,3.92318,3.62602,6.3836,5.23814,5.79713,7.60538,6.88691,7.69604,6.83582,6.62782,8.16864,6.93934,8.04098,6.7943,5.8981,5.62479,4.11266,7.57852,6.118,6.74048,6.40855,5.72112,6.28747,8.79704,5.61801,6.36958,5.44249,5.25757,6.37427,7.90677,11.5469,4.81394,6.0637,4.59903,7.69669,9.4616,4.94058,3.29447,6.73836,4.78361,5.57353,4.50198,4.67823,6.5106,6.57797,5.84464,6.45765,4.00696,3.67127,5.26757,7.19232,9.70446,5.20657,2.87688,3.60493,6.85795,7.63452,3.37323,3.51892,4.01848,4.01158,3.06381,2.84167,6.14167,4.17055,2.80266,5.71727,6.3133,4.56052,4.16557,5.81514,7.27076,9.81569,4.8113,3.48749,3.96237,4.83545,6.09701,7.68715,4.31592,7.32557,8.51095,5.76581,6.70983,7.61634,10.5063,3.09385,4.45675,5.81574,6.45091,2.97804,3.2767,7.32176,7.09164,9.27663,6.68987,4.02699,5.26533,6.92614,6.98674,7.99308,8.1221,8.24505,4.23016,4.16233,4.53134,4.1683,3.39354,3.73619,7.48322,4.7954,3.81105,5.35936,7.13491,5.24973,4.43885,2.68287,2.79463,4.50256,3.71408,9.47883,8.73859,7.29481,4.45461,5.12214,6.80476,5.81201,4.0993,9.64872,6.74476,6.93479,8.90016,4.85481,5.85494,6.74157,3.21028,4.71581,2.90291,4.26538,3.74689,6.42489,4.87558,4.95823,3.55453,3.33672,7.93944,9.01085,6.70886,4.75462,3.84937,4.62873,7.28622,7.41421,5.77767,4.89992,6.84066,4.35443,8.29507,4.49027,6.85711,4.67169,5.61038,3.79258,4.85149,3.70546,7.0473,7.6823,5.60499,4.12537,3.37564,3.71137,5.67244,3.73736,3.56484,4.11363,3.63942,2.98564,8.47466,6.63126,5.97288
GSM806212,IPF,1,5.79415,6.87103,5.07545,7.79195,5.62907,3.98531,6.76577,4.71851,4.5953,7.94736,5.70628,5.51226,4.81304,5.64857,4.00987,5.17598,5.40026,9.19756,8.996,11.7396,5.13074,5.00016,5.63738,6.28169,4.42076,7.01305,7.59782,5.73343,5.2556,5.3385,4.79117,6.77543,7.12406,7.5242,5.30806,5.07672,5.68524,5.8451,7.14039,5.48628,6.03008,4.89019,5.2402,9.09018,5.82742,9.51618,9.61281,5.52704,7.78568,6.80018,10.0977,6.79787,7.2862,8.65553,4.30357,8.36448,5.64983,7.9545,6.61774,7.19604,10.3937,10.708,10.4147,9.57834,6.44832,9.80562,8.79139,5.08754,5.70334,5.18017,5.5643,9.063,4.52887,5.47448,7.22121,7.80884,4.44141,6.44093,7.10743,5.58313,6.15601,5.52861,5.79918,5.02426,7.22315,5.04199,5.43459,5.29999,5.00055,4.81272,8.24854,6.7649,7.08666,5.8393,4.64985,4.98145,5.43012,5.74597,5.62628,4.5012,6.83939,5.52637,4.9589,5.92454,6.21878,5.87459,5.34155,6.68227,6.70779,5.74432,8.04251,8.4457,7.26406,6.69566,5.04386,4.67296,6.44727,7.89643,5.28012,5.09419,6.75578,6.15309,5.14034,8.72993,4.65029,7.46455,7.3087,6.45864,6.11351,5.94127,11.7313,6.08365,5.20046,4.08767,6.14561,7.69219,6.18368,4.41581,7.2364,3.49311,5.33631,7.58982,9.06493,5.99743,6.19778,6.02149,6.28453,5.92004,5.89626,6.26438,5.8242,9.10258,5.1267,4.33813,4.89239,6.57004,7.24715,10.3615,7.16812,9.83018,5.27727,4.4837,4.57834,6.15543,7.32741,6.56926,5.42654,5.3589,7.05556,6.89298,8.22297,7.37507,8.43086,4.76922,5.10726,5.46475,4.69588,4.87002,6.78451,5.07738,5.73508,7.68293,5.99991,5.92776,6.0883,8.92704,4.26127,6.75446,4.55074,4.93799,4.52383,7.147,6.36202,6.29933,9.68949,8.37519,8.18807,4.54009,7.82375,6.87891,7.8065,7.07428,8.30186,5.47527,6.12117,5.42566,6.17432,5.36971,5.97906,4.4649,3.71475,4.21613,5.58623,6.49421,9.37871,4.07604,7.4636,6.94124,5.70959,4.22774,8.31805,7.05279,6.99783,6.07948,6.97824,7.3236,5.7225,7.89828,8.90856,8.80263,3.92211,7.94194,4.8773,4.71612,6.16952,5.94755,7.57977,5.39339,6.85416,5.45464,7.72949,10.1929,6.8232,5.60889,4.86355,7.49035,7.08589,6.94744,6.54169,5.60315,6.83363,6.86682,6.33452,4.67601,6.96884,8.95162,7.58977,8.75647,7.11542,7.44101,7.30138,8.27959,5.37458,5.39205,6.2011,7.5986,5.77446,5.45876,6.66199,5.1149,5.47459,6.65261,5.36401,4.95265,5.78416,6.50964,5.67025,6.95338,5.45428,5.68006
GSM806214,IPF,1,5.19508,7.31542,6.10162,7.5613,6.92125,5.65688,5.28661,5.17807,5.67291,9.53883,6.38487,7.93925,5.23781,5.60537,7.30946,6.39239,6.42304,7.16118,3.81356,6.8361,6.43778,5.20296,6.85888,6.93997,4.17833,8.11733,8.59672,6.59649,6.76667,6.04875,5.86495,6.73464,6.28754,8.86533,5.80379,5.86574,6.17207,6.62656,7.5793,6.63343,6.74676,5.251,5.79411,8.14479,5.60617,9.33867,7.34466,5.09652,6.30629,7.9572,9.36068,6.12749,4.06215,7.00872,4.17666,8.20731,4.78239,8.0846,6.4461,5.56992,10.5797,10.9639,10.2647,9.70202,5.13784,7.68478,8.9806,5.69914,5.45418,6.18235,5.37494,8.66637,5.85854,3.18393,5.53231,3.64725,5.47345,5.52122,7.76378,4.16287,8.8019,6.7975,7.32857,6.09626,6.99668,6.60359,6.60386,6.44474,6.67716,5.99773,4.78223,8.04535,7.21066,7.26787,5.8232,5.61023,6.35319,6.07384,6.29148,4.72426,7.92488,5.93651,4.87588,6.71081,6.06433,8.36255,6.05767,8.86333,6.73717,5.43777,7.17784,7.1114,8.38951,6.44416,5.31111,6.59224,6.01711,6.4451,6.11782,7.02161,6.77937,6.00527,6.11179,8.25741,5.19094,7.05704,5.58237,7.94223,6.74349,5.60819,11.0556,4.12905,5.22347,4.86238,6.58169,9.37546,6.59926,5.73731,6.67872,4.57701,5.98091,5.98789,7.70888,6.10729,5.94358,5.04709,6.89943,7.51081,6.44192,5.11908,5.8523,9.00053,6.08153,5.21612,5.90456,5.91233,7.63503,5.66847,3.73008,7.69892,6.32792,5.60072,5.77892,7.29582,8.18865,2.63801,5.1843,5.35525,3.85956,6.77677,4.72983,6.71978,9.12899,5.29016,6.30471,6.21122,6.74895,5.86374,6.11214,6.10946,6.31129,8.34985,5.72871,5.46102,6.84632,6.68343,5.44363,5.02797,5.31776,5.17993,4.45792,5.09633,7.45496,6.08515,8.22811,7.58293,5.51925,4.58159,6.92965,4.97526,7.04215,8.3974,8.86796,6.14051,7.49569,5.7147,7.18736,6.96587,6.79566,7.94936,4.97026,3.76651,4.71954,6.73069,8.32364,3.97198,2.76838,4.0162,3.6999,5.03095,7.27735,6.57615,7.12181,6.17762,6.49613,6.8933,5.75935,6.42617,9.20179,8.66948,9.19769,8.61342,4.61979,3.54001,7.90688,7.93438,7.53027,6.17666,7.9361,6.3976,8.12348,6.18653,6.2064,6.99087,4.75999,6.62912,7.55244,6.58604,4.38631,7.14306,6.44547,6.41062,6.59992,7.17774,8.0339,7.30489,4.64656,7.30135,6.3143,6.95076,6.40184,8.30277,6.35795,6.0239,5.44198,6.88591,8.46824,3.59232,5.21758,6.06199,6.77894,7.34447,5.99492,6.37691,6.68059,7.35758,7.3761,7.08042,5.53584,4.50406
