series_id,group,broad_celltype,fine_celltype,gene_symbol,cells,mean_norm_count_per_10k,log1p_mean_norm,detected_cells,detection_fraction
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,ITGA1,79,0.13322719308543543,0.1250694854083651,12,0.1518987341772152
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,ITGA2,79,0.14096136295433478,0.13187120786516882,7,0.08860759493670886
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,ITGA4,79,0.03549314907002348,0.0348777857717638,2,0.02531645569620253
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,ITGAV,79,0.30500866073833094,0.26620967733373124,24,0.3037974683544304
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,ITGB1,79,2.365206258145068,1.2134892563579143,66,0.8354430379746836
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,LEF1,79,0.0,0.0,0,0.0
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,LRP6,79,0.3549854026580224,0.30379068132752673,28,0.35443037974683544
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,MIF,79,10.709104680593452,2.4603667170088306,76,0.9620253164556962
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,POSTN,79,0.1728106309813418,0.15940311672490828,2,0.02531645569620253
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,PTGFRN,79,0.09873411961057513,0.09415871677111842,10,0.12658227848101267
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,SPP1,79,0.02248486206661365,0.022235804000399532,1,0.012658227848101266
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TCF7L2,79,0.3703885587560861,0.31509431915760766,29,0.3670886075949367
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TGFB1,79,0.21821105315819805,0.19738343273173445,10,0.12658227848101267
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TGFBR1,79,0.09239004461078484,0.08836799725730785,12,0.1518987341772152
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TGFBR2,79,1.6440731235565684,0.9723205780202339,64,0.810126582278481
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TNF,79,0.0,0.0,0,0.0
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TNFRSF12A,79,1.1234083924159206,0.7530225299376087,48,0.6075949367088608
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TNFRSF1A,79,0.6886791395435368,0.5239466491120094,47,0.5949367088607594
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TNFSF12,79,0.05384503205264025,0.052445410896379094,7,0.08860759493670886
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,TNIK,79,0.374723384525227,0.31825253598940795,30,0.379746835443038
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,WNT5A,79,0.18077777861308048,0.1661733557617561,21,0.26582278481012656
GSE135893,Control,Epithelial,Proliferating Epithelial Cells,WNT7B,79,0.20970082900573853,0.19037308028204897,21,0.26582278481012656
GSE135893,Control,Immune,Monocytes,CCL2,2854,0.07795026869800517,0.07506133848944407,39,0.013665031534688158
GSE135893,Control,Immune,Monocytes,CCR2,2854,0.33423327018718174,0.28835679741407605,372,0.13034337771548704
GSE135893,Control,Immune,Monocytes,CD24,2854,0.015842391238216447,0.01571821038885493,18,0.006306937631394534
GSE135893,Control,Immune,Monocytes,CD44,2854,4.518116985767848,1.70803667632568,2147,0.7522775052557814
GSE135893,Control,Immune,Monocytes,CD74,2854,69.21227185873168,4.251523108556234,2842,0.9957953749124037
GSE135893,Control,Immune,Monocytes,CDH3,2854,0.0,0.0,0,0.0
GSE135893,Control,Immune,Monocytes,COL14A1,2854,0.001299167311703237,0.0012983241240668711,1,0.000350385423966363
GSE135893,Control,Immune,Monocytes,COL1A1,2854,0.002466765691966058,0.002463728219606125,4,0.001401541695865452
GSE135893,Control,Immune,Monocytes,COL3A1,2854,0.0011318577570620279,0.0011312176890027215,2,0.000700770847932726
GSE135893,Control,Immune,Monocytes,CTNNB1,2854,1.0744075849220347,0.7296756116770302,1015,0.35564120532585847
GSE135893,Control,Immune,Monocytes,CXCL12,2854,0.057547455910060226,0.05595250649648671,67,0.023475823405746322
GSE135893,Control,Immune,Monocytes,CXCR4,2854,3.2031389863009743,1.4358316238324016,1590,0.5571128241065172
GSE135893,Control,Immune,Monocytes,FZD1,2854,0.05962978395551152,0.05791958669902179,91,0.03188507358093903
GSE135893,Control,Immune,Monocytes,FZD2,2854,0.056887501663990175,0.05532826949630232,78,0.027330063069376315
GSE135893,Control,Immune,Monocytes,FZD5,2854,0.03338760514656352,0.03284234255338328,37,0.01296426068675543
GSE135893,Control,Immune,Monocytes,IL1B,2854,4.36820317477942,1.6804932482041255,1022,0.358093903293623
