series_id,group,broad_celltype,fine_celltype,gene_symbol,cells,mean_norm_count_per_10k,log1p_mean_norm,detected_cells,detection_fraction
GSE136831,Control,Myeloid,Dendritic_A,SPP1,1233,0.2697832868000502,0.2388462455948638,102,0.0827250608272506
GSE136831,Control,Myeloid,Dendritic_A,TCF7L2,1233,0.44001602715564364,0.36465424349516856,199,0.16139497161394972
GSE136831,Control,Myeloid,Dendritic_A,TGFB1,1233,1.9160957974935415,1.070245665970825,660,0.5352798053527981
GSE136831,Control,Myeloid,Dendritic_A,TGFBR1,1233,0.6582732064538079,0.5057768238703413,359,0.2911597729115977
GSE136831,Control,Myeloid,Dendritic_A,TGFBR2,1233,0.9708244547068561,0.6784519601284736,443,0.35928629359286296
GSE136831,Control,Myeloid,Dendritic_A,TNF,1233,0.12587669445273217,0.11856201613028064,69,0.05596107055961071
GSE136831,Control,Myeloid,Dendritic_A,TNFRSF12A,1233,0.08792386173067057,0.08427116595807736,75,0.06082725060827251
GSE136831,Control,Myeloid,Dendritic_A,TNFRSF1A,1233,0.9444698616363386,0.6649893752065036,503,0.40794809407948096
GSE136831,Control,Myeloid,Dendritic_A,TNFSF12,1233,0.3816056426875767,0.3232463320107645,291,0.2360097323600973
GSE136831,Control,Myeloid,Dendritic_A,TNIK,1233,0.10560395045887219,0.100391747160623,64,0.05190592051905921
GSE136831,Control,Myeloid,Dendritic_A,WNT5A,1233,0.08859251298388195,0.08488558933849841,62,0.050283860502838604
GSE136831,Control,Myeloid,Dendritic_A,WNT7B,1233,0.0027006355410969128,0.0026969953772983087,3,0.0024330900243309003
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CCL2,129,0.6003960641346078,0.47025113869687396,28,0.21705426356589147
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CCR2,129,0.08679574645335748,0.08323368473589444,14,0.10852713178294573
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CD24,129,0.005248434654364336,0.005234709623543371,1,0.007751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CD44,129,9.294800971624902,2.331639007764941,121,0.937984496124031
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CD74,129,43.26405137930316,3.790172866342089,128,0.9922480620155039
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CDH3,129,0.01047290811501001,0.01041844712609254,2,0.015503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,COL14A1,129,0.04712215307955788,0.0460455946910131,9,0.06976744186046512
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,COL1A1,129,0.007069115356293002,0.007044246293067079,2,0.015503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,COL3A1,129,0.012505187110281256,0.012427643057316987,2,0.015503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CTNNB1,129,3.851879149900785,1.5793660834964238,120,0.9302325581395349
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CXCL12,129,0.0042418265305040346,0.004232855344874556,1,0.007751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,CXCR4,129,4.423005829030714,1.6906502427303198,114,0.8837209302325582
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,FZD1,129,0.037999813613395564,0.037295605180478045,8,0.06201550387596899
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,FZD2,129,0.036987627698259265,0.03631999831629344,7,0.05426356589147287
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,FZD5,129,0.018543676857033595,0.01837383927731242,4,0.031007751937984496
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,IL1B,129,2.518265139048944,1.2579680098907378,71,0.5503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,IL1R1,129,0.7211334866767708,0.5429830776594986,56,0.43410852713178294
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,ITGA1,129,0.05777608136743113,0.05616866771649126,9,0.06976744186046512
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,ITGA2,129,0.006573556551361761,0.006552044948857024,2,0.015503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,ITGA4,129,0.483400331954256,0.3943369740996242,50,0.3875968992248062
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,ITGAV,129,0.9732823648928397,0.679698331292639,73,0.5658914728682171
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,ITGB1,129,1.0614534476734492,0.7234112911361125,87,0.6744186046511628
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,LEF1,129,0.006089981918843682,0.006071512924919369,1,0.007751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,LRP6,129,0.023558071445846242,0.023284862610146874,2,0.015503875968992248
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,POSTN,129,0.005802348790790512,0.005785579999362264,1,0.007751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,PTGFRN,129,0.10258443241464492,0.09765690809557992,13,0.10077519379844961
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,SPP1,129,3.662850096030527,1.5396268697714879,30,0.23255813953488372
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TCF7L2,129,1.0290928196956948,0.7075888063205975,76,0.5891472868217055
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TGFB1,129,1.4139783748949326,0.8812761644309616,88,0.6821705426356589
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TGFBR1,129,0.44852173949748675,0.370543546397342,53,0.4108527131782946
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TGFBR2,129,0.8931927424134,0.6382646855402838,77,0.5968992248062015
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TNF,129,0.11602619072480391,0.10977433207514216,16,0.12403100775193798
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TNFRSF12A,129,0.09782172984996827,0.09332797093480938,13,0.10077519379844961
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TNFRSF1A,129,1.2546555992174846,0.8129972336708504,91,0.7054263565891473
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TNFSF12,129,0.17589852260910344,0.16203255545483175,31,0.24031007751937986
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,TNIK,129,0.09646315832122399,0.0920896889690863,10,0.07751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,WNT5A,129,0.08083858313680686,0.0777372057098732,10,0.07751937984496124
GSE136831,Control,Myeloid,Dendritic_CellCycle_A,WNT7B,129,0.005096941274571718,0.005083995838844185,1,0.007751937984496124
GSE136831,Control,Lymphoid,B,CCL2,1227,0.07285138997689902,0.0703199545010662,23,0.018744906275468622
GSE136831,Control,Lymphoid,B,CCR2,1227,0.009396958680483089,0.00935308192214397,5,0.004074979625101874
GSE136831,Control,Lymphoid,B,CD24,1227,0.5108112997383456,0.41264679113607516,179,0.1458842705786471
GSE136831,Control,Lymphoid,B,CD44,1227,4.346654194976544,1.676470981157166,740,0.6030969845150774
GSE136831,Control,Lymphoid,B,CD74,1227,37.26031928419622,3.644413309094804,1190,0.9698451507742462
GSE136831,Control,Lymphoid,B,CDH3,1227,0.07685206704070373,0.07404203223181505,31,0.02526487367563162
GSE136831,Control,Lymphoid,B,COL14A1,1227,0.051648467163554854,0.05035890178409526,23,0.018744906275468622
GSE136831,Control,Lymphoid,B,COL1A1,1227,0.031028028785534466,0.030556390684236864,13,0.010594947025264874
GSE136831,Control,Lymphoid,B,COL3A1,1227,0.002835754784343685,0.0028317416168609703,1,0.0008149959250203749
GSE136831,Control,Lymphoid,B,CTNNB1,1227,2.0871568656857344,1.1272505591579587,494,0.4026079869600652
GSE136831,Control,Lymphoid,B,CXCL12,1227,0.0019203485509433906,0.0019185070388513278,1,0.0008149959250203749
GSE136831,Control,Lymphoid,B,CXCR4,1227,10.52804665242489,2.4447829055683603,1005,0.8190709046454768
GSE136831,Control,Lymphoid,B,FZD1,1227,0.013393523829422759,0.01330462350187637,1,0.0008149959250203749
GSE136831,Control,Lymphoid,B,FZD2,1227,0.003462174702720369,0.003456195173359898,1,0.0008149959250203749
GSE136831,Control,Lymphoid,B,FZD5,1227,0.021155448527121683,0.020934778844336848,6,0.004889975550122249
GSE136831,Control,Lymphoid,B,IL1B,1227,0.10838762489498244,0.10290636910764164,38,0.030969845150774247
GSE136831,Control,Lymphoid,B,IL1R1,1227,0.03942451138253746,0.038667205556342704,14,0.011409942950285249
GSE136831,Control,Lymphoid,B,ITGA1,1227,0.04911048206475086,0.04794264518832684,17,0.013854930725346373
GSE136831,Control,Lymphoid,B,ITGA2,1227,0.005677621337403593,0.005661564393540619,4,0.0032599837000814994
GSE136831,Control,Lymphoid,B,ITGA4,1227,0.7660496473456402,0.5687452146663596,209,0.17033414832925836
GSE136831,Control,Lymphoid,B,ITGAV,1227,0.2122337659963423,0.19246474528349905,79,0.06438467807660962
GSE136831,Control,Lymphoid,B,ITGB1,1227,0.9350970513216943,0.6601574809457949,249,0.20293398533007334
GSE136831,Control,Lymphoid,B,LEF1,1227,0.009490371619510149,0.009445620953611211,5,0.004074979625101874
GSE136831,Control,Lymphoid,B,LRP6,1227,0.03317921494689776,0.03264066487391423,16,0.013039934800325998
GSE136831,Control,Lymphoid,B,POSTN,1227,0.0026782529479566575,0.0026746728194319007,2,0.0016299918500407497
GSE136831,Control,Lymphoid,B,PTGFRN,1227,0.009111368975221202,0.00907011087540152,5,0.004074979625101874
GSE136831,Control,Lymphoid,B,SPP1,1227,0.08639952561132998,0.08286904116105237,30,0.02444987775061125
GSE136831,Control,Lymphoid,B,TCF7L2,1227,0.1818755337628496,0.16710261205425836,73,0.059494702526487364
GSE136831,Control,Lymphoid,B,TGFB1,1227,2.015247116298344,1.1036817891084318,444,0.36185819070904646
GSE136831,Control,Lymphoid,B,TGFBR1,1227,0.5974692484288889,0.46842065727450066,172,0.1401792991035045
GSE136831,Control,Lymphoid,B,TGFBR2,1227,2.0725416382268413,1.122505114270813,441,0.3594132029339853
GSE136831,Control,Lymphoid,B,TNF,1227,0.16380741220471645,0.15169688218794283,55,0.04482477587612062
GSE136831,Control,Lymphoid,B,TNFRSF12A,1227,0.004996901166684885,0.0049844580900513915,3,0.0024449877750611247
GSE136831,Control,Lymphoid,B,TNFRSF1A,1227,0.037961094542532825,0.0372583028683631,20,0.016299918500407497
GSE136831,Control,Lymphoid,B,TNFSF12,1227,0.05076041767392246,0.049514109366357854,20,0.016299918500407497
GSE136831,Control,Lymphoid,B,TNIK,1227,0.3703092950519142,0.31503647717106115,105,0.08557457212713937
GSE136831,Control,Lymphoid,B,WNT5A,1227,0.0,0.0,0,0.0
GSE136831,Control,Lymphoid,B,WNT7B,1227,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CCL2,226,10.911712812707274,2.4775221860168077,108,0.4778761061946903
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CCR2,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CD24,226,0.008109931746814418,0.008077222975280096,1,0.004424778761061947
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CD44,226,0.2505416066385234,0.22357674278405382,19,0.084070796460177
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CD74,226,5.45813556430479,1.8653406638012349,153,0.6769911504424779
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CDH3,226,0.018388829821448304,0.018221799840192256,3,0.01327433628318584
GSE136831,Control,Endothelial,Vascular-Endothelial_A,COL14A1,226,0.05565445801594596,0.05416091394871796,6,0.02654867256637168
GSE136831,Control,Endothelial,Vascular-Endothelial_A,COL1A1,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,COL3A1,226,0.15140727447965055,0.14098491118268383,10,0.04424778761061947
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CTNNB1,226,3.030600603749405,1.3939153980426873,122,0.5398230088495575
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CXCL12,226,0.16799430806251456,0.15528801116001256,9,0.03982300884955752
GSE136831,Control,Endothelial,Vascular-Endothelial_A,CXCR4,226,0.0988341953315088,0.09424979536951503,7,0.030973451327433628
GSE136831,Control,Endothelial,Vascular-Endothelial_A,FZD1,226,0.030726681461867078,0.03026406946453453,3,0.01327433628318584
GSE136831,Control,Endothelial,Vascular-Endothelial_A,FZD2,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,FZD5,226,0.04692780290031101,0.04585997335065308,7,0.030973451327433628
GSE136831,Control,Endothelial,Vascular-Endothelial_A,IL1B,226,0.033273944413661875,0.03273234802327706,4,0.017699115044247787
GSE136831,Control,Endothelial,Vascular-Endothelial_A,IL1R1,226,18.39463214719642,2.9649963343391055,194,0.8584070796460177
GSE136831,Control,Endothelial,Vascular-Endothelial_A,ITGA1,226,0.49357692700616207,0.401173865219094,30,0.13274336283185842
GSE136831,Control,Endothelial,Vascular-Endothelial_A,ITGA2,226,0.40571229521139346,0.3405441459996912,18,0.07964601769911504
GSE136831,Control,Endothelial,Vascular-Endothelial_A,ITGA4,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,ITGAV,226,3.316645974371762,1.4624787058841164,126,0.5575221238938053
GSE136831,Control,Endothelial,Vascular-Endothelial_A,ITGB1,226,1.6102733611833782,0.9594549519357467,94,0.415929203539823
GSE136831,Control,Endothelial,Vascular-Endothelial_A,LEF1,226,0.04589160930939625,0.04486973628620199,6,0.02654867256637168
GSE136831,Control,Endothelial,Vascular-Endothelial_A,LRP6,226,0.2796874432798954,0.24661586317594805,18,0.07964601769911504
GSE136831,Control,Endothelial,Vascular-Endothelial_A,POSTN,226,1.3626328256632014,0.8597766013082775,54,0.23893805309734514
GSE136831,Control,Endothelial,Vascular-Endothelial_A,PTGFRN,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,SPP1,226,0.056597366203483705,0.05505371303579471,6,0.02654867256637168
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TCF7L2,226,3.125970994569024,1.4173013847089415,109,0.4823008849557522
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TGFB1,226,0.6178124755384409,0.4810749129939386,47,0.2079646017699115
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TGFBR1,226,0.20364413691900998,0.18535373585497839,14,0.061946902654867256
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TGFBR2,226,3.4350513703795063,1.4895391986436168,124,0.5486725663716814
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TNF,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TNFRSF12A,226,0.137412165957596,0.1287556521210275,14,0.061946902654867256
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TNFRSF1A,226,1.647199874717175,0.9735024302987211,99,0.43805309734513276
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TNFSF12,226,0.12095402221913036,0.11418012827933235,14,0.061946902654867256
GSE136831,Control,Endothelial,Vascular-Endothelial_A,TNIK,226,0.032064670662107046,0.031561330466237464,3,0.01327433628318584
GSE136831,Control,Endothelial,Vascular-Endothelial_A,WNT5A,226,0.0,0.0,0,0.0
GSE136831,Control,Endothelial,Vascular-Endothelial_A,WNT7B,226,0.0,0.0,0,0.0
GSE136831,Control,Lymphoid,T,CCL2,4410,0.04702331046777035,0.04595119569764661,48,0.010884353741496598
GSE136831,Control,Lymphoid,T,CCR2,4410,0.02916000132918271,0.028742936823733696,35,0.007936507936507936
GSE136831,Control,Lymphoid,T,CD24,4410,0.0012092241276887258,0.0012084936050443331,2,0.00045351473922902497
GSE136831,Control,Lymphoid,T,CD44,4410,8.617504765374592,2.2635848511341403,3120,0.7074829931972789
GSE136831,Control,Lymphoid,T,CD74,4410,3.948376528114894,1.599059548667122,2312,0.5242630385487528
GSE136831,Control,Lymphoid,T,CDH3,4410,0.04989561879506381,0.04869074855649591,59,0.013378684807256236
GSE136831,Control,Lymphoid,T,COL14A1,4410,0.05012957117664993,0.04891355767675901,60,0.013605442176870748
GSE136831,Control,Lymphoid,T,COL1A1,4410,0.013736552471830405,0.013643061226906582,19,0.004308390022675737
GSE136831,Control,Lymphoid,T,COL3A1,4410,0.004339473254283705,0.004330084890790431,6,0.0013605442176870747
GSE136831,Control,Lymphoid,T,CTNNB1,4410,1.9208102109532534,1.0718610472971855,1424,0.32290249433106577
GSE136831,Control,Lymphoid,T,CXCL12,4410,0.00178797962637184,0.001786383093561824,3,0.0006802721088435374
GSE136831,Control,Lymphoid,T,CXCR4,4410,13.314357683211432,2.6612630673520736,3412,0.7736961451247165
GSE136831,Control,Lymphoid,T,FZD1,4410,0.0012056832873722867,0.0012049570349725353,2,0.00045351473922902497
GSE136831,Control,Lymphoid,T,FZD2,4410,0.0026287133072330285,0.002625264283414874,2,0.00045351473922902497
GSE136831,Control,Lymphoid,T,FZD5,4410,0.008137042896930737,0.008104115662990383,8,0.0018140589569160999
GSE136831,Control,Lymphoid,T,IL1B,4410,0.08320127747668289,0.07992080252957512,89,0.02018140589569161
GSE136831,Control,Lymphoid,T,IL1R1,4410,0.13753438733310494,0.1288631020085422,106,0.024036281179138322
GSE136831,Control,Lymphoid,T,ITGA1,4410,0.6973580483127582,0.529072952985115,562,0.127437641723356
GSE136831,Control,Lymphoid,T,ITGA2,4410,0.26215519935599774,0.23282073544521634,193,0.043764172335600905
GSE136831,Control,Lymphoid,T,ITGA4,4410,1.4099770351742866,0.8796172184838377,1057,0.2396825396825397
GSE136831,Control,Lymphoid,T,ITGAV,4410,0.4634738281883315,0.38081294396177007,377,0.0854875283446712
GSE136831,Control,Lymphoid,T,ITGB1,4410,1.6085437387987922,0.9587921111368543,1171,0.2655328798185941
GSE136831,Control,Lymphoid,T,LEF1,4410,0.8472991815080104,0.6137246705076044,561,0.1272108843537415
GSE136831,Control,Lymphoid,T,LRP6,4410,0.06643355385544758,0.06431995399299505,71,0.016099773242630386
GSE136831,Control,Lymphoid,T,POSTN,4410,0.003421470533537247,0.003415630620167865,5,0.0011337868480725624
GSE136831,Control,Lymphoid,T,PTGFRN,4410,0.016238297547535724,0.01610786648520326,17,0.003854875283446712
GSE136831,Control,Lymphoid,T,SPP1,4410,0.07546029268046885,0.07274874917470048,63,0.014285714285714285
GSE136831,Control,Lymphoid,T,TCF7L2,4410,0.3312150764753948,0.28609211649798416,275,0.06235827664399093
GSE136831,Control,Lymphoid,T,TGFB1,4410,5.933031043024623,1.9362970975249176,2367,0.536734693877551
GSE136831,Control,Lymphoid,T,TGFBR1,4410,0.20489363992370793,0.18639129742350005,195,0.04421768707482993
GSE136831,Control,Lymphoid,T,TGFBR2,4410,3.0385209054113,1.3958785124155517,1718,0.3895691609977324
GSE136831,Control,Lymphoid,T,TNF,4410,0.5966462968192469,0.4679053649400853,426,0.09659863945578231
GSE136831,Control,Lymphoid,T,TNFRSF12A,4410,0.07126877244100632,0.06884371464189484,70,0.015873015873015872
GSE136831,Control,Lymphoid,T,TNFRSF1A,4410,0.15097313573948648,0.14060778953642378,164,0.037188208616780044
GSE136831,Control,Lymphoid,T,TNFSF12,4410,0.11078687147268694,0.10506865739676545,128,0.029024943310657598
GSE136831,Control,Lymphoid,T,TNIK,4410,3.0273358144635414,1.3931050691209717,1705,0.3866213151927438
GSE136831,Control,Lymphoid,T,WNT5A,4410,0.0007878991300017806,0.0007875889004246331,1,0.00022675736961451248
GSE136831,Control,Lymphoid,T,WNT7B,4410,0.005243505889275975,0.005229806579677363,6,0.0013605442176870747
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CCL2,760,0.09248723178116945,0.0884569607624885,19,0.025
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CCR2,760,0.0025865725843998637,0.0025832331627308617,1,0.0013157894736842105
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CD24,760,0.0725163322084549,0.07000759987047914,22,0.02894736842105263
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CD44,760,6.462922537614194,2.0099470985716246,502,0.6605263157894737
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CD74,760,3.2900522759002144,1.4562989183902082,423,0.5565789473684211
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CDH3,760,0.31469570716800105,0.27360523745913945,60,0.07894736842105263
GSE136831,Control,Epithelial,ATII_Low-Surfactants,COL14A1,760,0.1605471052889645,0.1488915364203999,40,0.05263157894736842
GSE136831,Control,Epithelial,ATII_Low-Surfactants,COL1A1,760,0.12785866559742853,0.12032084876943007,24,0.031578947368421054
GSE136831,Control,Epithelial,ATII_Low-Surfactants,COL3A1,760,0.00718225695242473,0.007156587381975995,1,0.0013157894736842105
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CTNNB1,760,5.130780598527369,1.8133220825469134,478,0.6289473684210526
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CXCL12,760,0.0,0.0,0,0.0
GSE136831,Control,Epithelial,ATII_Low-Surfactants,CXCR4,760,0.08311799544798244,0.07984391448284779,21,0.02763157894736842
GSE136831,Control,Epithelial,ATII_Low-Surfactants,FZD1,760,0.0017898235889906998,0.0017882237634034453,2,0.002631578947368421
GSE136831,Control,Epithelial,ATII_Low-Surfactants,FZD2,760,0.0,0.0,0,0.0
GSE136831,Control,Epithelial,ATII_Low-Surfactants,FZD5,760,0.13889240317963605,0.1300562139621418,38,0.05
GSE136831,Control,Epithelial,ATII_Low-Surfactants,IL1B,760,0.06814950867517404,0.06592772013663231,20,0.02631578947368421
GSE136831,Control,Epithelial,ATII_Low-Surfactants,IL1R1,760,5.607043858672431,1.8881363312385857,349,0.45921052631578946
GSE136831,Control,Epithelial,ATII_Low-Surfactants,ITGA1,760,0.14779928670302542,0.13784644524483797,43,0.056578947368421055
GSE136831,Control,Epithelial,ATII_Low-Surfactants,ITGA2,760,0.8345580649990687,0.6068036159879944,107,0.14078947368421052
GSE136831,Control,Epithelial,ATII_Low-Surfactants,ITGA4,760,0.008527548582972964,0.008491394432670659,3,0.003947368421052632
GSE136831,Control,Epithelial,ATII_Low-Surfactants,ITGAV,760,1.061981642777681,0.7236674829254989,195,0.2565789473684211
GSE136831,Control,Epithelial,ATII_Low-Surfactants,ITGB1,760,1.472161423308182,0.9050928381544591,261,0.34342105263157896
GSE136831,Control,Epithelial,ATII_Low-Surfactants,LEF1,760,0.007399957364797523,0.007372712007392658,2,0.002631578947368421
GSE136831,Control,Epithelial,ATII_Low-Surfactants,LRP6,760,1.1129048111956026,0.7480636884926286,204,0.26842105263157895
GSE136831,Control,Epithelial,ATII_Low-Surfactants,POSTN,760,0.005475611625818604,0.005460674964576803,1,0.0013157894736842105
GSE136831,Control,Epithelial,ATII_Low-Surfactants,PTGFRN,760,0.016760574459527857,0.016621666006366963,7,0.009210526315789473
GSE136831,Control,Epithelial,ATII_Low-Surfactants,SPP1,760,0.06804780193238415,0.06583249790003298,19,0.025
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TCF7L2,760,2.0095876621045137,1.10180308004284,309,0.40657894736842104
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TGFB1,760,0.546007645875167,0.4356758957384905,113,0.14868421052631578
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TGFBR1,760,0.19655618168663633,0.1794475822882896,45,0.05921052631578947
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TGFBR2,760,3.434730374819864,1.4894668190588642,399,0.525
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TNF,760,0.016684215927227866,0.016546563369996534,5,0.006578947368421052
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TNFRSF12A,760,0.3673122944878391,0.31284698409225287,85,0.1118421052631579
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TNFRSF1A,760,0.8240679539860515,0.6010691464329807,164,0.21578947368421053
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TNFSF12,760,0.029434460063292898,0.02900958354884994,8,0.010526315789473684
GSE136831,Control,Epithelial,ATII_Low-Surfactants,TNIK,760,7.07906216392911,2.0892757969758424,538,0.7078947368421052
GSE136831,Control,Epithelial,ATII_Low-Surfactants,WNT5A,760,0.07894184452789521,0.07598078725896307,21,0.02763157894736842
GSE136831,Control,Epithelial,ATII_Low-Surfactants,WNT7B,760,0.24291990603898017,0.21746337444201064,53,0.06973684210526315
GSE136831,Control,Epithelial,ATI,CCL2,502,0.5899786340388146,0.4637205784304159,32,0.06374501992031872
GSE136831,Control,Epithelial,ATI,CCR2,502,0.0,0.0,0,0.0
GSE136831,Control,Epithelial,ATI,CD24,502,1.01766233966997,0.7019395836843598,133,0.2649402390438247
GSE136831,Control,Epithelial,ATI,CD44,502,1.2053686322131534,0.7908946750677863,121,0.2410358565737052
GSE136831,Control,Epithelial,ATI,CD74,502,2.527106623894518,1.2604778815581084,243,0.48406374501992033
GSE136831,Control,Epithelial,ATI,CDH3,502,0.17630806301199137,0.16238077351486926,29,0.05776892430278884
GSE136831,Control,Epithelial,ATI,COL14A1,502,0.17394691761472492,0.16037150540473716,22,0.043824701195219126
GSE136831,Control,Epithelial,ATI,COL1A1,502,0.04465635039638811,0.04368798003800745,6,0.01195219123505976
GSE136831,Control,Epithelial,ATI,COL3A1,502,0.006805022732819837,0.006781973075498872,2,0.00398406374501992
GSE136831,Control,Epithelial,ATI,CTNNB1,502,1.948259991789477,1.0812151630399378,204,0.4063745019920319
GSE136831,Control,Epithelial,ATI,CXCL12,502,0.0,0.0,0,0.0
GSE136831,Control,Epithelial,ATI,CXCR4,502,0.12071353343314857,0.11396556587796465,19,0.037848605577689244
GSE136831,Control,Epithelial,ATI,FZD1,502,0.04028142568242383,0.03949127816498238,8,0.01593625498007968
GSE136831,Control,Epithelial,ATI,FZD2,502,0.1962739597105823,0.17921169260060968,29,0.05776892430278884
GSE136831,Control,Epithelial,ATI,FZD5,502,0.5906320915216189,0.46413147907081626,86,0.17131474103585656
GSE136831,Control,Epithelial,ATI,IL1B,502,0.10590923009991429,0.10066782929810683,21,0.04183266932270916
GSE136831,Control,Epithelial,ATI,IL1R1,502,0.717174611789361,0.5406802726033496,86,0.17131474103585656
GSE136831,Control,Epithelial,ATI,ITGA1,502,0.20127610819497294,0.18338441525554464,34,0.06772908366533864
GSE136831,Control,Epithelial,ATI,ITGA2,502,1.2712506415493947,0.8203306231935401,118,0.2350597609561753
GSE136831,Control,Epithelial,ATI,ITGA4,502,0.006587406985813359,0.00656580483661829,1,0.00199203187250996
GSE136831,Control,Epithelial,ATI,ITGAV,502,0.7066139206027026,0.5345112440088557,96,0.19123505976095617
GSE136831,Control,Epithelial,ATI,ITGB1,502,1.748973995039928,1.0112277493493242,198,0.3944223107569721
GSE136831,Control,Epithelial,ATI,LEF1,502,0.0038747945390195685,0.003867306858575926,1,0.00199203187250996
GSE136831,Control,Epithelial,ATI,LRP6,502,0.5839150795843393,0.4598996805815699,92,0.18326693227091634
GSE136831,Control,Epithelial,ATI,POSTN,502,0.0,0.0,0,0.0
GSE136831,Control,Epithelial,ATI,PTGFRN,502,0.012831164251852926,0.012749542325225969,4,0.00796812749003984
GSE136831,Control,Epithelial,ATI,SPP1,502,0.05238015668407628,0.051054414707944085,11,0.021912350597609563
GSE136831,Control,Epithelial,ATI,TCF7L2,502,0.7299050549856348,0.5480665254924486,101,0.20119521912350596
GSE136831,Control,Epithelial,ATI,TGFB1,502,0.13765355151202358,0.12896785307283282,25,0.049800796812749
GSE136831,Control,Epithelial,ATI,TGFBR1,502,0.1350036103477474,0.12663583185143235,27,0.053784860557768925
GSE136831,Control,Epithelial,ATI,TGFBR2,502,3.4060432321351928,1.4829770604371408,298,0.5936254980079682
GSE136831,Control,Epithelial,ATI,TNF,502,0.0,0.0,0,0.0
