sample_id,group,label,series_id,macrophage_myeloid_score,macrophage_myeloid_markers_found,t_cell_score,t_cell_markers_found,b_cell_score,b_cell_markers_found,fibroblast_matrix_score,fibroblast_matrix_markers_found,epithelial_ciliary_score,epithelial_ciliary_markers_found,endothelial_score,endothelial_markers_found,wnt_tnik_axis_score,wnt_tnik_axis_markers_found
GSM806220,IPF,1,GSE32537,0.40757979212681356,11,0.3674133266552988,7,1.0220716799350025,4,0.32399244440642583,10,-0.09336720448154459,10,-0.22076654447794639,6,0.8505491074547367,9
GSM806221,IPF,1,GSE32537,1.188555890139171,11,0.4183819240135175,7,-0.9170445975298682,4,0.3510898303827662,10,0.5714854076392936,10,-0.19812124757941785,6,0.2387748502521468,9
GSM806222,IPF,1,GSE32537,-1.0752030973743336,11,0.9561168518581479,7,0.055177168043687885,4,1.0283375801794636,10,-0.528090967440029,10,0.11840260544863383,6,0.3373940737587014,9
GSM806223,IPF,1,GSE32537,0.4287121616768817,11,-0.4278683982036123,7,-0.03822658211779195,4,-0.0305090859042578,10,0.9701600012843843,10,-1.593651787201962,6,-0.3807015186912853,9
GSM806225,IPF,1,GSE32537,0.34271938392780016,11,-0.8100083387535256,7,0.02330672435739215,4,-0.8485080248732206,10,1.3162111573562607,10,-1.8535309198058691,6,0.32207424482539043,9
GSM806226,IPF,1,GSE32537,-0.10361724848376387,11,0.4157104300615392,7,-0.9283482101138059,4,1.0867605542267418,10,-0.5583170489841428,10,0.35173780926729603,6,0.5759055888988203,9
GSM806227,IPF,1,GSE32537,-0.2421956234854467,11,0.6651695744348046,7,-0.6754134418530673,4,0.8775242598669195,10,-0.7369356968718015,10,1.1041260352248568,6,0.34591873732864487,9
GSM806228,IPF,1,GSE32537,-0.9054006706210415,11,0.36136890549869205,7,0.8166963744752124,4,0.9799813614752695,10,0.09932559496662552,10,-0.06673556956058749,6,0.09605773064801339,9
GSM806229,IPF,1,GSE32537,-0.26107066056317074,11,0.7256524238941345,7,0.2896225339669005,4,1.157746901648059,10,-0.38552252365332523,10,0.37442309864380335,6,0.5398950388626188,9
GSM806230,IPF,1,GSE32537,-0.4892705581924805,11,-0.022294445450048446,7,-0.6590078041393019,4,0.6509957936691684,10,-0.4384538187003183,10,0.9293569214345895,6,0.7059045451857825,9
GSM806231,IPF,1,GSE32537,0.10534097357105608,11,0.5792795325976211,7,-0.5927639406781604,4,0.3115094886548101,10,0.39446536968395374,10,-0.06280617842642665,6,0.46557479155675235,9
GSM806232,IPF,1,GSE32537,0.6004995294123726,11,-0.5901647872101234,7,-1.0969691558502916,4,0.6913892620243193,10,-0.9104396536781312,10,0.26215505296749697,6,0.20570107478282848,9
GSM806234,IPF,1,GSE32537,0.9911781664238665,11,1.8552663239583553,7,2.984061101865684,4,0.7817015307341408,10,-0.7292967553734984,10,-0.33498848026765016,6,-0.35417755131352124,9
GSM806235,IPF,1,GSE32537,1.5273514583877157,11,0.6807988590187064,7,-0.9436598334310993,4,0.4424971369340377,10,-0.1277234990893425,10,0.0861147415862179,6,-0.13681503104281612,9
GSM806236,IPF,1,GSE32537,-0.3667554089604733,11,-0.4627948993572633,7,-0.4563309265132082,4,1.0577563767885072,10,-0.9593667628187704,10,-0.19327984591946812,6,0.4373475275949365,9
GSM806237,IPF,1,GSE32537,-0.13870582567578216,11,0.2875613742681286,7,1.5228629271915197,4,1.221982067280334,10,-0.6456954255422158,10,0.020729879340228668,6,0.3104055650807292,9
GSM806238,IPF,1,GSE32537,-0.16794827156961456,11,0.28731305245986577,7,-0.3701280396596609,4,0.20630445734260797,10,1.0877214753754256,10,-0.7385521751465386,6,-0.15879439233125114,9
GSM806239,IPF,1,GSE32537,-0.45041492875268896,11,0.34067135224597067,7,-0.5558465270194087,4,0.48294413395298424,10,0.2694597325509596,10,-0.1905883699484795,6,0.13381037896308182,9
GSM806240,IPF,1,GSE32537,1.5593771994535686,11,0.7003490631121989,7,-0.7266777394218736,4,0.7926661233407384,10,-0.3621642872892675,10,0.28058402815576255,6,-0.1705450718977434,9
GSM806241,IPF,1,GSE32537,0.01951954684351357,11,1.2086807428531696,7,2.1993072216807588,4,1.2913812888661202,10,-0.6176814673990934,10,-0.35114554233982803,6,-0.6488296661136405,9
