series_id,donor_id,group,broad_celltype,gene_symbol,cells,library_sum,raw_count_sum,norm_count_per_10k,log1p_norm_count_per_10k
GSE135893,VUILD65,IPF,Mesenchymal,CD24,15,71576.0,1.0,0.1397116351849782,0.13077527881662973
GSE135893,VUILD65,IPF,Mesenchymal,COL14A1,15,71576.0,15.0,2.095674527774673,1.130005823513516
GSE135893,VUILD65,IPF,Mesenchymal,COL1A1,15,71576.0,172.0,24.03040125181625,3.2200911361508378
GSE135893,VUILD65,IPF,Mesenchymal,COL3A1,15,71576.0,154.0,21.515591818486644,3.1142080389282474
GSE135893,VUILD65,IPF,Mesenchymal,GPX3,15,71576.0,36.0,5.029618866659216,1.796683802548997
GSE135893,VUILD65,IPF,Mesenchymal,POSTN,15,71576.0,33.0,4.610483961104281,1.7246369833902921
GSE135893,VUILD65,IPF,Mesenchymal,PTGFRN,15,71576.0,2.0,0.2794232703699564,0.24640940637088032
GSE135893,VUILD65,IPF,Mesenchymal,SPP1,15,71576.0,0.0,0.0,0.0
GSE136831,001C,Control,Endothelial,CD24,70,181765.0,0.0,0.0,0.0
GSE136831,001C,Control,Endothelial,COL14A1,70,181765.0,0.0,0.0,0.0
GSE136831,001C,Control,Endothelial,COL1A1,70,181765.0,0.0,0.0,0.0
GSE136831,001C,Control,Endothelial,COL3A1,70,181765.0,0.0,0.0,0.0
GSE136831,001C,Control,Endothelial,GPX3,70,181765.0,37.0,2.03559541165791,1.1104075870357095
GSE136831,001C,Control,Endothelial,POSTN,70,181765.0,2.0,0.11003218441394108,0.10438900987141131
GSE136831,001C,Control,Endothelial,PTGFRN,70,181765.0,2.0,0.11003218441394108,0.10438900987141131
GSE136831,001C,Control,Endothelial,SPP1,70,181765.0,0.0,0.0,0.0
GSE136831,001C,Control,Epithelial,CD24,99,377447.0,35.0,0.9272825058882439,0.6561109826766623
GSE136831,001C,Control,Epithelial,COL14A1,99,377447.0,5.0,0.13246892941260627,0.12440014260143749
GSE136831,001C,Control,Epithelial,COL1A1,99,377447.0,0.0,0.0,0.0
GSE136831,001C,Control,Epithelial,COL3A1,99,377447.0,0.0,0.0,0.0
GSE136831,001C,Control,Epithelial,GPX3,99,377447.0,4.0,0.10597514353008503,0.10072742864333126
GSE136831,001C,Control,Epithelial,POSTN,99,377447.0,0.0,0.0,0.0
GSE136831,001C,Control,Epithelial,PTGFRN,99,377447.0,4.0,0.10597514353008503,0.10072742864333126
GSE136831,001C,Control,Epithelial,SPP1,99,377447.0,19.0,0.5033819317679038,0.40771719144230684
GSE136831,001C,Control,Lymphoid,CD24,150,353899.0,3.0,0.08476994848812797,0.08136793546788741
GSE136831,001C,Control,Lymphoid,COL14A1,150,353899.0,1.0,0.028256649496042657,0.027864794916183662
GSE136831,001C,Control,Lymphoid,COL1A1,150,353899.0,1.0,0.028256649496042657,0.027864794916183662
GSE136831,001C,Control,Lymphoid,COL3A1,150,353899.0,0.0,0.0,0.0
GSE136831,001C,Control,Lymphoid,GPX3,150,353899.0,0.0,0.0,0.0
GSE136831,001C,Control,Lymphoid,POSTN,150,353899.0,0.0,0.0,0.0
GSE136831,001C,Control,Lymphoid,PTGFRN,150,353899.0,0.0,0.0,0.0
GSE136831,001C,Control,Lymphoid,SPP1,150,353899.0,2.0,0.05651329899208531,0.05497414577712967
GSE136831,001C,Control,Myeloid,CD24,1322,7163236.0,3.0,0.004188051322056121,0.004179305844288297
GSE136831,001C,Control,Myeloid,COL14A1,1322,7163236.0,43.0,0.06002873561613774,0.05829601682835958
GSE136831,001C,Control,Myeloid,COL1A1,1322,7163236.0,0.0,0.0,0.0
GSE136831,001C,Control,Myeloid,COL3A1,1322,7163236.0,0.0,0.0,0.0
GSE136831,001C,Control,Myeloid,GPX3,1322,7163236.0,227.0,0.31689588336891317,0.2752773637278705
GSE136831,001C,Control,Myeloid,POSTN,1322,7163236.0,2.0,0.002792034214704081,0.0027881437270766956
GSE136831,001C,Control,Myeloid,PTGFRN,1322,7163236.0,35.0,0.04886059875732141,0.04770443093371167
GSE136831,001C,Control,Myeloid,SPP1,1322,7163236.0,986.0,1.3764728678491118,0.8656174001538663
GSE136831,001C,Control,Stromal,CD24,17,49948.0,0.0,0.0,0.0
GSE136831,001C,Control,Stromal,COL14A1,17,49948.0,11.0,2.202290381997277,1.1638662981569827
GSE136831,001C,Control,Stromal,COL1A1,17,49948.0,9.0,1.8018739489068631,1.0302884607882996
GSE136831,001C,Control,Stromal,COL3A1,17,49948.0,12.0,2.4024985985424845,1.224510043652873
GSE136831,001C,Control,Stromal,GPX3,17,49948.0,204.0,40.84247617522224,3.733912000013661
GSE136831,001C,Control,Stromal,POSTN,17,49948.0,0.0,0.0,0.0
GSE136831,001C,Control,Stromal,PTGFRN,17,49948.0,0.0,0.0,0.0
GSE136831,001C,Control,Stromal,SPP1,17,49948.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,CD24,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,COL14A1,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,COL1A1,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,COL3A1,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,GPX3,2,3390.0,2.0,5.899705014749262,1.9314786592037287
GSE136831,002C,Control,Endothelial,POSTN,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,PTGFRN,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Endothelial,SPP1,2,3390.0,0.0,0.0,0.0
GSE136831,002C,Control,Epithelial,CD24,19,214290.0,69.0,3.219935601287974,1.43981986757318
GSE136831,002C,Control,Epithelial,COL14A1,19,214290.0,1.0,0.046665733351999625,0.04560961954974355
GSE136831,002C,Control,Epithelial,COL1A1,19,214290.0,0.0,0.0,0.0
GSE136831,002C,Control,Epithelial,COL3A1,19,214290.0,0.0,0.0,0.0
GSE136831,002C,Control,Epithelial,GPX3,19,214290.0,5.0,0.23332866675999814,0.20971674726680123
GSE136831,002C,Control,Epithelial,POSTN,19,214290.0,1.0,0.046665733351999625,0.04560961954974355
GSE136831,002C,Control,Epithelial,PTGFRN,19,214290.0,2.0,0.09333146670399925,0.08922942644355775
GSE136831,002C,Control,Epithelial,SPP1,19,214290.0,4.0,0.1866629334079985,0.17114511018638506
GSE136831,002C,Control,Lymphoid,CD24,61,298853.0,4.0,0.13384506764195106,0.12561457131719792
GSE136831,002C,Control,Lymphoid,COL14A1,61,298853.0,1.0,0.033461266910487765,0.03291362184714425
GSE136831,002C,Control,Lymphoid,COL1A1,61,298853.0,0.0,0.0,0.0
GSE136831,002C,Control,Lymphoid,COL3A1,61,298853.0,0.0,0.0,0.0
GSE136831,002C,Control,Lymphoid,GPX3,61,298853.0,0.0,0.0,0.0
GSE136831,002C,Control,Lymphoid,POSTN,61,298853.0,1.0,0.033461266910487765,0.03291362184714425
GSE136831,002C,Control,Lymphoid,PTGFRN,61,298853.0,0.0,0.0,0.0
GSE136831,002C,Control,Lymphoid,SPP1,61,298853.0,0.0,0.0,0.0
GSE136831,002C,Control,Myeloid,CD24,571,4992370.0,0.0,0.0,0.0
GSE136831,002C,Control,Myeloid,COL14A1,571,4992370.0,36.0,0.07211003992091931,0.06962870656050572
GSE136831,002C,Control,Myeloid,COL1A1,571,4992370.0,0.0,0.0,0.0
GSE136831,002C,Control,Myeloid,COL3A1,571,4992370.0,0.0,0.0,0.0
GSE136831,002C,Control,Myeloid,GPX3,571,4992370.0,392.0,0.7851982124722326,0.5795294524685513
GSE136831,002C,Control,Myeloid,POSTN,571,4992370.0,3.0,0.006009169993409944,0.005991186937603696
GSE136831,002C,Control,Myeloid,PTGFRN,571,4992370.0,53.0,0.10616200321690901,0.10089636906146328
GSE136831,002C,Control,Myeloid,SPP1,571,4992370.0,136.0,0.27241570636791745,0.24091722470845983
GSE136831,003C,Control,Endothelial,CD24,79,240623.0,0.0,0.0,0.0
GSE136831,003C,Control,Endothelial,COL14A1,79,240623.0,0.0,0.0,0.0
GSE136831,003C,Control,Endothelial,COL1A1,79,240623.0,0.0,0.0,0.0
GSE136831,003C,Control,Endothelial,COL3A1,79,240623.0,0.0,0.0,0.0
GSE136831,003C,Control,Endothelial,GPX3,79,240623.0,61.0,2.5350860059096596,1.2627376288714278
GSE136831,003C,Control,Endothelial,POSTN,79,240623.0,33.0,1.3714399704101436,0.8634973530950898
GSE136831,003C,Control,Endothelial,PTGFRN,79,240623.0,2.0,0.08311757396425114,0.0798435253435157
GSE136831,003C,Control,Endothelial,SPP1,79,240623.0,1.0,0.04155878698212557,0.04071842465992285
GSE136831,003C,Control,Epithelial,CD24,65,671224.0,208.0,3.0988164904711395,1.4106982711789988
GSE136831,003C,Control,Epithelial,COL14A1,65,671224.0,1.0,0.014898156204188169,0.014788268744399476
GSE136831,003C,Control,Epithelial,COL1A1,65,671224.0,6.0,0.08938893722512901,0.08561693099126466
GSE136831,003C,Control,Epithelial,COL3A1,65,671224.0,0.0,0.0,0.0
GSE136831,003C,Control,Epithelial,GPX3,65,671224.0,13.0,0.19367603065444622,0.17703764704328573
GSE136831,003C,Control,Epithelial,POSTN,65,671224.0,0.0,0.0,0.0
GSE136831,003C,Control,Epithelial,PTGFRN,65,671224.0,7.0,0.10428709342931719,0.09919996244430085
GSE136831,003C,Control,Epithelial,SPP1,65,671224.0,3.0,0.04469446861256451,0.0437244681335765
GSE136831,003C,Control,Lymphoid,CD24,475,1862783.0,43.0,0.23083740832936528,0.207694757511648
GSE136831,003C,Control,Lymphoid,COL14A1,475,1862783.0,12.0,0.06441974185935774,0.062429807355782505
GSE136831,003C,Control,Lymphoid,COL1A1,475,1862783.0,1.0,0.005368311821613146,0.0053539537983479085
GSE136831,003C,Control,Lymphoid,COL3A1,475,1862783.0,1.0,0.005368311821613146,0.0053539537983479085
GSE136831,003C,Control,Lymphoid,GPX3,475,1862783.0,2.0,0.010736623643226292,0.010679395360868904
GSE136831,003C,Control,Lymphoid,POSTN,475,1862783.0,1.0,0.005368311821613146,0.0053539537983479085
GSE136831,003C,Control,Lymphoid,PTGFRN,475,1862783.0,4.0,0.021473247286452585,0.021245945296219624
GSE136831,003C,Control,Lymphoid,SPP1,475,1862783.0,2.0,0.010736623643226292,0.010679395360868904
GSE136831,003C,Control,Myeloid,CD24,2532,21979131.0,15.0,0.0068246556244648615,0.006801473077765091
GSE136831,003C,Control,Myeloid,COL14A1,2532,21979131.0,130.0,0.059147015412028804,0.057463881735685
GSE136831,003C,Control,Myeloid,COL1A1,2532,21979131.0,4.0,0.001819908166523963,0.0018182541401367074
GSE136831,003C,Control,Myeloid,COL3A1,2532,21979131.0,8.0,0.003639816333047926,0.003633208231574973
GSE136831,003C,Control,Myeloid,GPX3,2532,21979131.0,982.0,0.44678745488163296,0.3693455501165714
GSE136831,003C,Control,Myeloid,POSTN,2532,21979131.0,7.0,0.003184839291416936,0.003179778433260447
GSE136831,003C,Control,Myeloid,PTGFRN,2532,21979131.0,161.0,0.07325130370258952,0.07069264284584782
GSE136831,003C,Control,Myeloid,SPP1,2532,21979131.0,4267.0,1.9413870366394377,1.0788812512667212
GSE136831,003C,Control,Stromal,CD24,44,216178.0,2.0,0.09251635226526289,0.08848361562411693
GSE136831,003C,Control,Stromal,COL14A1,44,216178.0,47.0,2.174134278233678,1.1550349268910454
GSE136831,003C,Control,Stromal,COL1A1,44,216178.0,228.0,10.54686415823997,2.4464138986535264
GSE136831,003C,Control,Stromal,COL3A1,44,216178.0,180.0,8.32647170387366,2.2328567765487715
GSE136831,003C,Control,Stromal,GPX3,44,216178.0,180.0,8.32647170387366,2.2328567765487715
GSE136831,003C,Control,Stromal,POSTN,44,216178.0,1.0,0.046258176132631446,0.04522015749364799
GSE136831,003C,Control,Stromal,PTGFRN,44,216178.0,7.0,0.32380723292842006,0.28051185244997395
GSE136831,003C,Control,Stromal,SPP1,44,216178.0,1.0,0.046258176132631446,0.04522015749364799
GSE136831,010I,IPF,Endothelial,CD24,55,260385.0,2.0,0.07680934001574591,0.07400235373377127
GSE136831,010I,IPF,Endothelial,COL14A1,55,260385.0,1.0,0.038404670007872954,0.03768556426870135
GSE136831,010I,IPF,Endothelial,COL1A1,55,260385.0,1.0,0.038404670007872954,0.03768556426870135
GSE136831,010I,IPF,Endothelial,COL3A1,55,260385.0,2.0,0.07680934001574591,0.07400235373377127
GSE136831,010I,IPF,Endothelial,GPX3,55,260385.0,96.0,3.686848320755804,1.5447603567262427
GSE136831,010I,IPF,Endothelial,POSTN,55,260385.0,69.0,2.649922230543234,1.2947058606669253
GSE136831,010I,IPF,Endothelial,PTGFRN,55,260385.0,1.0,0.038404670007872954,0.03768556426870135
GSE136831,010I,IPF,Endothelial,SPP1,55,260385.0,35.0,1.3441634502755535,0.8519286006298747
GSE136831,010I,IPF,Epithelial,CD24,749,7491863.0,2342.0,3.1260582314439014,1.4173225278417372
GSE136831,010I,IPF,Epithelial,COL14A1,749,7491863.0,32.0,0.04271300743219677,0.04182597749554825
GSE136831,010I,IPF,Epithelial,COL1A1,749,7491863.0,304.0,0.40577357060586927,0.34058773533103404
GSE136831,010I,IPF,Epithelial,COL3A1,749,7491863.0,39.0,0.05205647780798982,0.05074679900373734
GSE136831,010I,IPF,Epithelial,GPX3,749,7491863.0,246.0,0.3283562446350127,0.2839422715821686
GSE136831,010I,IPF,Epithelial,POSTN,749,7491863.0,10.0,0.013347814822561492,0.013259517591223341
GSE136831,010I,IPF,Epithelial,PTGFRN,749,7491863.0,103.0,0.13748249267238336,0.1288174806672795
GSE136831,010I,IPF,Epithelial,SPP1,749,7491863.0,154.0,0.20555634826744695,0.18694116019906734
GSE136831,010I,IPF,Lymphoid,CD24,677,1982939.0,26.0,0.13111850641900735,0.12320697185624441
GSE136831,010I,IPF,Lymphoid,COL14A1,677,1982939.0,9.0,0.04538717529888716,0.04438731947596645
GSE136831,010I,IPF,Lymphoid,COL1A1,677,1982939.0,4.0,0.020172077910616513,0.019971316901225968
GSE136831,010I,IPF,Lymphoid,COL3A1,677,1982939.0,1.0,0.005043019477654128,0.005030346045314043
GSE136831,010I,IPF,Lymphoid,GPX3,677,1982939.0,14.0,0.0706022726871578,0.06822136179121592
GSE136831,010I,IPF,Lymphoid,POSTN,677,1982939.0,0.0,0.0,0.0
GSE136831,010I,IPF,Lymphoid,PTGFRN,677,1982939.0,0.0,0.0,0.0
GSE136831,010I,IPF,Lymphoid,SPP1,677,1982939.0,345.0,1.7398417197906744,1.0079001522316764
GSE136831,010I,IPF,Myeloid,CD24,3038,23014288.0,69.0,0.029981375048404712,0.029540719600777463
GSE136831,010I,IPF,Myeloid,COL14A1,3038,23014288.0,100.0,0.04345126818609379,0.04253374609588696
GSE136831,010I,IPF,Myeloid,COL1A1,3038,23014288.0,21.0,0.009124766319079696,0.009083387165152161
GSE136831,010I,IPF,Myeloid,COL3A1,3038,23014288.0,13.0,0.005648664864192192,0.005632770981539739
GSE136831,010I,IPF,Myeloid,GPX3,3038,23014288.0,1507.0,0.6548106115644333,0.5036865681809048
GSE136831,010I,IPF,Myeloid,POSTN,3038,23014288.0,15.0,0.006517690227914068,0.006496541927271277
GSE136831,010I,IPF,Myeloid,PTGFRN,3038,23014288.0,126.0,0.05474859791447817,0.0533024427154101
GSE136831,010I,IPF,Myeloid,SPP1,3038,23014288.0,14288.0,6.20831719842908,1.975235525779108
GSE136831,010I,IPF,Stromal,CD24,69,532175.0,15.0,0.2818621693991638,0.24831384054949177
GSE136831,010I,IPF,Stromal,COL14A1,69,532175.0,75.0,1.409310846995819,0.8793407510060696
GSE136831,010I,IPF,Stromal,COL1A1,69,532175.0,587.0,11.030206229153944,2.4874206727452144
GSE136831,010I,IPF,Stromal,COL3A1,69,532175.0,725.0,13.623338187626251,2.682618758465252
GSE136831,010I,IPF,Stromal,GPX3,69,532175.0,224.0,4.2091417296941795,1.650415107011486
GSE136831,010I,IPF,Stromal,POSTN,69,532175.0,153.0,2.8749941278714712,1.3545441474161546
GSE136831,010I,IPF,Stromal,PTGFRN,69,532175.0,20.0,0.3758162258655518,0.31904717380789455
GSE136831,010I,IPF,Stromal,SPP1,69,532175.0,11.0,0.20669892422605346,0.1878884695962777
GSE136831,021I,IPF,Endothelial,CD24,385,3319746.0,8.0,0.024098229201872674,0.0238124489715737
GSE136831,021I,IPF,Endothelial,COL14A1,385,3319746.0,28.0,0.08434380220655435,0.08097501343978282
GSE136831,021I,IPF,Endothelial,COL1A1,385,3319746.0,33.0,0.09940519545772478,0.09476930215430894
GSE136831,021I,IPF,Endothelial,COL3A1,385,3319746.0,58.0,0.1747121617135769,0.16102314883197325
GSE136831,021I,IPF,Endothelial,GPX3,385,3319746.0,696.0,2.0965459405629225,1.1302872775729953
GSE136831,021I,IPF,Endothelial,POSTN,385,3319746.0,1880.0,5.663083862440079,1.896582419789664
GSE136831,021I,IPF,Endothelial,PTGFRN,385,3319746.0,35.0,0.10542975275819295,0.1002341758845396
GSE136831,021I,IPF,Endothelial,SPP1,385,3319746.0,175.0,0.5271487637909648,0.423402443751219
GSE136831,021I,IPF,Epithelial,CD24,313,3739490.0,1672.0,4.471197944104677,1.6994975950348774
GSE136831,021I,IPF,Epithelial,COL14A1,313,3739490.0,54.0,0.14440471829046206,0.1348846051235066
GSE136831,021I,IPF,Epithelial,COL1A1,313,3739490.0,240.0,0.6417987479576092,0.4957924383282596
GSE136831,021I,IPF,Epithelial,COL3A1,313,3739490.0,98.0,0.2620678220826904,0.2327515044203821
GSE136831,021I,IPF,Epithelial,GPX3,313,3739490.0,73.0,0.19521378583710614,0.17832506966482403
GSE136831,021I,IPF,Epithelial,POSTN,313,3739490.0,41.0,0.10964061944275823,0.10403619663284368
GSE136831,021I,IPF,Epithelial,PTGFRN,313,3739490.0,68.0,0.18184297858798926,0.16707506632519434
GSE136831,021I,IPF,Epithelial,SPP1,313,3739490.0,35.0,0.09359565074381801,0.0894710294114812
GSE136831,021I,IPF,Lymphoid,CD24,679,2099234.0,14.0,0.06669099300030393,0.06456132681530466
GSE136831,021I,IPF,Lymphoid,COL14A1,679,2099234.0,22.0,0.10480013185762045,0.09966444246270327
GSE136831,021I,IPF,Lymphoid,COL1A1,679,2099234.0,29.0,0.13814562835777242,0.12940029619678672
GSE136831,021I,IPF,Lymphoid,COL3A1,679,2099234.0,39.0,0.18578205192941807,0.1704025163437422
GSE136831,021I,IPF,Lymphoid,GPX3,679,2099234.0,14.0,0.06669099300030393,0.06456132681530466
GSE136831,021I,IPF,Lymphoid,POSTN,679,2099234.0,15.0,0.07145463535746849,0.06901719752470825
GSE136831,021I,IPF,Lymphoid,PTGFRN,679,2099234.0,2.0,0.009527284714329131,0.009482186354322093
GSE136831,021I,IPF,Lymphoid,SPP1,679,2099234.0,35.0,0.1667274825007598,0.15420280632644284
GSE136831,021I,IPF,Myeloid,CD24,1115,8856412.0,20.0,0.022582508582482386,0.022331298669518378
GSE136831,021I,IPF,Myeloid,COL14A1,1115,8856412.0,69.0,0.07790965460956424,0.07502366063476841
GSE136831,021I,IPF,Myeloid,COL1A1,1115,8856412.0,121.0,0.13662417692401843,0.12806262092336618
GSE136831,021I,IPF,Myeloid,COL3A1,1115,8856412.0,134.0,0.151302807502632,0.14089417724452322
GSE136831,021I,IPF,Myeloid,GPX3,1115,8856412.0,419.0,0.473103554803006,0.3873714369802374
GSE136831,021I,IPF,Myeloid,POSTN,1115,8856412.0,49.0,0.055327146027081844,0.053850809880676614
GSE136831,021I,IPF,Myeloid,PTGFRN,1115,8856412.0,47.0,0.05306889516883361,0.05170865852231538
GSE136831,021I,IPF,Myeloid,SPP1,1115,8856412.0,5116.0,5.776605695398994,1.9134763416959095
GSE136831,021I,IPF,Stromal,CD24,500,4019775.0,19.0,0.04726632709542201,0.04618327117028768
GSE136831,021I,IPF,Stromal,COL14A1,500,4019775.0,924.0,2.2986361176931545,1.1935090853726722
GSE136831,021I,IPF,Stromal,COL1A1,500,4019775.0,11419.0,28.407062584348626,3.3812348694529173
GSE136831,021I,IPF,Stromal,COL3A1,500,4019775.0,9762.0,24.28494132134261,3.2302090138388286
GSE136831,021I,IPF,Stromal,GPX3,500,4019775.0,1183.0,2.942950787046539,1.3719293737236464
GSE136831,021I,IPF,Stromal,POSTN,500,4019775.0,1483.0,3.6892612148689916,1.5452750465679699
GSE136831,021I,IPF,Stromal,PTGFRN,500,4019775.0,124.0,0.30847497683328046,0.2688623192540257
GSE136831,021I,IPF,Stromal,SPP1,500,4019775.0,105.0,0.26120864973785846,0.23207050700481466
GSE136831,022I,IPF,Endothelial,CD24,406,2362785.0,5.0,0.021161468351966008,0.020940673938085116
GSE136831,022I,IPF,Endothelial,COL14A1,406,2362785.0,27.0,0.11427192910061644,0.10820121324374773
GSE136831,022I,IPF,Endothelial,COL1A1,406,2362785.0,23.0,0.09734275441904362,0.09289157954641156
GSE136831,022I,IPF,Endothelial,COL3A1,406,2362785.0,36.0,0.15236257213415524,0.14181424551107863
GSE136831,022I,IPF,Endothelial,GPX3,406,2362785.0,261.0,1.1046286479726255,0.7441390373067319
GSE136831,022I,IPF,Endothelial,POSTN,406,2362785.0,1175.0,4.972945062712012,1.7872401161039886
GSE136831,022I,IPF,Endothelial,PTGFRN,406,2362785.0,9.0,0.03809064303353881,0.03738310562624175
GSE136831,022I,IPF,Endothelial,SPP1,406,2362785.0,221.0,0.9353369011568975,0.6602814204515222
GSE136831,022I,IPF,Epithelial,CD24,356,3058423.0,827.0,2.7040079151902794,1.3094154537120708
GSE136831,022I,IPF,Epithelial,COL14A1,356,3058423.0,24.0,0.07847181374191863,0.07554505182027078
GSE136831,022I,IPF,Epithelial,COL1A1,356,3058423.0,56.0,0.1831008987311435,0.16813887191808705
GSE136831,022I,IPF,Epithelial,COL3A1,356,3058423.0,42.0,0.1373256740483576,0.12867960651457655
GSE136831,022I,IPF,Epithelial,GPX3,356,3058423.0,53.0,0.17329192201340363,0.15981340658048093
GSE136831,022I,IPF,Epithelial,POSTN,356,3058423.0,47.0,0.15367396857792398,0.14295160527271616
GSE136831,022I,IPF,Epithelial,PTGFRN,356,3058423.0,37.0,0.12097737951879121,0.11420096504502786
GSE136831,022I,IPF,Epithelial,SPP1,356,3058423.0,29.0,0.094820108271485,0.090590065088682
GSE136831,022I,IPF,Lymphoid,CD24,721,2006562.0,30.0,0.14950945946350025,0.13933529438558684
GSE136831,022I,IPF,Lymphoid,COL14A1,721,2006562.0,12.0,0.059803783785400105,0.058083781352657446
GSE136831,022I,IPF,Lymphoid,COL1A1,721,2006562.0,18.0,0.08970567567810014,0.08590763746479385
GSE136831,022I,IPF,Lymphoid,COL3A1,721,2006562.0,20.0,0.09967297297566682,0.09501283830787487
GSE136831,022I,IPF,Lymphoid,GPX3,721,2006562.0,9.0,0.04485283783905007,0.0438760504655963
GSE136831,022I,IPF,Lymphoid,POSTN,721,2006562.0,4.0,0.019934594595133366,0.019738502294268045
GSE136831,022I,IPF,Lymphoid,PTGFRN,721,2006562.0,3.0,0.014950945946350026,0.014840282208964729
GSE136831,022I,IPF,Lymphoid,SPP1,721,2006562.0,33.0,0.1644604054098503,0.15225780839867767
GSE136831,022I,IPF,Myeloid,CD24,2504,17471271.0,23.0,0.013164468686908926,0.013078570120393993
GSE136831,022I,IPF,Myeloid,COL14A1,2504,17471271.0,113.0,0.06467760702698733,0.06267203692694355
GSE136831,022I,IPF,Myeloid,COL1A1,2504,17471271.0,139.0,0.07955918032523221,0.07655279144803787
GSE136831,022I,IPF,Myeloid,COL3A1,2504,17471271.0,159.0,0.09100654440080518,0.08710070536713618
GSE136831,022I,IPF,Myeloid,GPX3,2504,17471271.0,651.0,0.37261170065990046,0.3167152759059408
GSE136831,022I,IPF,Myeloid,POSTN,2504,17471271.0,60.0,0.03434209222671894,0.03376556491572932
GSE136831,022I,IPF,Myeloid,PTGFRN,2504,17471271.0,60.0,0.03434209222671894,0.03376556491572932
GSE136831,022I,IPF,Myeloid,SPP1,2504,17471271.0,6742.0,3.8589064298756512,1.5808133981639791
GSE136831,022I,IPF,Stromal,CD24,579,3518488.0,33.0,0.09379028719154363,0.0896489920150289
GSE136831,022I,IPF,Stromal,COL14A1,579,3518488.0,738.0,2.097491877192703,1.130592712142485
GSE136831,022I,IPF,Stromal,COL1A1,579,3518488.0,7064.0,20.07680571882013,3.0481731808258554
GSE136831,022I,IPF,Stromal,COL3A1,579,3518488.0,6844.0,19.451537137543173,3.018058045314048
GSE136831,022I,IPF,Stromal,GPX3,579,3518488.0,1640.0,4.66109306042823,1.7336169937867847
GSE136831,022I,IPF,Stromal,POSTN,579,3518488.0,1432.0,4.069930038130015,1.6233270183224808
GSE136831,022I,IPF,Stromal,PTGFRN,579,3518488.0,124.0,0.35242410944701247,0.3018986188496075
GSE136831,022I,IPF,Stromal,SPP1,579,3518488.0,27.0,0.07673750770217207,0.07393564302935673
GSE136831,025I,IPF,Endothelial,CD24,78,316562.0,0.0,0.0,0.0
GSE136831,025I,IPF,Endothelial,COL14A1,78,316562.0,3.0,0.09476816547785268,0.09054261982761187
GSE136831,025I,IPF,Endothelial,COL1A1,78,316562.0,0.0,0.0,0.0
GSE136831,025I,IPF,Endothelial,COL3A1,78,316562.0,0.0,0.0,0.0
GSE136831,025I,IPF,Endothelial,GPX3,78,316562.0,37.0,1.1688073742268497,0.7741774193380219
GSE136831,025I,IPF,Endothelial,POSTN,78,316562.0,131.0,4.138209892532901,1.636704748871782
GSE136831,025I,IPF,Endothelial,PTGFRN,78,316562.0,1.0,0.03158938849261756,0.031100708516754665
GSE136831,025I,IPF,Endothelial,SPP1,78,316562.0,5.0,0.1579469424630878,0.14664855984816866
GSE136831,025I,IPF,Epithelial,CD24,197,2107496.0,470.0,2.2301347191169048,1.1725238450697053
GSE136831,025I,IPF,Epithelial,COL14A1,197,2107496.0,14.0,0.06642954482475887,0.06431619469809122
GSE136831,025I,IPF,Epithelial,COL1A1,197,2107496.0,18.0,0.08540941477468997,0.08195725662345103
GSE136831,025I,IPF,Epithelial,COL3A1,197,2107496.0,3.0,0.014234902462448327,0.014134537573318371
GSE136831,025I,IPF,Epithelial,GPX3,197,2107496.0,55.0,0.2609732118115527,0.2318838131501178
GSE136831,025I,IPF,Epithelial,POSTN,197,2107496.0,0.0,0.0,0.0
GSE136831,025I,IPF,Epithelial,PTGFRN,197,2107496.0,28.0,0.13285908964951773,0.12474460506999499
GSE136831,025I,IPF,Epithelial,SPP1,197,2107496.0,8.0,0.037959739899862205,0.03725699776785238
GSE136831,025I,IPF,Lymphoid,CD24,108,269031.0,1.0,0.03717043760756195,0.03649627216237479
GSE136831,025I,IPF,Lymphoid,COL14A1,108,269031.0,0.0,0.0,0.0
GSE136831,025I,IPF,Lymphoid,COL1A1,108,269031.0,0.0,0.0,0.0
GSE136831,025I,IPF,Lymphoid,COL3A1,108,269031.0,0.0,0.0,0.0
GSE136831,025I,IPF,Lymphoid,GPX3,108,269031.0,0.0,0.0,0.0
GSE136831,025I,IPF,Lymphoid,POSTN,108,269031.0,1.0,0.03717043760756195,0.03649627216237479
GSE136831,025I,IPF,Lymphoid,PTGFRN,108,269031.0,0.0,0.0,0.0
GSE136831,025I,IPF,Lymphoid,SPP1,108,269031.0,1.0,0.03717043760756195,0.03649627216237479
GSE136831,025I,IPF,Myeloid,CD24,2613,21204550.0,32.0,0.015091100730739392,0.01497836288058576
GSE136831,025I,IPF,Myeloid,COL14A1,2613,21204550.0,118.0,0.05564843394460152,0.05415520745215853
GSE136831,025I,IPF,Myeloid,COL1A1,2613,21204550.0,13.0,0.006130759671862878,0.006112043024010329
GSE136831,025I,IPF,Myeloid,COL3A1,2613,21204550.0,6.0,0.0028295813870136363,0.0028255856573210277
