figure,file_png,file_pdf,description
Additional Figure S12,manuscript/figures/Additional_Figure_S12_pseudobulk_donor_dotplots.png,results/single_cell_pseudobulk/single_cell_pseudobulk_core_candidate_donor_dotplots.pdf,Donor-level dot/median plots for the core pseudobulk comparisons shown in Figure 6C.
