gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,ALDH6A1,ALDH6A1,4329,aldehyde dehydrogenase 6 family member A1
background_gse32537_all_tested_annotated_mrna,ALDH7A1,ALDH7A1,501,aldehyde dehydrogenase 7 family member A1
background_gse32537_all_tested_annotated_mrna,ALDOC,ALDOC,230,"aldolase, fructose-bisphosphate C"
background_gse32537_all_tested_annotated_mrna,ALG10B,ALG10B,144245,"ALG10 alpha-1,2-glucosyltransferase B"
background_gse32537_all_tested_annotated_mrna,ALG11,ALG11,440138,"ALG11 alpha-1,2-mannosyltransferase"
background_gse32537_all_tested_annotated_mrna,ALG13,ALG13,79868,ALG13 UDP-N-acetylglucosaminyltransferase subunit
background_gse32537_all_tested_annotated_mrna,ALG3,ALG3,10195,"ALG3 alpha-1,3- mannosyltransferase"
background_gse32537_all_tested_annotated_mrna,ALG6,ALG6,29929,"ALG6 alpha-1,3-glucosyltransferase"
background_gse32537_all_tested_annotated_mrna,ALG8,ALG8,79053,"ALG8 alpha-1,3-glucosyltransferase"
background_gse32537_all_tested_annotated_mrna,ALKBH8,ALKBH8,91801,"alkB homolog 8, tRNA methyltransferase"
background_gse32537_all_tested_annotated_mrna,ALMS1,ALMS1,7840,ALMS1 centrosome and basal body associated protein
background_gse32537_all_tested_annotated_mrna,ALMS1P,ALMS1P,,
background_gse32537_all_tested_annotated_mrna,ALOX12,ALOX12,239,"arachidonate 12-lipoxygenase, 12S type"
background_gse32537_all_tested_annotated_mrna,ALOX12P2,ALOX12P2,245,arachidonate 12-lipoxygenase pseudogene 2
background_gse32537_all_tested_annotated_mrna,ALOX15,ALOX15,246,arachidonate 15-lipoxygenase
background_gse32537_all_tested_annotated_mrna,ALOX15B,ALOX15B,247,arachidonate 15-lipoxygenase type B
background_gse32537_all_tested_annotated_mrna,ALOX5,ALOX5,240,arachidonate 5-lipoxygenase
background_gse32537_all_tested_annotated_mrna,ALOX5AP,ALOX5AP,241,arachidonate 5-lipoxygenase activating protein
background_gse32537_all_tested_annotated_mrna,ALPK1,ALPK1,80216,alpha kinase 1
background_gse32537_all_tested_annotated_mrna,ALPK3,ALPK3,57538,alpha kinase 3
background_gse32537_all_tested_annotated_mrna,ALPL,ALPL,249,"alkaline phosphatase, biomineralization associated"
background_gse32537_all_tested_annotated_mrna,ALPP,ALPP,250,"alkaline phosphatase, placental"
background_gse32537_all_tested_annotated_mrna,ALPPL2,ALPPL2,,
background_gse32537_all_tested_annotated_mrna,ALS2CL,ALS2CL,259173,ALS2 C-terminal like
background_gse32537_all_tested_annotated_mrna,ALS2CR12,ALS2CR12,,
background_gse32537_all_tested_annotated_mrna,ALYREF,ALYREF,10189,Aly/REF export factor
background_gse32537_all_tested_annotated_mrna,AMACR,AMACR,23600,alpha-methylacyl-CoA racemase
background_gse32537_all_tested_annotated_mrna,AMD1,AMD1,262,adenosylmethionine decarboxylase 1
background_gse32537_all_tested_annotated_mrna,AMICA1,AMICA1,,
background_gse32537_all_tested_annotated_mrna,AMIGO2,AMIGO2,347902,adhesion molecule with Ig like domain 2
background_gse32537_all_tested_annotated_mrna,AMIGO3,AMIGO3,386724,adhesion molecule with Ig like domain 3
background_gse32537_all_tested_annotated_mrna,AMMECR1L,AMMECR1L,83607,AMMECR1 like
background_gse32537_all_tested_annotated_mrna,AMOT,AMOT,154796,angiomotin
background_gse32537_all_tested_annotated_mrna,AMOTL1,AMOTL1,154810,angiomotin like 1
background_gse32537_all_tested_annotated_mrna,AMOTL2,AMOTL2,51421,angiomotin like 2
background_gse32537_all_tested_annotated_mrna,AMPD1,AMPD1,270,adenosine monophosphate deaminase 1
background_gse32537_all_tested_annotated_mrna,AMPD2,AMPD2,271,adenosine monophosphate deaminase 2
background_gse32537_all_tested_annotated_mrna,AMPD3,AMPD3,272,adenosine monophosphate deaminase 3
background_gse32537_all_tested_annotated_mrna,AMTN,AMTN,401138,amelotin
background_gse32537_all_tested_annotated_mrna,AMY2A,AMY2A,279,amylase alpha 2A
background_gse32537_all_tested_annotated_mrna,AMY2B,AMY2B,280,amylase alpha 2B
background_gse32537_all_tested_annotated_mrna,AMZ2P1,AMZ2P1,201283,AMZ2 pseudogene 1
background_gse32537_all_tested_annotated_mrna,ANAPC1,ANAPC1,64682,anaphase promoting complex subunit 1
background_gse32537_all_tested_annotated_mrna,ANAPC10,ANAPC10,10393,anaphase promoting complex subunit 10
background_gse32537_all_tested_annotated_mrna,ANAPC1P1,ANAPC1P1,100286979,ANAPC1 pseudogene 1
background_gse32537_all_tested_annotated_mrna,ANAPC4,ANAPC4,29945,anaphase promoting complex subunit 4
background_gse32537_all_tested_annotated_mrna,ANG,ANG,283,angiogenin
background_gse32537_all_tested_annotated_mrna,ANGEL1,ANGEL1,23357,angel homolog 1
background_gse32537_all_tested_annotated_mrna,ANGEL2,ANGEL2,90806,angel homolog 2
background_gse32537_all_tested_annotated_mrna,ANGPT1,ANGPT1,284,angiopoietin 1
background_gse32537_all_tested_annotated_mrna,ANGPT2,ANGPT2,285,angiopoietin 2
background_gse32537_all_tested_annotated_mrna,ANGPTL1,ANGPTL1,9068,angiopoietin like 1
background_gse32537_all_tested_annotated_mrna,ANGPTL2,ANGPTL2,23452,angiopoietin like 2
background_gse32537_all_tested_annotated_mrna,ANGPTL4,ANGPTL4,51129,angiopoietin like 4
background_gse32537_all_tested_annotated_mrna,ANGPTL5,ANGPTL5,253935,angiopoietin like 5
background_gse32537_all_tested_annotated_mrna,ANK2,ANK2,287,ankyrin 2
background_gse32537_all_tested_annotated_mrna,ANK3,ANK3,288,ankyrin 3
background_gse32537_all_tested_annotated_mrna,ANKAR,ANKAR,150709,ankyrin and armadillo repeat containing
background_gse32537_all_tested_annotated_mrna,ANKDD1B,ANKDD1B,728780,ankyrin repeat and death domain containing 1B
background_gse32537_all_tested_annotated_mrna,ANKEF1,ANKEF1,63926,ankyrin repeat and EF-hand domain containing 1
background_gse32537_all_tested_annotated_mrna,ANKFN1,ANKFN1,162282,ankyrin repeat and fibronectin type III domain containing 1
background_gse32537_all_tested_annotated_mrna,ANKH,ANKH,56172,ANKH inorganic pyrophosphate transport regulator
background_gse32537_all_tested_annotated_mrna,ANKMY2,ANKMY2,57037,ankyrin repeat and MYND domain containing 2
background_gse32537_all_tested_annotated_mrna,ANKRA2,ANKRA2,57763,ankyrin repeat family A member 2
background_gse32537_all_tested_annotated_mrna,ANKRD1,ANKRD1,27063,ankyrin repeat domain 1
background_gse32537_all_tested_annotated_mrna,ANKRD11,ANKRD11,29123,ankyrin repeat domain 11
background_gse32537_all_tested_annotated_mrna,ANKRD18A,ANKRD18A,253650,ankyrin repeat domain 18A
background_gse32537_all_tested_annotated_mrna,ANKRD18B,ANKRD18B,441459,ankyrin repeat domain 18B
background_gse32537_all_tested_annotated_mrna,ANKRD20A11P,ANKRD20A11P,391267,"ankyrin repeat domain 20 family member A11, pseudogene"
background_gse32537_all_tested_annotated_mrna,ANKRD20A12P,ANKRD20A12P,100874392,"ankyrin repeat domain 20 family member A12, pseudogene"
background_gse32537_all_tested_annotated_mrna,ANKRD20A3,ANKRD20A3,,
background_gse32537_all_tested_annotated_mrna,ANKRD20A5P,ANKRD20A5P,440482,"ankyrin repeat domain 20 family member A5, pseudogene"
background_gse32537_all_tested_annotated_mrna,ANKRD20A8P,ANKRD20A8P,729171,"ankyrin repeat domain 20 family member A8, pseudogene"
background_gse32537_all_tested_annotated_mrna,ANKRD20A9P,ANKRD20A9P,284232,"ankyrin repeat domain 20 family member A9, pseudogene"
background_gse32537_all_tested_annotated_mrna,ANKRD22,ANKRD22,118932,ankyrin repeat domain 22
background_gse32537_all_tested_annotated_mrna,ANKRD26,ANKRD26,22852,ankyrin repeat domain 26
background_gse32537_all_tested_annotated_mrna,ANKRD28,ANKRD28,23243,ankyrin repeat domain 28
background_gse32537_all_tested_annotated_mrna,ANKRD29,ANKRD29,147463,ankyrin repeat domain 29
background_gse32537_all_tested_annotated_mrna,ANKRD32,ANKRD32,,
background_gse32537_all_tested_annotated_mrna,ANKRD36,ANKRD36,375248,ankyrin repeat domain 36
background_gse32537_all_tested_annotated_mrna,ANKRD36B,ANKRD36B,57730,ankyrin repeat domain 36B
background_gse32537_all_tested_annotated_mrna,ANKRD36C,ANKRD36C,400986,ankyrin repeat domain 36C
background_gse32537_all_tested_annotated_mrna,ANKRD37,ANKRD37,353322,ankyrin repeat domain 37
background_gse32537_all_tested_annotated_mrna,ANKRD42,ANKRD42,338699,ankyrin repeat domain 42
background_gse32537_all_tested_annotated_mrna,ANKRD44,ANKRD44,91526,ankyrin repeat domain 44
background_gse32537_all_tested_annotated_mrna,ANKRD45,ANKRD45,339416,ankyrin repeat domain 45
background_gse32537_all_tested_annotated_mrna,ANKRD46,ANKRD46,157567,ankyrin repeat domain 46
background_gse32537_all_tested_annotated_mrna,ANKRD49,ANKRD49,54851,ankyrin repeat domain 49
background_gse32537_all_tested_annotated_mrna,ANKRD50,ANKRD50,57182,ankyrin repeat domain 50
background_gse32537_all_tested_annotated_mrna,ANKS1A,ANKS1A,23294,ankyrin repeat and sterile alpha motif domain containing 1A
background_gse32537_all_tested_annotated_mrna,ANKS4B,ANKS4B,257629,ankyrin repeat and sterile alpha motif domain containing 4B
background_gse32537_all_tested_annotated_mrna,ANLN,ANLN,54443,"anillin, actin binding protein"
background_gse32537_all_tested_annotated_mrna,ANO1,ANO1,55107,anoctamin 1
background_gse32537_all_tested_annotated_mrna,ANO2,ANO2,57101,anoctamin 2
background_gse32537_all_tested_annotated_mrna,ANO3,ANO3,63982,anoctamin 3
background_gse32537_all_tested_annotated_mrna,ANO4,ANO4,121601,anoctamin 4
background_gse32537_all_tested_annotated_mrna,ANO5,ANO5,203859,anoctamin 5
background_gse32537_all_tested_annotated_mrna,ANO6,ANO6,196527,anoctamin 6
background_gse32537_all_tested_annotated_mrna,ANO9,ANO9,338440,anoctamin 9
background_gse32537_all_tested_annotated_mrna,ANP32A-IT1,ANP32A-IT1,80035,ANP32A intronic transcript 1
background_gse32537_all_tested_annotated_mrna,ANP32B,ANP32B,10541,acidic nuclear phosphoprotein 32 family member B
background_gse32537_all_tested_annotated_mrna,ANP32E,ANP32E,81611,acidic nuclear phosphoprotein 32 family member E
background_gse32537_all_tested_annotated_mrna,ANPEP,ANPEP,290,"alanyl aminopeptidase, membrane"
background_gse32537_all_tested_annotated_mrna,ANTXR1,ANTXR1,84168,ANTXR cell adhesion molecule 1
background_gse32537_all_tested_annotated_mrna,ANXA1,ANXA1,301,annexin A1
background_gse32537_all_tested_annotated_mrna,ANXA10,ANXA10,11199,annexin A10
background_gse32537_all_tested_annotated_mrna,ANXA2R,ANXA2R,389289,annexin A2 receptor
background_gse32537_all_tested_annotated_mrna,ANXA3,ANXA3,306,annexin A3
background_gse32537_all_tested_annotated_mrna,ANXA4,ANXA4,307,annexin A4
background_gse32537_all_tested_annotated_mrna,ANXA6,ANXA6,309,annexin A6
background_gse32537_all_tested_annotated_mrna,ANXA8,ANXA8,653145,annexin A8
background_gse32537_all_tested_annotated_mrna,AOAH,AOAH,313,acyloxyacyl hydrolase
background_gse32537_all_tested_annotated_mrna,AOC1,AOC1,26,amine oxidase copper containing 1
background_gse32537_all_tested_annotated_mrna,AOC3,AOC3,8639,amine oxidase copper containing 3
background_gse32537_all_tested_annotated_mrna,AOX1,AOX1,316,aldehyde oxidase 1
background_gse32537_all_tested_annotated_mrna,AP1AR,AP1AR,55435,adaptor related protein complex 1 associated regulatory protein
background_gse32537_all_tested_annotated_mrna,AP1B1,AP1B1,162,adaptor related protein complex 1 subunit beta 1
background_gse32537_all_tested_annotated_mrna,AP1G2,AP1G2,8906,adaptor related protein complex 1 subunit gamma 2
background_gse32537_all_tested_annotated_mrna,AP1M2,AP1M2,10053,adaptor related protein complex 1 subunit mu 2
background_gse32537_all_tested_annotated_mrna,AP1S2,AP1S2,8905,adaptor related protein complex 1 subunit sigma 2
background_gse32537_all_tested_annotated_mrna,AP1S3,AP1S3,130340,adaptor related protein complex 1 subunit sigma 3
background_gse32537_all_tested_annotated_mrna,AP3M2,AP3M2,10947,adaptor related protein complex 3 subunit mu 2
background_gse32537_all_tested_annotated_mrna,AP3S1,AP3S1,1176,adaptor related protein complex 3 subunit sigma 1
background_gse32537_all_tested_annotated_mrna,AP4E1,AP4E1,23431,adaptor related protein complex 4 subunit epsilon 1
background_gse32537_all_tested_annotated_mrna,AP5B1,AP5B1,91056,adaptor related protein complex 5 subunit beta 1
background_gse32537_all_tested_annotated_mrna,AP5M1,AP5M1,55745,adaptor related protein complex 5 subunit mu 1
background_gse32537_all_tested_annotated_mrna,APBB1IP,APBB1IP,54518,amyloid beta precursor protein binding family B member 1 interacting protein
background_gse32537_all_tested_annotated_mrna,APBB2,APBB2,323,amyloid beta precursor protein binding family B member 2
background_gse32537_all_tested_annotated_mrna,APBB3,APBB3,10307,amyloid beta precursor protein binding family B member 3
background_gse32537_all_tested_annotated_mrna,APC,APC,324,APC regulator of Wnt signaling pathway
background_gse32537_all_tested_annotated_mrna,APCDD1,APCDD1,147495,APC down-regulated 1
background_gse32537_all_tested_annotated_mrna,APH1A,APH1A,51107,aph-1A gamma-secretase subunit
background_gse32537_all_tested_annotated_mrna,APH1B,APH1B,83464,aph-1B gamma-secretase subunit
background_gse32537_all_tested_annotated_mrna,API5,API5,8539,apoptosis inhibitor 5
background_gse32537_all_tested_annotated_mrna,APIP,APIP,51074,APAF1 interacting protein
background_gse32537_all_tested_annotated_mrna,APLF,APLF,200558,aprataxin and PNKP like factor
background_gse32537_all_tested_annotated_mrna,APLN,APLN,8862,apelin
background_gse32537_all_tested_annotated_mrna,APLNR,APLNR,187,apelin receptor
background_gse32537_all_tested_annotated_mrna,APMAP,APMAP,57136,adipocyte plasma membrane associated protein
background_gse32537_all_tested_annotated_mrna,APOBEC3A,APOBEC3A,200315,apolipoprotein B mRNA editing enzyme catalytic subunit 3A
background_gse32537_all_tested_annotated_mrna,APOBEC3B,APOBEC3B,9582,apolipoprotein B mRNA editing enzyme catalytic subunit 3B
background_gse32537_all_tested_annotated_mrna,APOBEC3C,APOBEC3C,27350,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
background_gse32537_all_tested_annotated_mrna,APOBEC3D,APOBEC3D,140564,apolipoprotein B mRNA editing enzyme catalytic subunit 3D
background_gse32537_all_tested_annotated_mrna,APOBEC3F,APOBEC3F,200316,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
background_gse32537_all_tested_annotated_mrna,APOBEC3G,APOBEC3G,60489,apolipoprotein B mRNA editing enzyme catalytic subunit 3G
background_gse32537_all_tested_annotated_mrna,APOBEC3H,APOBEC3H,164668,apolipoprotein B mRNA editing enzyme catalytic subunit 3H
background_gse32537_all_tested_annotated_mrna,APOBEC4,APOBEC4,403314,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
background_gse32537_all_tested_annotated_mrna,APOBR,APOBR,55911,apolipoprotein B receptor
background_gse32537_all_tested_annotated_mrna,APOC1,APOC1,341,apolipoprotein C1
background_gse32537_all_tested_annotated_mrna,APOC2,APOC2,344,apolipoprotein C2
background_gse32537_all_tested_annotated_mrna,APOD,APOD,347,apolipoprotein D
background_gse32537_all_tested_annotated_mrna,APOE,APOE,348,apolipoprotein E
background_gse32537_all_tested_annotated_mrna,APOH,APOH,350,apolipoprotein H
background_gse32537_all_tested_annotated_mrna,APOL1,APOL1,8542,apolipoprotein L1
background_gse32537_all_tested_annotated_mrna,APOL2,APOL2,23780,apolipoprotein L2
background_gse32537_all_tested_annotated_mrna,APOL3,APOL3,80833,apolipoprotein L3
background_gse32537_all_tested_annotated_mrna,APOL4,APOL4,80832,apolipoprotein L4
background_gse32537_all_tested_annotated_mrna,APOL6,APOL6,80830,apolipoprotein L6
background_gse32537_all_tested_annotated_mrna,APOLD1,APOLD1,81575,apolipoprotein L domain containing 1
background_gse32537_all_tested_annotated_mrna,APOO,APOO,79135,apolipoprotein O
background_gse32537_all_tested_annotated_mrna,APOOL,APOOL,139322,apolipoprotein O like
background_gse32537_all_tested_annotated_mrna,APOPT1,APOPT1,,
background_gse32537_all_tested_annotated_mrna,APRT,APRT,353,adenine phosphoribosyltransferase
background_gse32537_all_tested_annotated_mrna,AQP1,AQP1,358,aquaporin 1 (Colton blood group)
background_gse32537_all_tested_annotated_mrna,AQP10,AQP10,89872,aquaporin 10
background_gse32537_all_tested_annotated_mrna,AQP11,AQP11,282679,aquaporin 11
background_gse32537_all_tested_annotated_mrna,AQP3,AQP3,360,aquaporin 3 (Gill blood group)
background_gse32537_all_tested_annotated_mrna,AQP4,AQP4,361,aquaporin 4
background_gse32537_all_tested_annotated_mrna,AQP5,AQP5,362,aquaporin 5
background_gse32537_all_tested_annotated_mrna,AQP7,AQP7,364,aquaporin 7
background_gse32537_all_tested_annotated_mrna,AQP7P1,AQP7P1,375719,aquaporin 7 pseudogene 1
background_gse32537_all_tested_annotated_mrna,AQP9,AQP9,366,aquaporin 9
background_gse32537_all_tested_annotated_mrna,AR,AR,367,androgen receptor
background_gse32537_all_tested_annotated_mrna,ARAFP2,ARAFP2,644000,ARAF pseudogene 2
background_gse32537_all_tested_annotated_mrna,ARAP1,ARAP1,116985,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
background_gse32537_all_tested_annotated_mrna,ARAP2,ARAP2,116984,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
background_gse32537_all_tested_annotated_mrna,ARAP3,ARAP3,64411,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
background_gse32537_all_tested_annotated_mrna,ARC,ARC,23237,activity regulated cytoskeleton associated protein
background_gse32537_all_tested_annotated_mrna,AREG,AREG,374,amphiregulin
background_gse32537_all_tested_annotated_mrna,ARFGAP3,ARFGAP3,26286,ARF GTPase activating protein 3
background_gse32537_all_tested_annotated_mrna,ARG1,ARG1,383,arginase 1
background_gse32537_all_tested_annotated_mrna,ARG2,ARG2,384,arginase 2
background_gse32537_all_tested_annotated_mrna,ARGLU1,ARGLU1,55082,arginine and glutamate rich 1
background_gse32537_all_tested_annotated_mrna,ARHGAP1,ARHGAP1,392,Rho GTPase activating protein 1
background_gse32537_all_tested_annotated_mrna,ARHGAP10,ARHGAP10,79658,Rho GTPase activating protein 10
background_gse32537_all_tested_annotated_mrna,ARHGAP11A,ARHGAP11A,9824,Rho GTPase activating protein 11A
background_gse32537_all_tested_annotated_mrna,ARHGAP11B,ARHGAP11B,89839,Rho GTPase activating protein 11B
background_gse32537_all_tested_annotated_mrna,ARHGAP15,ARHGAP15,55843,Rho GTPase activating protein 15
background_gse32537_all_tested_annotated_mrna,ARHGAP18,ARHGAP18,93663,Rho GTPase activating protein 18
background_gse32537_all_tested_annotated_mrna,ARHGAP20,ARHGAP20,57569,Rho GTPase activating protein 20
background_gse32537_all_tested_annotated_mrna,ARHGAP23,ARHGAP23,57636,Rho GTPase activating protein 23
background_gse32537_all_tested_annotated_mrna,ARHGAP24,ARHGAP24,83478,Rho GTPase activating protein 24
