data_type,standard_feature_id,GSE32537_logFC,GSE32537_adj_p,GSE32537_direction,GSE32537_fdr_sig,GSE110147_logFC,GSE110147_adj_p,GSE110147_direction,GSE110147_fdr_sig,GSE150910_logFC,GSE150910_adj_p,GSE150910_direction,GSE150910_fdr_sig,GSE53845_logFC,GSE53845_adj_p,GSE53845_direction,GSE53845_fdr_sig,GSE92592_logFC,GSE92592_adj_p,GSE92592_direction,GSE92592_fdr_sig,validation_datasets_present,same_direction_validation_count,same_direction_fdr_sig_count,robust_strict,robust_relaxed,GSE32538_logFC,GSE32538_adj_p,GSE32538_direction,GSE32538_fdr_sig,GSE21394_logFC,GSE21394_adj_p,GSE21394_direction,GSE21394_fdr_sig,GSE27430_logFC,GSE27430_adj_p,GSE27430_direction,GSE27430_fdr_sig
bulk mRNA,CASQ2,1.00336906890756,1.4964447722316e-12,up,True,1.16052636363636,9.42121003300567e-06,up,True,0.410366943086881,0.0072510606346547,up,False,0.0785549999999997,0.817871111629263,up,False,0.757918301915418,0.0409764508651863,up,False,4,4,1,False,False,,,,,,,,,,,,
bulk mRNA,CBS,-1.18282163697479,1.26922008884031e-52,down,True,-0.565048636363636,3.6506277675579e-08,down,False,-0.672016723855336,1.19545735683823e-05,down,False,-0.931857500000001,1.67347985025696e-11,down,False,-0.0225379818032105,0.918860684259854,down,False,4,4,0,False,False,,,,,,,,,,,,
bulk mRNA,CCDC11,1.57118952268908,2.24977656897551e-13,up,True,2.06692227272727,2.65192104642266e-06,up,True,,,missing,False,0.933440000000001,0.232688180058551,up,False,1.32563708461739,0.0302524770868476,up,True,3,3,2,True,True,,,,,,,,,,,,
bulk mRNA,CCDC113,1.3936058,1.24546610564172e-13,up,True,1.41223681818182,0.0007681051858746,up,True,1.52411692203066,1.29592444233668e-09,up,True,0.654232500000001,0.275908722716443,up,False,1.58727076428344,0.0033327746955789,up,True,4,4,3,True,True,,,,,,,,,,,,
bulk mRNA,CCDC141,-1.01715724201681,6.89021347856482e-10,down,True,0.544998636363636,0.142925513207426,up,False,-1.03038939186449,3.97637916690071e-07,down,True,-0.3289975,0.0010503820873011,down,False,-0.965778776236726,0.0088427831137382,down,False,4,3,1,False,False,,,,,,,,,,,,
bulk mRNA,CCDC146,1.85708746218488,4.24187022196598e-18,up,True,1.99961272727273,5.34699245712184e-08,up,True,1.23302346718454,3.79833148186756e-11,up,True,1.143345,0.0251411246093616,up,True,0.843452347879333,0.033826129060987,up,False,4,4,3,True,True,,,,,,,,,,,,
bulk mRNA,CCDC17,1.03415496470588,4.7984743912746e-10,up,True,0.251767727272729,0.464760561664535,up,False,1.59728412881788,9.989760300265351e-09,up,True,0.867572500000001,0.276181192038217,up,False,1.33253817946216,0.020141898940115,up,True,4,4,2,True,True,,,,,,,,,,,,
bulk mRNA,CCDC170,1.52883788403362,7.41323040705292e-18,up,True,1.87940318181818,8.87954582494838e-07,up,True,1.13311137055037,0.0092457328168814,up,True,,,missing,False,,,missing,False,2,2,2,True,True,,,,,,,,,,,,
bulk mRNA,CCDC173,1.36317821344538,2.86965706176177e-12,up,True,1.89364409090909,1.85214283529895e-06,up,True,1.46578397851923,0.0007728423495355,up,True,,,missing,False,,,missing,False,2,2,2,True,True,,,,,,,,,,,,
bulk mRNA,CCDC176,1.00634283697479,1.16257844328347e-11,up,True,1.19478136363636,0.0001039241303171,up,True,,,missing,False,,,missing,False,,,missing,False,1,1,1,False,False,,,,,,,,,,,,
