series_id,sample_accession,sample_id,data_type,original_disease_label,included_excluded,final_analysis_label,reason_for_exclusion_or_inclusion,source_field_used_for_annotation,annotation_file,annotation_sheet
GSE150910,GSM4560595,control_269,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560596,ipf_270,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560597,control_273,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560598,control_279,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560599,control_280,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560600,control_281,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560601,ipf_282,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560602,control_283,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560603,ipf_285,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560604,control_286,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560605,control_288,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560606,control_289,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560607,control_291,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560608,control_292,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560609,control_293,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560610,control_294,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560611,control_295,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560612,control_296,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560613,control_298,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560614,control_299,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560615,control_300,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560616,ipf_301,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560617,control_306,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560618,ipf_307,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560619,ipf_309,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560620,control_315,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560621,ipf_318,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560622,control_319,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560623,control_324,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560624,control_327,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560625,ipf_328,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560626,control_330,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560627,control_331,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560628,control_332,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560629,ipf_336,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560630,control_337,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560631,control_339,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560632,control_340,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560633,ipf_341,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560634,control_342,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560635,ipf_403,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560636,ipf_410,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560637,control_574,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560638,control_576,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560639,control_646,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560640,control_657,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560641,control_661,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560642,control_666,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560643,control_671,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560644,control_687,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560645,control_691,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560646,control_695,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560647,control_698,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560648,control_699,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560649,control_703,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560650,control_709,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560651,control_710,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560652,control_714,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560653,ipf_724,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560654,ipf_726,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560655,ipf_729,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560656,ipf_730,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560657,ipf_731,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560658,ipf_732,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560659,ipf_733,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560660,ipf_735,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560661,control_738,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560662,ipf_739,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560663,control_740,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560664,ipf_742,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560665,control_744,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560666,ipf_747,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560667,control_750,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560668,ipf_751,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560669,ipf_755,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560670,ipf_756,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560671,ipf_757,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560672,ipf_762,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560673,ipf_763,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560674,ipf_765,bulk mRNA,group=IPF | subgroup=ipf | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560675,control_766,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560676,control_768,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
GSE150910,GSM4560677,control_772,bulk mRNA,group=Control | subgroup=control | tissue=Lung tissue,included,Control,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE150910\matrix\GSE150910_series_matrix.xlsx,annotation_analysis
