series_id,sample_accession,sample_id,data_type,original_disease_label,included_excluded,final_analysis_label,reason_for_exclusion_or_inclusion,source_field_used_for_annotation,annotation_file,annotation_sheet
GSE32537,GSM806219,GSM806219,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806220,GSM806220,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806221,GSM806221,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806222,GSM806222,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806223,GSM806223,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806224,GSM806224,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806225,GSM806225,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806226,GSM806226,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806227,GSM806227,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806228,GSM806228,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806229,GSM806229,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806230,GSM806230,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806231,GSM806231,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806232,GSM806232,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806233,GSM806233,bulk mRNA,group=Exclude | subgroup=UF | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=UF; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806234,GSM806234,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806235,GSM806235,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806236,GSM806236,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806237,GSM806237,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806238,GSM806238,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806239,GSM806239,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806240,GSM806240,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806241,GSM806241,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806242,GSM806242,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806243,GSM806243,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806244,GSM806244,bulk mRNA,group=Exclude | subgroup=RB-ILD | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=RB-ILD; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806245,GSM806245,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806246,GSM806246,bulk mRNA,group=Exclude | subgroup=RB-ILD | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=RB-ILD; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806247,GSM806247,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806248,GSM806248,bulk mRNA,group=Exclude | subgroup=UF | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=UF; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806249,GSM806249,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806250,GSM806250,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806251,GSM806251,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806252,GSM806252,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806253,GSM806253,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806254,GSM806254,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806255,GSM806255,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806256,GSM806256,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806257,GSM806257,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806258,GSM806258,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806259,GSM806259,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806260,GSM806260,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806261,GSM806261,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806262,GSM806262,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806263,GSM806263,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806264,GSM806264,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806265,GSM806265,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806266,GSM806266,bulk mRNA,group=Exclude | subgroup=COP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=COP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806267,GSM806267,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806268,GSM806268,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806269,GSM806269,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806270,GSM806270,bulk mRNA,group=Exclude | subgroup=RB-ILD | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=RB-ILD; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806271,GSM806271,bulk mRNA,group=Exclude | subgroup=DIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=DIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806272,GSM806272,bulk mRNA,group=Exclude | subgroup=DIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=DIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806273,GSM806273,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806274,GSM806274,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806275,GSM806275,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806276,GSM806276,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806277,GSM806277,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806278,GSM806278,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806279,GSM806279,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806280,GSM806280,bulk mRNA,group=Exclude | subgroup=UF | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=UF; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806281,GSM806281,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806282,GSM806282,bulk mRNA,group=Exclude | subgroup=NSIP | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=NSIP; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806283,GSM806283,bulk mRNA,group=Exclude | subgroup=RB-ILD | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=RB-ILD; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806284,GSM806284,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806285,GSM806285,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806286,GSM806286,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806287,GSM806287,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806288,GSM806288,bulk mRNA,group=Exclude | subgroup=RB-ILD | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=RB-ILD; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806289,GSM806289,bulk mRNA,group=Exclude | subgroup=UF | tissue=Lung tissue,excluded,excluded,"group=Exclude; subgroup=UF; notes=Control samples are from IIAM/NJH, whereas IPF and excluded ILD samples are from LTRC.",group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
GSE32537,GSM806290,GSM806290,bulk mRNA,group=IPF | subgroup=IPF/UIP | tissue=Lung tissue,included,IPF,included in analysis,group; subgroup; include; tissue; notes; annotation_file; annotation_sheet,C:\Users\ussen\Documents\bmc genomics\ipf_oligo_ml\data_raw\GEO\GSE32537\matrix\GSE32537_series_matrix_metadata.xlsx,annotation_analysis
